policy,estimator,clip,estimate,se,ci_95_lower,ci_95_upper,mean_weight,max_weight,p99_weight,ess_share,mean_abs_correction,mean_correction,avg_direct_component,observed_random_click_rate,lift_pp,relative_lift_pct
lgbm_softmax,DM,none,0.028712647017149356,0.00020073599232113892,0.028319204472199922,0.02910608956209879,0.9954106986677946,33.99999999999837,5.113957253981835,0.16863190262862207,0.03216201661377005,-0.02271158984487164,0.028712647017149356,0.00498,2.3732647017149353,476.5591770511919
lgbm_softmax,DR,none,0.006001057172277717,0.0012670059274968756,0.0035177255543838407,0.008484388790171594,0.9954106986677946,33.99999999999837,5.113957253981835,0.16863190262862207,0.03216201661377005,-0.02271158984487164,0.028712647017149356,0.00498,0.1021057172277717,20.503156069833683
lgbm_epsilon_greedy,IPS,none,0.00594900000000001,0.001232787812905336,0.003532735886705551,0.008365264113294468,0.9909900000000016,29.05000000000005,29.05000000000005,0.03995463113269447,0.03850768710700326,-0.02711182175630941,0.034253425749968515,0.00498,0.09690000000000099,19.457831325301413
lgbm_epsilon_greedy,SNIPS,none,0.00600308782126964,0.0012402912359895646,0.003572116998730093,0.008434058643809186,0.9909900000000016,29.05000000000005,29.05000000000005,0.03995463113269447,0.03850768710700326,-0.02711182175630941,0.034253425749968515,0.00498,0.10230878212696398,20.543932154008825
lgbm_epsilon_greedy,DM,none,0.034253425749968515,0.00016686673067026843,0.03392636695785479,0.03458048454208224,0.9909900000000016,29.05000000000005,29.05000000000005,0.03995463113269447,0.03850768710700326,-0.02711182175630941,0.034253425749968515,0.00498,2.927342574996852,587.8197941760745
lgbm_epsilon_greedy,DR,none,0.007141603993659109,0.0015944417690141037,0.004016498126391465,0.010266709860926752,0.9909900000000016,29.05000000000005,29.05000000000005,0.03995463113269447,0.03850768710700326,-0.02711182175630941,0.034253425749968515,0.00498,0.2161603993659109,43.40570268391786
lgbm_greedy,IPS,none,0.006120000000000012,0.0014423752148669956,0.0032929445788607006,0.008947055421139324,0.989400000000002,34.000000000000064,34.000000000000064,0.0291,0.04357933669644055,-0.03192033010071388,0.03943376819438477,0.00498,0.11400000000000117,22.891566265060483
lgbm_greedy,SNIPS,none,0.006185567010309278,0.0014534432685740185,0.0033368182039042018,0.009034315816714353,0.989400000000002,34.000000000000064,34.000000000000064,0.0291,0.04357933669644055,-0.03192033010071388,0.03943376819438477,0.00498,0.1205567010309278,24.20817289777666
lgbm_greedy,DM,none,0.03943376819438477,0.00019437803213423726,0.03905278725140167,0.03981474913736788,0.989400000000002,34.000000000000064,34.000000000000064,0.0291,0.04357933669644055,-0.03192033010071388,0.03943376819438477,0.00498,3.4453768194384775,691.8427348270035
lgbm_greedy,DR,none,0.007513438093670904,0.0018657469004018966,0.0038565741688831867,0.011170302018458622,0.989400000000002,34.000000000000064,34.000000000000064,0.0291,0.04357933669644055,-0.03192033010071388,0.03943376819438477,0.00498,0.25334380936709044,50.8722508769258
lgbm_conservative_mix,IPS,none,0.004972481327549578,0.00027357448293875366,0.00443627534098962,0.005508687314109535,0.9986232096003398,10.89999999999951,2.2341871761945518,0.6940315554443522,0.016486442587598744,-0.006718002416740369,0.012042500433938261,0.00498,-0.0007518672450422363,-0.15097735844221694
lgbm_conservative_mix,SNIPS,none,0.004979336830694753,0.0002736874762660126,0.004442909377213368,0.005515764284176137,0.9986232096003398,10.89999999999951,2.2341871761945518,0.6940315554443522,0.016486442587598744,-0.006718002416740369,0.012042500433938261,0.00498,-6.631693052474782e-05,-0.013316652715811284
lgbm_conservative_mix,DM,none,0.012042500433938261,6.787075955789194e-05,0.011909473745204794,0.012175527122671729,0.9986232096003398,10.89999999999951,2.2341871761945518,0.6940315554443522,0.016486442587598744,-0.006718002416740369,0.012042500433938261,0.00498,0.7062500433938261,141.81727778992493
lgbm_conservative_mix,DR,none,0.005324498017197893,0.00045444852236139235,0.004433778913369564,0.0062152171210262215,0.9986232096003398,10.89999999999951,2.2341871761945518,0.6940315554443522,0.016486442587598744,-0.006718002416740369,0.012042500433938261,0.00498,0.03444980171978928,6.91763086742756
