row_id,engagement_score,baseline_value,support_need,prior_usage,mobile_user,selection_encouragement,treated,selected,outcome_observed,full_outcome,true_tau,true_treatment_propensity,true_selection_probability
17,-0.9588826008289989,-1.5112226864959049,-1.7896740223881207,1.0482329153900176,1,-1.7535399818052029,0,1,1.6551817040353265,1.6551817040353265,0.7925633490571765,0.3918812860226966,0.3401566488979239
18,0.8784503013072725,1.0644704608191784,-0.05360170786046118,0.16965511884426968,1,1.1295555205972423,1,1,5.923727166341296,5.923727166341296,1.4646433152357412,0.7214755895292682,0.8260498299069688
19,-0.049925910986252896,-0.1651991591304367,-1.1222640872140315,-0.11671585333566302,0,-0.18960814352919822,1,1,4.756527979529264,4.756527979529264,1.0749650571052745,0.5377779326313821,0.6754356183649971
20,-0.18486236354526056,-0.09583449964285712,0.23462016508965416,1.3284023290520521,1,-0.002433635073523612,0,0,0.0,2.5051929521019227,0.9959472176582909,0.4686406101397073,0.4670896214230886
21,-0.6809295444039414,-1.708087705413325,-0.01940078569982506,0.3305024347721445,0,-1.3332566296654016,1,0,0.0,1.3484495298071446,0.5754945366569985,0.2560651212157552,0.30018818645731815
22,1.2225413386740303,-0.1467166301285866,0.7435016024295735,0.8195660563118106,0,-0.0044036676660210395,0,1,3.868028176564955,3.868028176564955,1.2092776799062623,0.5739526557945162,0.523239909589062
23,-0.15452948206880215,0.6135855160113759,1.0668229301875187,0.7152573868451347,0,-0.37567098099223445,0,0,0.0,2.7528616422486696,0.9467231638657538,0.42793454534702924,0.2708239501487343
24,-0.4283278221631072,-1.3364100878519811,0.45898989927402895,-2.876240404156761,0,-0.6185321511129627,0,0,0.0,1.0117345546143057,0.6465575413540231,0.2806941913161558,0.13619909356195375
25,-0.3521335504882296,0.4986358672518455,0.8603935889705746,-0.0766688056209485,0,-1.4618341703354631,0,0,0.0,2.360382492430916,0.900722633568662,0.40678575536761646,0.12740198163353106
26,0.5323091855533487,0.08901225367902267,-0.3503424759238385,-1.0780744688813524,0,-0.8684871313317467,0,0,0.0,4.817861322724977,1.1814633820325744,0.5815226324861175,0.3328701759241643
27,0.36544406436407834,-0.6437556138323068,2.8231174112671455,-0.8293168941568618,1,1.972017468022275,0,1,1.7930595004823224,1.7930595004823224,0.792485932889459,0.3118991629402753,0.38575729254184554
28,0.4127326115959884,0.8546730864913044,-1.218819096494881,1.4745861073252933,1,-0.3494705830363547,1,1,6.535021460029483,6.535021460029483,1.4332660255221807,0.7254749928989677,0.782466338069302
29,0.43082100300788273,-2.202256768978556,-0.5277557779093213,-0.3748055453225921,1,0.7896196190639758,1,0,0.0,3.781313534529888,0.9101423131961193,0.426655078653445,0.7761148780730779
30,2.1416476008704612,0.346680748743709,0.9013585827468928,1.8925681958060077,1,-0.19639779878733077,0,0,0.0,4.107222464954909,1.5772781542544827,0.7519122040421667,0.6349838090589264
31,-0.4064150163846156,1.6194351580732922,0.7527213048609925,-1.4076884202708555,1,-0.31211602714839903,1,0,0.0,5.279169897742242,1.1460393891287408,0.5492046453588395,0.2958191761187299
32,-0.5122427290715373,1.4399431391006616,0.48738901914234883,-1.083670780277368,1,-0.6360026343977543,1,0,0.0,4.650293775194099,1.1191918866829802,0.5389285277032327,0.2860405206462714
33,-0.8137727282478777,0.3898067205385225,0.6753186579931079,0.7623506609519703,0,1.345631994269975,0,0,0.0,2.641743382738003,0.7874959602194981,0.35120692585935015,0.5361635097459662
34,0.6159794225754956,-0.3016807761308459,-2.0835571546060407,-0.3413715197585086,0,0.37307189623110804,0,1,4.621870705031593,4.621870705031593,1.3170984546848512,0.6809774835781361,0.7939586692397486
35,1.1289722927208916,-0.6358025565476308,1.5892986945378342,0.3073273366010497,0,-0.7896091052196401,1,1,4.179814182642613,4.179814182642613,1.0279428202442948,0.4555214497026706,0.3677291292940186
36,-0.11394745765487507,-0.30292579390564206,-0.20389095886661496,-0.11230682636975019,0,-0.39411001642771426,1,0,0.0,4.354284990686915,0.9464633623870965,0.4483034445765619,0.5142236496470032
37,-0.840156476962528,0.5438072479179061,1.2458941822708518,-0.14257623796600769,1,1.0759070112790377,1,1,1.9039522816390466,1.9039522816390466,0.8269425497199686,0.3622707914813848,0.4885466622603689
38,-0.8244812156912396,-0.8072438054594162,-2.033526578967956,-0.3042360687320763,0,-2.8385384124566087,0,0,0.0,3.0430605943202362,0.8761457831550733,0.4437535706921412,0.17284271653314556
39,0.6505927878247011,0.757423818050381,0.2565685034811911,0.17949336040773675,0,0.310502220215464,0,1,3.9956328237013112,3.9956328237013112,1.2506049193156132,0.6096767885210149,0.5408782971781972
40,0.7432541712034423,2.133160518003324,-0.5635022791448486,0.6416382875279029,0,0.5376014754894227,0,1,5.130130142178909,5.130130142178909,1.562137848415844,0.7728451320247057,0.717302704450699
41,0.543154268305195,-0.061883235127395034,0.5721201515813034,1.6144221509724763,1,-0.7497464255742916,1,1,4.395245267009331,4.395245267009331,1.1492940666490592,0.5462275211415487,0.527107488679376
42,-0.6655097072886943,-1.3443948032833053,0.3170704524688457,-0.20251253534281774,0,0.15459430706745944,0,1,1.4964654159227484,1.4964654159227484,0.6002563074384459,0.26275666028305106,0.3393302578981874
43,0.23216132306671977,-1.3447447463164128,0.3660477974991784,-0.3936382956358756,0,0.5023098649645258,0,1,2.1314483115404643,2.1314483115404643,0.8197238390693001,0.3652182143353415,0.47660550385988243
44,0.11668580914072822,0.7765655517115755,-1.0589416882314915,-0.5224615564591322,0,-1.231146494559163,0,0,0.0,2.8713119444927786,1.2515504538650675,0.6349837754311258,0.3526316573204015
45,0.21868859672901295,-0.05974617896044361,-0.056969120818611024,1.4697838550324989,0,0.8419352030912789,1,1,4.83183247950121,4.83183247950121,1.0514071344200477,0.5041144825769038,0.8000398577857328
46,0.8714287779481898,0.876830896064053,-0.18016704792934102,0.690324897113818,1,0.2973401200414749,1,1,7.110812936156462,7.110812936156462,1.4473985336895896,0.7150883065199898,0.7634980531163489
47,0.22359554877468227,-0.5336342491593495,0.49531004170743254,-1.8990334264381703,0,-0.15297367391610808,1,1,2.2201287586776615,2.2201287586776615,0.9263227456490248,0.4225320971454668,0.38849508971831886
48,0.6789135630718949,0.8306235475398316,0.9892969954334668,-1.943120702796382,0,0.10492838852220761,1,0,0.0,4.714436990103188,1.1953922233556018,0.5664377004053258,0.4131562989422433
49,0.06757906948889146,-0.15829917344972547,0.1504759220086146,-0.8300578794980854,1,0.7071924028813356,1,1,3.6860520036263957,3.6860520036263957,1.0581022991539026,0.5041551545698889,0.6306878985713417
50,0.28911939868998415,-0.7325040553239491,-1.2761722883885986,0.23014544405437465,0,2.316116461730498,1,1,4.020315144527062,4.020315144527062,1.0900214702127637,0.5462402282139224,0.9432575295039699
51,0.6312882258385404,-0.4009984788023845,0.10757880956676805,-0.03347013921869056,1,0.6099464026719514,0,1,3.5162247644402598,3.5162247644402598,1.1669144036826007,0.5633048038339014,0.597126484742543
52,-1.4571558198556664,-1.1970543554232365,2.6110762284092623,0.5147785518436808,1,0.8105824888116355,1,0,0.0,1.119109331075079,0.27504526888167175,0.12744646749637625,0.25054463688110534
53,-0.31967121635730134,1.9893595585816115,1.646005326987786,-0.1754434421832799,0,0.1935268306632058,1,1,4.3844409990524795,4.3844409990524795,1.0538855969991379,0.4816719851281228,0.3412908463956827
54,-0.4703726542927955,-0.09638181355848706,-2.974399562757699,1.3974187713789425,0,1.9016512958324725,1,1,4.190969054237243,4.190969054237243,1.165389520668798,0.622431429797381,0.9678530492373242
55,-0.6388778482433419,0.644514088682196,0.0633431536948447,0.7721113787740158,0,-1.4659934833742077,1,1,4.678749711524754,4.678749711524754,0.9306233358720094,0.439102371131178,0.2982800965909576
56,-0.27514225122668373,-0.5368691328707993,0.9321195252553444,0.07757660711568605,0,-1.7374018064681662,0,0,0.0,2.3080064760189436,0.7574721147371748,0.32764224135676395,0.11073386309481016
57,1.4949413112343959,-1.0519278219798232,-0.1823270125679794,1.1453394305341051,0,0.15303272965259063,1,1,5.660878998194665,5.660878998194665,1.2341788557684235,0.6007859768082789,0.8125189122194891
58,-0.8658311156932432,-0.23388051091793519,-0.4600909201438836,-1.6489062243152208,1,0.6601421848569691,0,0,0.0,2.966414501907164,0.8744692364533873,0.41580024245378955,0.416611060008892
59,0.9682783545914808,1.1011925333791985,-0.26696421508348833,-0.08507471266522389,0,-2.574615601511946,1,0,0.0,4.473199970459597,1.4339448901630991,0.7105506167424932,0.2807096941142889
60,-1.6828697716158048,-0.5207317913982836,0.5521894854346522,0.13751230612798523,0,-0.0034356278524263926,0,0,0.0,1.7033809483409292,0.4459538398428411,0.20205635242133252,0.2177166655287735
61,-0.33488502998577485,-0.8705319727294154,-1.1484699743750089,0.6020364999525094,1,-0.18048975863830488,1,1,3.857494289065925,3.857494289065925,0.980545944031645,0.4839225533044807,0.6910700233292228
62,0.1627530651050056,0.1554642443691435,1.1886886516093707,-1.7151660028286206,0,0.7441581885099893,0,0,0.0,3.1357493211400995,0.9451390377706859,0.42246073493009906,0.3233496010917067
63,0.5862223313592781,0.4990226007177441,-0.05599299169806913,-0.2604069068744816,1,0.42873554132052766,1,0,0.0,4.616260102823464,1.307008272117288,0.64425446406098,0.6962723219131176
64,0.711226579792855,1.642848168853183,-0.9350242741115493,0.40046079635107446,0,-1.8082218548670042,1,0,0.0,6.943506511514946,1.517736297687346,0.7589037561865434,0.49216944338290874
65,0.7933472351999252,0.35375047837249485,1.1243501613986955,0.47716212639733585,1,-1.080057241555741,0,0,0.0,3.055034533034048,1.218964364415986,0.5751387322520229,0.2408297386295028
66,-0.3487250722484376,0.643992678531235,-1.5451309051116413,1.1861298414542012,1,-0.8067896720369911,1,1,5.528568101477232,5.528568101477232,1.2439307242287403,0.6404085760488065,0.6736357411141031
67,-0.46235179266456716,0.7192752369203216,-0.5552100970015839,0.761505332406745,1,0.7389451359353879,1,1,4.873500358018351,4.873500358018351,1.1278243470720648,0.5607030601992187,0.7511855352428748
68,0.8579758812571538,-1.1530153819326303,-0.5716750652851643,-0.06084604937204112,1,0.3746462320152086,1,1,4.536077437956138,4.536077437956138,1.1787091695529104,0.5792837646075983,0.776875688646907
69,-0.1913043248816149,-0.9633320704695443,2.143941938236131,0.6749737489487547,0,-0.6207246820215938,0,0,0.0,1.168391615222827,0.5932799143855515,0.23405285774544882,0.14417737204830625
70,-1.2756863233379219,-1.0838962896056503,-0.6850207686394431,-0.20136363555463252,0,0.14454723596829458,0,1,1.3345794326735856,1.3345794326735856,0.5869960525886162,0.27378858660872557,0.4021642973519525
71,-1.1332872140034806,-1.3321457556916456,-2.154965220500105,0.1467739527628528,0,-1.058006572766603,0,1,2.756486860008669,2.756486860008669,0.7323528551953935,0.3674738471917064,0.4307824510850065
72,-0.9194522860016113,0.7954598748704036,-0.5818151152791414,0.7948023501473626,0,2.0496387006140204,0,1,4.076854798127089,4.076854798127089,0.9476374212580718,0.4618882517716459,0.7840951307448664
73,0.49716074405376404,0.29005009166375534,0.4555503474047782,-0.045300793188042504,1,0.5743574006570411,1,0,0.0,6.164918059767373,1.2022426650225266,0.5789076596709509,0.6601347187224972
74,0.14242573607056525,0.07949606309144953,0.7840845465836042,0.3619896795318375,0,0.7861769764427596,0,0,0.0,3.3777173887801863,0.9691223888229984,0.4429822050888204,0.5059163198603823
75,0.6904853540677682,-2.5927165154022687,2.276539693442772,0.9613087693170126,0,1.376811034385401,0,0,0.0,1.9893937491858795,0.5560598918623245,0.2123788078991879,0.5031790807435589
76,-0.42725264633653426,2.0554768586186185,1.406897570985881,0.7121648607390529,1,1.0162431932180667,0,0,0.0,3.9561548751603706,1.1408186101100712,0.5355296849987532,0.41905694936626553
77,0.15853969107671423,-0.8942720041535557,0.18792259391515215,1.2334718558813695,0,0.03152631132155178,0,1,4.281650131962389,4.281650131962389,0.88670186275463,0.40560238475232274,0.5121030893342154
78,0.6255903939673367,2.0518127559389576,-0.8914154675747775,2.3284482979529106,1,-0.18496496523487244,1,1,7.573661916815999,7.573661916815999,1.6333110586401558,0.8037081812528503,0.8211900095580938
79,-0.3093465397202384,-1.449241480651316,1.6240274313473586,0.7029277733569433,0,1.2882844151786625,0,1,1.777468236262506,1.777468236262506,0.5428743998375071,0.22018590410806307,0.4489559448875672
80,0.45677523755741145,-0.8124011585565369,-0.36856355032623145,-0.46129255140475467,1,0.026535282286987996,0,0,0.0,2.961752606095571,1.1091899906384954,0.5392826353615238,0.5153727457067782
81,-0.6619259410666513,-2.20284938250963,-0.6581572362146048,0.5118230478198007,0,-0.7490177845103465,0,0,0.0,1.5825838905783143,0.5699068309783533,0.2616115288579461,0.3584180500099961
82,-0.3630538465650718,0.3621249759426975,-0.4170738021540699,0.46881841649041733,1,1.9666324759021274,0,1,3.603425518546818,3.603425518546818,1.085262664965544,0.5329985314542922,0.787490346640662
83,-0.3817378939983291,-1.1012568208112323,-1.2522882388968095,0.6135106935103816,1,-0.9359278844863137,0,1,2.347038575234776,2.347038575234776,0.9446058272684138,0.4651293862480703,0.4415693466440262
84,-1.1958396455890397,-1.0730001540983543,-0.4650200911709756,1.4950162472373718,1,-1.73470507505336,0,0,0.0,1.7815813787563854,0.6665920746050845,0.30709072873536086,0.20215069879731767
85,0.4869724807855818,-1.3725142171743974,-0.23310832997841546,-1.6841115089840064,1,0.992776358936815,1,1,3.526727602512309,3.526727602512309,1.0191768206180774,0.48435195865554354,0.7152993342853411
86,-0.46940234020272387,0.777355062737863,0.7306566058121181,1.5138379913297342,1,-0.7312463906426785,0,1,3.0560775767199972,3.0560775767199972,1.0061870137787867,0.4687174144346297,0.26962910285548847
87,0.01249411872768743,0.7114636515675471,-0.3880883351010187,1.8504168680581128,0,0.4350966841633411,1,1,5.510950950779792,5.510950950779792,1.1486519109271558,0.5676600519471932,0.783510570897293
88,0.48074665890590895,1.8120338910787854,-1.2674592418385153,0.5680706632702146,0,1.8172108361888384,1,1,6.803354549405954,6.803354549405954,1.5187376725721466,0.7647428202252364,0.9326108398156402
89,0.4465311760299441,-0.6857066210729733,-1.6037721552567,0.592135081223133,1,-1.374846455204873,0,1,4.0272969307470765,4.0272969307470765,1.24915401637221,0.6380074839799849,0.5046636063199409
90,0.6653851089727862,0.21881937104680035,0.20956974752311602,-0.24164480725949886,1,-0.04091537369126111,0,0,0.0,4.06136126076934,1.258212208147905,0.612937706661884,0.4613542270473615
91,-0.09848548450942361,-1.2893351974019516,0.07262585346922472,0.006323989816705009,1,1.483409223031859,1,1,3.3933683737584763,3.3933683737584763,0.8547157639154289,0.39002144129073274,0.7782858211076586
92,-0.42329831204415375,-0.33503902273531805,-0.5543127112131678,0.697952159148152,1,0.6818864233980808,0,0,0.0,0.38004324104096643,0.9793508396999806,0.4740772847854988,0.626257901680744
93,-0.07971821090639905,-0.5188453132811776,-0.4674564604920708,0.6335523927703243,0,-0.1798208734459793,0,0,0.0,2.3623213573627435,0.9489892963304306,0.4538309088137182,0.5009353351947468
94,-1.6873344339580298,0.46444995749542084,0.38848693279916996,0.7207097300033874,0,2.389379543657604,1,1,3.0501152691709965,3.0501152691709965,0.6089851918548886,0.2724906532145405,0.7649073106409505
95,-1.4471124724230873,1.017021806418191,1.3905462536893474,0.6266685716032836,0,-0.09531744233535974,0,0,0.0,1.5031523573671728,0.6517205274880221,0.27745556938909616,0.171354757171947
96,-1.3226996123544024,0.9910666908314999,-0.7801445841439879,0.8983899741423699,1,0.39687452852853167,0,1,3.6948057371360377,3.6948057371360377,0.9759995589505231,0.48336412532975126,0.5215552213624771
97,-0.9972468276014818,-0.8428122722176108,0.08890283621543264,0.7866486699856475,0,1.6493544959101472,1,1,3.204303969978691,3.204303969978691,0.6153761686454446,0.2748524184788738,0.7601592304783434
98,0.3997742267234366,0.9984679046229995,0.9582704040053237,-1.0243486652601317,0,0.9808635713866058,1,1,4.243526539239026,4.243526539239026,1.1538867019737766,0.5453397281605202,0.5946849282818192
99,-0.9054790553600608,-0.044085137107797066,-0.7761142901972499,0.83226804350788,1,1.3217196002224765,1,1,3.4057236788685783,3.4057236788685783,0.9246288946135401,0.45001527180828876,0.8104087046255566
100,-0.3781625540393897,-0.32459689589701496,-0.01563211456330535,1.8585866164162272,0,-0.8995394968162634,1,0,0.0,3.8695546066831357,0.8583330385619309,0.3972567110467949,0.4933487723712127
101,1.2992282977860654,-0.7085114868189184,-0.03799560308766622,-0.026626751955402317,0,1.2281747821876101,0,1,3.659060883512297,3.659060883512297,1.222329911732445,0.5933894845652443,0.7700539702050495
102,-0.35626397106142593,-0.559935794361552,-1.311295235043519,1.4994799479824774,0,0.16959209097397038,1,0,0.0,4.60025490402136,0.9580731615847626,0.47538637580500515,0.7948607691961762
103,0.7375155684670865,1.7423138461962333,0.1684987947656227,-0.9172952999115911,0,-0.7457789144434442,1,1,3.9713945646742213,3.9713945646742213,1.4288760895696444,0.7036820881611303,0.44715771578360647
104,-0.933617680009877,0.30741076649402355,0.03154467860443138,-0.02976261961043513,0,0.22194424343963007,1,1,2.68561132459569,2.68561132459569,0.8095527271111912,0.3739380093981169,0.5026106728422279
105,-0.20543755786763002,0.17461184750120493,0.5550842495960578,-0.6411581518098584,1,0.19024628815689923,1,1,3.086787494705961,3.086787494705961,0.9993239626986673,0.465454679257401,0.4688253971388125
106,-0.9500220549105812,-0.26224685853694674,-1.1868864746607124,1.379221252423799,1,1.8680885025232064,1,1,2.1687644932953214,2.1687644932953214,0.9218461049578839,0.45555943543721655,0.8982331177032007
107,-0.3390330759005625,2.4459786114380284,0.009970385261224823,1.6404765544088513,1,0.3812957056282018,0,1,4.212521476049359,4.212521476049359,1.3611414842144414,0.6784446496382464,0.5668418744663043
108,0.8403081374573955,1.3050104888464247,1.3817340636558086,-0.09919612008756219,1,-0.7808047943841131,0,0,0.0,3.0357140916997896,1.3476552013257317,0.6420798894194265,0.23091044651772094
109,-1.7273204231923487,-0.7210621147987927,2.0774998319122866,1.1710615226618508,0,-1.0114276118671959,0,0,0.0,0.6558885736933382,0.2522605937908653,0.12723307225958572,0.0701000791236902
110,0.43442364354585733,-0.2736150547046242,1.2801292689716093,1.6506266279033337,0,-0.04739745079128287,1,1,3.837328054211727,3.837328054211727,0.9395507257836097,0.4155979051330871,0.5426208138435427
111,0.2377356023322779,-0.21424454337091037,-1.1770715056502423,-0.03291885796166941,0,-1.3463657307595698,1,1,4.890328187075697,4.890328187075697,1.1450043696424572,0.5766144077268323,0.525897958603813
112,-0.5941499556967944,0.14587197828259946,0.4510526820436264,0.12975161179698358,1,-0.715355921485603,1,0,0.0,3.4278599296489616,0.9082380396138287,0.41798684548258264,0.3354231401879597
113,-1.4460578543884546,-0.7012259926314353,-0.4831465749611137,0.7336153696269838,0,-0.2441913513310854,1,0,0.0,1.218480446234923,0.5816162950042825,0.26976465441028,0.4818765628939249
114,0.07212950771386951,0.43881652336169663,0.283900593129921,-0.8425379815202844,1,-0.4218853539143755,1,0,0.0,4.559348961145966,1.13546479611973,0.5468835746984848,0.41832790517392693
115,-0.5294927090638024,1.4520881320393144,-0.7722167057769237,0.11009759521456082,1,0.7269076023699246,1,1,6.698223695397191,6.698223695397191,1.242661713117639,0.6291739929635544,0.7355190451615539
116,0.23267621135470395,-1.3136281090041633,-1.7134734418523,2.142787106201938,1,-0.7378276174055538,1,1,5.644093688932312,5.644093688932312,1.1124721806732816,0.5651878636696701,0.7967869079749328
117,0.02185214552344288,-1.128146737092067,-0.3445172386998327,-0.5000135202502968,0,-2.4699812446369505,1,0,0.0,3.777918052772109,0.870692749687034,0.4062529223632014,0.2051075568856905
118,1.6017788913209154,-0.48315855529730695,0.7226026966100152,0.853826240706514,1,-1.68577290933153,1,0,0.0,5.435411819706789,1.3357106698746313,0.6399373154463964,0.41502861583715067
119,-0.23935562747302427,-0.43679556010782966,0.2879997554738113,0.5238044461370118,0,-0.017818135501191584,0,1,2.2910340473729947,2.2910340473729947,0.8458417835681883,0.3843975761523519,0.40188153476268673
120,-1.023497492621865,1.9984658747459307,0.4029478599143535,-0.16376590870295216,1,-0.5868032700067569,1,1,3.9100110070626806,3.9100110070626806,1.0836007220649881,0.5238955519422352,0.3028212871303261
121,0.17927563495631615,1.0017092200148388,0.2163503229793779,0.22165509290939184,1,-1.236671731958097,1,0,0.0,5.256673571735053,1.2534402594433673,0.614032509485511,0.36619506421915776
122,0.21999668397176517,0.9443223521182641,0.40452747484571083,1.7526199245394292,0,1.9584513290893593,0,1,3.169801277699473,3.169801277699473,1.15619477632611,0.5572855428789357,0.8077691483551357
123,1.3591875752404365,-0.2643656935134005,0.529511759086702,0.5535971465793009,1,0.8287501213863547,1,1,5.616147876743001,5.616147876743001,1.327190863874429,0.6401860271951846,0.7923134831047564
124,0.8351112459145785,-0.2863134067868141,-0.2746814289546182,0.7098186232612629,1,-0.05842716014325442,1,1,4.793546482938209,4.793546482938209,1.2732989433560844,0.6274998336627184,0.7238081204444098
125,0.35687105914950934,-1.4517054137653986,0.08289056141961645,1.6008622962517562,1,0.2332972424992021,1,1,2.878035945556083,2.878035945556083,0.9431728965806059,0.436178787266039,0.726815607236733
126,1.4633028912195618,0.7817402280478173,1.7432583748696906,-0.2894104369981684,0,-0.2651410110069842,1,0,0.0,4.800523365732401,1.3087609195250938,0.6119337986763318,0.4357921943549569
127,-1.188763054322851,0.49105460480878543,0.142031029001139,-1.0469149098378452,0,-1.2538152446952464,0,0,0.0,2.8660170176308464,0.7622643242404912,0.34874509029714573,0.1189448965135635
128,-0.6397515327497477,1.2859973646782836,0.04256349645391804,1.7683473915902792,0,1.030720286390817,0,1,3.657379938440003,3.657379938440003,1.0287053718689139,0.4963667353726632,0.6461807183786119
129,-0.9265759414055249,-0.2108297133561673,0.10288450722639941,0.13652178261843076,1,0.8513300811089317,1,0,0.0,0.6762780207030592,0.8064431069225537,0.36952094315479794,0.6121873141247731
130,-0.38980980315576796,-0.1417791462003969,-0.2179085183162197,0.8936008501490137,0,-1.9773337830720117,1,0,0.0,3.337567344334376,0.9030715291126205,0.42588862616449935,0.28571276937278683
131,-1.3766861475563088,0.17004552856063573,-0.43535596372080304,-0.7623291856193604,1,0.22643250211575472,0,0,0.0,2.755980532562469,0.8048708887670983,0.3805876602256442,0.3402584859707277
132,0.6351509468144043,0.8918975755070955,0.2086785243654316,0.38852630524616494,1,0.3368322255775625,1,1,5.3314453958198955,5.3314453958198955,1.3517045205931224,0.6634917189887437,0.6908206846884286
133,-0.22222269709877338,-1.470215622097479,-0.5057152019591512,-1.0969327848618573,0,-0.3217312288559426,0,0,0.0,2.3312508393688494,0.7744835026066,0.35776374626452623,0.3609364704400642
134,-1.4708062945026579,0.7360561337383746,-0.14551492947721553,0.06373983972809259,1,2.0972653386314333,0,1,2.1742668577045867,2.1742668577045867,0.8372583393828132,0.39468300964490655,0.6575040465649997
135,-1.0155790812075416,-0.020495562172830533,-0.7905147065262872,-0.6479231851782796,0,1.988744666259444,0,1,2.3812210225647856,2.3812210225647856,0.8220823660248187,0.39446366687949386,0.7227037528563175
136,0.3135138474501953,-1.0586372679536964,0.10801180453431738,-0.8776543349125515,0,-0.3775079652475363,0,0,0.0,2.4943822201682604,0.9087816912160628,0.4181204377362328,0.342540240059306
137,0.8381265678943811,-2.0846057526540664,0.5841949441760275,-0.3031226693659235,0,-0.22281921049409484,0,1,1.9250380430898892,1.9250380430898892,0.8384212846578826,0.36728060465084356,0.39510475107424753
138,1.9967308916917865,-0.1364737118783534,-0.21191485991091527,-2.2933906429682063,1,-0.3402704314091949,0,1,4.619411307907328,4.619411307907328,1.5799031521322853,0.7674575981444673,0.48838836600952973
139,2.9138624660073296,1.44771298327407,-2.008378436889316,-1.159902437777533,1,-0.6113323730472958,1,0,0.0,9.866022163814037,2.226460407681875,0.9422331371541522,0.8805804089892892
140,0.4144094332759964,1.674684666741395,0.5903715440554717,0.7824141562603282,0,-0.9207605125604467,1,0,0.0,5.75238066418516,1.2957679039246612,0.6311034070822463,0.42870200051259433
141,-0.9895381200318641,0.3553762106700964,0.12018384275976032,0.347666389547727,0,0.5068571116919247,1,0,0.0,3.303595077653733,0.7939035173165725,0.36449214607490626,0.5573276205483793
142,-2.132046280731309,1.9620056638422476,-0.9932314500134598,-1.0741869469626075,0,1.9614414367255613,0,1,1.7145657307236042,1.7145657307236042,0.8606124243948557,0.4285048262897522,0.608573215224759
