unit_id,engagement_score,recent_activity,content_fit,price_sensitivity,tenure_signal,mobile_user,treated,y_pre,y_post,delta_weekly_value,expected_untreated_trend,true_untreated_trend,true_tau,true_propensity
10,0.8793979748628286,0.4048722867190754,-1.5731160600611571,1.5935467921920556,0.031478521622398836,0,0,3.743832209328116,3.056940187266541,-0.6868920220615751,0.22646883474243745,0.004327157833047601,0.6754782573578924,0.48092498979479026
11,0.7777919354289483,-1.6965686955756079,-0.4273725318120172,1.6592154099740235,0.4622961651782408,0,1,3.9158214248027323,3.914715393701931,-0.001106031100801541,-0.044956317961736283,-0.011946132508168415,0.9165017329510242,0.2920127810381784
12,0.06603069756121605,0.14828460679158642,0.6407776171080019,-0.5532699110679784,0.623776849231512,0,1,4.722019693450933,6.59217273345836,1.8701530400074278,0.4143538105511881,0.5054370086762181,1.2662956350836228,0.5445216283192382
13,1.1272412069680329,-1.2265055930225495,0.3940600890770358,-0.7331707579706717,0.7785902070641265,0,1,4.260709384788441,6.64131052458901,2.380601139800569,0.41698016632484725,0.4739867256866154,1.6030250584036712,0.5722295277442929
14,0.4675093422520456,-0.8496410351358846,0.03093086733472682,-0.5542824478353274,0.3559796920134912,0,0,2.9129001780633565,4.194200806311037,1.2813006282476804,0.2619962491455456,0.30992122484144996,1.2545033537971966,0.5075942073478468
15,-0.8592924628832382,1.1547321025451627,0.8981318530103427,-0.1758374021437915,0.9193887639484477,0,0,5.596944478424211,4.523502597113934,-1.073441881310277,0.36487147727006414,0.46722016009028355,0.9501562115650211,0.4840187193253372
16,0.36875078408249884,0.587917945913622,-0.20359401254422652,-0.05246096412630516,0.8401927835153289,0,1,4.799887052315491,6.895196623180176,2.0953095708646856,0.4277785219098739,0.41775506086431663,1.0860334159117637,0.576521041720006
17,-0.9588826008289989,1.149203137670543,0.0562763140152175,-0.9979284582573041,0.08223344225894569,1,0,3.4772303819706156,4.118846544306638,0.6416161623360228,0.35372334891585844,0.1965576991261749,0.9281494369522504,0.5798249306752282
18,0.8784503013072725,1.5597271325012902,-0.47976687969372556,-1.4797358465454047,0.9029480546018064,0,1,5.5604208175574845,7.360355289250278,1.7999344716927936,0.8111703013374356,0.8241135499415329,1.4094762625159247,0.8026654029695526
19,-0.049925910986252896,-0.7728387071397649,0.9566179767534554,0.04994230650739764,0.22282927768166794,0,1,3.4308208080266382,6.060010601763768,2.6291897937371296,0.20920632765810193,0.3393460010555501,1.2141890793670655,0.39820825846197927
20,-0.18486236354526056,1.4989716624408718,0.2915285477217645,-3.5304091008965424,0.923318028251675,1,1,5.919472874191059,8.992953066973966,3.073480192782907,0.8410154621513769,0.8771388300464348,1.6377416748240816,0.8478519644570472
21,-0.6809295444039414,-1.4655056561789015,-0.556958110173372,-0.10065681931580951,0.6306798176588683,1,0,3.5967555812172423,2.8277213027768373,-0.769034278440405,-0.1928058318887274,-0.22999787355241388,0.737533654812649,0.31687686582098545
22,1.2225413386740303,0.7461003345449032,-1.4890297465278044,-0.9447476084110652,0.4119202455925465,1,1,4.17566096388145,6.521544931340066,2.345883967458616,0.6368296339761388,0.7152450213826863,1.2973441731656192,0.777830399651005
23,-0.15452948206880215,-0.4933377145999715,1.1049612748983266,0.7801545266128417,0.4364511234943712,1,0,3.552861535152213,4.298234950884887,0.7453734157326743,0.24274983171357645,0.2813621084087471,1.2051318210085746,0.3839094988504572
24,-0.4283278221631072,-0.9303001426393164,-0.74406505118464,1.047634877105146,0.5627886450437494,0,0,2.280574902692934,2.4581585074065178,0.17758360471358392,-0.19763457752642222,-0.2192135053469656,0.5069237678809806,0.2676768972256767
25,-0.3521335504882296,0.6144698673044425,0.072064352489547,1.071245760247934,0.8438728661336246,1,1,2.7524534798479365,4.320026131983775,1.5675726521358389,0.2455192499716532,0.2574267936271995,0.8340824814143163,0.42899851872221073
26,0.5323091855533487,0.9449515251692131,2.3525996831445712,-0.3464468812906376,0.8369225170336823,0,1,6.556744569329986,9.562484583119051,3.0057400137890653,0.8631962833993951,0.8314583471533988,1.8264251679234107,0.6497963207230049
27,0.36544406436407834,0.9152683866465448,0.8015095417333089,-1.135144011963411,0.414903056904124,1,1,4.6419931157021646,6.8304404534916765,2.188447337789512,0.7431019916524676,0.804585487208806,1.5985544097552664,0.7211888523611936
28,0.4127326115959884,0.21485988889479202,1.6111495888269913,-0.8145923168666186,0.8490272393880993,0,1,5.035834195245794,7.117455229058181,2.081621033812387,0.6503632689086282,0.560373597014735,1.6694326587953365,0.6145963721644115
29,0.43082100300788273,0.13195730132923905,-0.5381248125411486,0.28761068318139993,0.4719541053644446,0,0,3.7775627530979246,3.7667858566290318,-0.010776896468892794,0.29387373283178386,0.3268689455042113,0.9731145454402617,0.5152282432810876
30,2.1416476008704612,0.5268665856999025,1.070976396820207,-1.6458644750411904,0.4175509276826447,0,1,7.894350868623103,10.804033172409886,2.9096823037867825,1.1404342112653179,1.2273608078171558,2.2642004307658916,0.8495760311116604
31,-0.4064150163846156,0.30376407551719103,0.02666899295189106,1.3935494894640366,0.2432534300651661,1,0,3.1496363955011013,4.186601376837506,1.0369649813364044,0.14479009949404448,0.16858219129716115,0.7553895690837518,0.36943710316631495
32,-0.5122427290715373,0.5413558395859803,0.3660169207685819,-0.33063003179733347,0.8279300170143881,1,0,4.413440601994141,4.1714433172296,-0.2419972847645413,0.3397558018936086,0.3646826587710757,1.0618137797867075,0.5247481827423909
33,-0.8137727282478777,0.20399946111071426,2.0208417130395606,0.5001736724429345,0.6200635377891291,1,1,5.45634461638152,6.594030905365731,1.1376862889842112,0.33576383270727167,0.3427653213022419,1.2453639225066928,0.38685598808634847
34,0.6159794225754956,0.8427838245063638,-0.2786458241497061,-1.7814261137368408,0.43111780664891597,0,1,6.104945768750765,8.635677071752461,2.530731303001696,0.6647725342560019,0.7182323793701878,1.413145258924523,0.7551856028208165
35,1.1289722927208916,-1.6272078065504278,0.019254453676536366,-0.9259820257583495,0.6623766534785472,1,1,5.430188667556378,7.4701529060778284,2.03996423852145,0.36573476450299824,0.3298073545268505,1.6388512197351988,0.59123112649648
36,-0.11394745765487507,-0.13127347508638623,-0.9032146515079627,-1.9056791456563793,0.8610119888920778,1,1,3.521076521238706,5.1097328132822,1.5886562920434941,0.29195248354228653,0.27889896093246636,1.12016659879226,0.6488682667601064
37,-0.840156476962528,-1.3838464938455861,0.8884685559080765,1.021189493801152,0.1978238356196943,0,0,3.6033835075014795,3.376165695148304,-0.2272178123531754,-0.1842104209279605,-0.27431031860296434,0.7748839479699615,0.20394128138614104
38,-0.8244812156912396,0.27670201760488466,-0.5606268982866358,-0.16020473987501962,0.39244206900031686,0,1,4.258084332186562,4.4034158906922025,0.1453315585056405,0.03922721064167463,0.012236127178120067,0.5953055609176602,0.4111233996593251
39,0.6505927878247011,1.6419301758536977,1.0227104158188787,0.571304953436236,0.3803003925486613,1,1,7.143885212422199,8.330573628695184,1.1866884162729852,0.8352164822332075,0.634761410302514,1.4976893366779298,0.679182015911312
40,0.7432541712034423,-0.47408478194696846,-1.6499132417448512,0.06341368233007569,0.07602185984940879,1,1,3.726286296807809,4.280277356493549,0.5539910596857403,0.1974155984546181,0.20026887957810663,0.9381485971354805,0.5581118570379319
41,0.543154268305195,0.12725203029721524,0.548638071833607,0.4684750539123603,0.3340682545769783,0,0,5.086715248958631,5.3404043813223865,0.2536891323637551,0.4370524968368415,0.49865326300550855,1.256992253778366,0.5130343151756601
42,-0.6655097072886943,0.7564867149216389,-0.6436933060630557,-0.33744186040852664,0.7617930042126623,0,0,3.9829323813265374,3.209259943989487,-0.7736724373370505,0.16954233396883686,0.16284271642676043,0.6567645549944721,0.48753262172586753
43,0.23216132306671977,-2.0677229317665247,0.7305176393302107,-0.2035455894739064,0.25334014009459294,0,0,2.1219888740275463,3.457659547386835,1.3356706733592887,0.03979596692624328,0.13191666287097184,1.2944177113269906,0.3460649844266412
44,0.11668580914072822,-0.5221104821441878,-0.01355917285422831,-0.09173241880924222,0.8109150382401175,1,1,3.056632237307785,4.922644790289125,1.8660125529813398,0.2409030582614602,0.3744404670744455,1.1512101028070842,0.4894292209477214
45,0.21868859672901295,0.36451565927285023,-0.5353389148682913,0.40563165492722825,0.955253564405487,0,1,3.855818387436911,5.297010018743063,1.4411916313061521,0.27359376567299304,0.27198640392373596,0.8818615318989975,0.4987384276485443
46,0.8714287779481898,-2.896994725657275,-0.3865596168759948,0.4321184212180277,0.22397045798853776,1,0,1.9566763698738432,1.8266329279347304,-0.13004344193911277,-0.0845584838538236,-0.18420792849301465,1.2435424048801638,0.33637843980610993
47,0.22359554877468227,-0.9768084930749713,-0.8503883000586403,2.811436884007344,0.40966629452804937,1,0,2.9126880808538975,3.1675584511461903,0.25487037029229276,-0.1468881882874486,-0.03774166859589834,0.5439458344553771,0.23792524849283814
48,0.6789135630718949,1.1008579733812893,0.837787755320859,1.6816021273796067,0.1313340382513425,1,1,5.5015647391758495,6.892686192624289,1.3911214534484397,0.6338891864247403,0.7228109865097414,1.294826366798437,0.5464150620666572
49,0.06757906948889146,1.0029969004507249,-1.0486373494254146,-1.778758785889637,0.6921440821124715,1,0,6.888138416382484,6.073437362738041,-0.814701053644443,0.5138984303934745,0.5587932744824283,1.128307154848204,0.742194138633824
50,0.28911939868998415,0.37431822737010023,-0.26707863873279747,-0.14310547792725536,0.4821999802956415,1,1,4.8832996331361835,6.2504869563910574,1.367187323254874,0.41905613218535875,0.3666100441518545,1.1558879515473834,0.5928254390346719
51,0.6312882258385404,0.8821976399431775,0.3452395797024737,-0.4058958402654971,0.588711275601967,1,1,3.7607051844768584,7.0207897488903575,3.260084564413499,0.6905180484349437,0.7283117857544678,1.4681451500089322,0.6934879577516662
52,-1.4571558198556664,0.2151042344214637,1.6134945254485191,1.2801304808099998,0.7786933398539819,1,0,4.635168270170633,4.011887169375241,-0.623281100795392,0.06563871182096916,0.03449499563600278,0.8013495222911465,0.25896842432634265
53,-0.31967121635730134,0.5553949074423146,-0.009298600891814125,-0.3157479626012159,0.7761791090034145,1,0,4.529230248728364,4.994631107811819,0.46540085908345485,0.3441972841513708,0.2708277939714423,1.0331526184421733,0.548612055540156
54,-0.4703726542927955,-0.31565370884061383,-0.2425105865384407,0.4642888774466655,0.5159756380117302,0,0,4.168693225398711,3.96355706335346,-0.20513616204525054,0.00934478825514451,0.04526055622520491,0.7050985927459115,0.35247761850753756
55,-0.6388778482433419,0.11581268292209276,0.27363486511602797,-2.3370616302801195,0.8823208157660565,0,0,5.787143262624696,5.781882982091313,-0.0052602805333830105,0.3309279351014741,0.23361108843281897,1.1953607139358553,0.608036713458663
56,-0.27514225122668373,-0.6323703864158223,-2.0734642156744294,-1.5136008113932788,0.9319312779276233,0,1,3.097171869574635,3.4014193458359867,0.30424747626135185,-0.060339873330988156,0.015247582477557212,0.6123742798610452,0.5177074721943918
57,1.4949413112343959,1.2634833441823135,-1.1986457006907194,2.0922931791024606,0.6307133075353534,0,0,4.606568621768979,5.50070480522435,0.8941361834553714,0.5399413913503321,0.5680975868576744,0.9097240568939895,0.5884078052821563
58,-0.8658311156932432,1.5215594095022018,-0.3753664988784509,0.05024439820824699,0.03840640187431621,0,1,3.6632036560766874,5.3806230790970355,1.7174194230203481,0.25835938306501166,0.24721146617161144,0.595580825056515,0.4955112946198273
59,0.9682783545914808,1.3799128006970733,-0.7129691507326527,-0.9984600234690187,0.7759657080896254,1,1,5.227945015616437,7.32948910902022,2.101544093403783,0.7847743965629466,0.7806152701977611,1.410424139944208,0.7968253660624524
60,-1.6828697716158048,-0.4081087616778623,-1.6008332892434123,0.24287087122253856,0.8919172102415908,0,0,2.2691998654087513,1.527476037023205,-0.7417238283855463,-0.45570668441297896,-0.5630235757678222,-0.025643373059765516,0.23698555784247574
61,-0.33488502998577485,-0.9537740393650874,0.857778651167585,-1.053058953452515,0.5566386358427747,1,0,5.054340628100203,4.651957768198587,-0.40238285990161593,0.23177756983415193,0.13046126870691993,1.3551937453147525,0.47933857363161886
62,0.1627530651050056,1.2769736607501632,0.25975672955732215,-0.2833735418956831,0.7003578648859919,1,1,6.3290831579976725,6.949303969618546,0.6202208116208734,0.6243842161098141,0.7976679902568313,1.264408786460435,0.6631800603005835
63,0.5862223313592781,0.5439072025914127,0.14026524728250794,-1.4526179392440148,0.35604424004232205,0,1,5.751268494860959,7.325451379278696,1.5741828844177368,0.6275001441196959,0.6124095908240931,1.4581368186829764,0.7092810720368808
64,0.711226579792855,0.32858434152364246,-0.6939911511543736,-0.7887212177934305,0.5021044068728678,1,1,5.695486750451231,7.298441094680833,1.6029543442296026,0.516770585707419,0.37437309836335686,1.2937396978079205,0.6892617620612357
65,0.7933472351999252,-0.6336320849451457,0.07939296466366516,-0.41633668945862706,0.7981063836536784,1,0,4.321683707613651,6.453146627152405,2.1314629195387536,0.427117124426185,0.5189693550255994,1.4599702769046843,0.5916088391632015
66,-0.3487250722484376,0.4256638126367649,0.5144494594410594,1.1206993143367117,0.8759611629161659,0,0,2.996169385920108,3.269988106960617,0.27381872104050897,0.21151620819849848,0.10908265914411602,0.8384536924228048,0.37340776456978
67,-0.46235179266456716,-1.085278059661935,-0.26489605390328086,0.46404600768315973,0.11521626636043725,1,0,4.253887055270147,3.1351121771237933,-1.118774878146354,-0.07984920598833654,-0.022188139046504116,0.8023459579391073,0.3266360713287351
68,0.8579758812571538,0.6340623560790319,0.44457223924036476,0.6385240359420935,0.017185925392267154,1,1,5.71492678365255,7.362937189632931,1.648010405980381,0.6308919402419906,0.778310459495458,1.415656012858781,0.6171399615439042
69,-0.1913043248816149,1.3788866996062104,-0.7960604818251151,-0.025774651363980147,0.37359188225548623,0,0,3.7349725551706014,5.206622920751109,1.471650365580508,0.35690823899881874,0.3351981211137712,0.737894563539753,0.5734593328673795
70,-1.2756863233379219,1.6310455439079523,0.09748531298971336,0.8228490983695855,0.3909176161195622,0,1,4.34481580338602,3.5813833563239528,-0.7634324470620668,0.17053692675814966,0.2863118909034505,0.45445375032371793,0.3881787095174617
71,-1.1332872140034806,0.708524054109816,1.1424982829260997,-0.8735192693432408,0.7733303754037117,0,1,5.990234574682483,7.07502211432412,1.0847875396416367,0.30119386173748797,0.3745776118904989,1.0200019362317927,0.47179785412232783
72,-0.9194522860016113,-1.3820215496211217,1.2320197035760392,-0.7327059449816715,0.008597228154158087,1,1,5.1934533302676,5.4777009455192776,0.28424761525167774,0.0278318895954537,0.1851602637705061,1.1961025175406965,0.34592803882610457
73,0.49716074405376404,0.19733013094602156,1.3275888049496622,0.4075910714568796,0.7640032503607427,0,0,6.175890991155559,6.458360551784807,0.2824695606292478,0.5365129804611339,0.5946974962247065,1.444764800937701,0.5187384804385092
74,0.14242573607056525,2.139681744057713,0.28556841543291694,-0.2791473900271765,0.5363264438004385,0,1,4.832985282589101,7.03245343378086,2.199468151191759,0.7273491490021537,0.6744835872416063,1.1631132199870036,0.6937697928782894
75,0.6904853540677682,-0.8686115904422842,0.031613954857745735,-0.013845848362830536,0.6978253888646258,0,1,4.9820424038334545,4.937273273003323,-0.04476913083013123,0.2711725946892869,0.06287425800430493,1.25165023989258,0.48652193278749084
76,-0.42725264633653426,-0.05918157291021701,-0.4487889161594143,-0.16413527791459528,0.5092585924258954,1,1,4.618839306794539,4.167266301333177,-0.4515730054613618,0.1418103075860653,0.06260449924590178,0.8628846364295486,0.4683193663655167
77,0.15853969107671423,1.4135243518009772,-1.8074847565174166,1.2534504145614775,0.7907249027428302,0,0,3.7266334791864346,4.305778135547431,0.5791446563609965,0.2268951021463463,0.1766724235788147,0.4156001405632742,0.5088230149448094
78,0.6255903939673367,0.6171339220735854,-1.3448996964004922,1.3055529326788726,0.43706938889390445,1,1,3.299196431617124,4.920227343489772,1.6210309118726483,0.3016495062827107,0.4009160438306583,0.7868987738866139,0.530424502242906
79,-0.3093465397202384,2.4801563244851046,-0.16805497196525931,-0.6261657605637475,0.34584085955738064,0,1,5.013356047519051,6.949124533069778,1.9357684855507271,0.649018167686528,0.7704346012488009,0.943639832191164,0.696891617367636
80,0.45677523755741145,-0.7328693832285884,-0.1082884491284303,-1.7598693468907316,0.6365190517692084,0,0,5.067988727674108,4.676140484707589,-0.3918482429665193,0.36007225426405387,0.2504694875514659,1.396779622896596,0.6195968954540461
81,-0.6619259410666513,-0.9897557857408219,1.4122230288064919,-0.7114969008876407,0.44444495926131655,0,0,5.489821307058508,4.885273749837941,-0.6045475572205667,0.13274898882777952,0.25504102768103487,1.228106212961441,0.3709009710979085
82,-0.3630538465650718,1.2241254358351739,1.3147991293756258,-0.896960146567958,0.30342643702403094,1,0,6.2021211260849185,7.122644598298177,0.9205234722132589,0.6591118240595751,0.5817717279951454,1.436174958031325,0.6481353653179517
83,-0.3817378939983291,-1.195878628271536,-0.6864861414865847,0.8317483407990738,0.9135464022315022,1,1,3.3348363797132876,3.711184508203306,0.3763481284900183,-0.15961083083077482,-0.24294705141815454,0.6700079506090776,0.2993199309361834
84,-1.1958396455890397,-0.1967679888175363,0.8183257150890185,0.9204974767744583,0.7232736057115836,1,0,4.723894365728082,3.509325750314816,-1.214568615413266,-0.00981886171569088,-0.1481784914589869,0.747962931299922,0.2811099127372542
85,0.4869724807855818,-0.06564654485957652,-0.4770688645739107,-1.0310741830379782,0.1968774405726742,0,0,4.76814560563988,5.405107029523025,0.6369614238831449,0.38516441301584065,0.41894034613598424,1.2058342795871728,0.6180750846716188
86,-0.46940234020272387,1.035989473385922,0.682616343003801,-0.754504758554849,0.7401059700504368,0,1,4.356728046927212,5.537833034381116,1.181104987453904,0.46140186200362904,0.40283319938701556,1.1195389804632243,0.5724787962537489
87,0.01249411872768743,0.6142679680252469,0.806017728106745,-1.479011087255105,0.2523968148557104,1,0,5.253688165962635,5.7878414464745,0.5341532805118652,0.6287347782796842,0.7600366387919576,1.5277290366696428,0.6875939581492676
88,0.48074665890590895,0.45706491417686257,1.2420928121477375,0.13437852352275984,0.4312733133949127,1,1,5.002146659560655,7.145320821773779,2.143174162213124,0.6407592048542202,0.5499468340499911,1.5586277551255885,0.599483519013883
89,0.4465311760299441,-0.40243087790166676,-0.492643354782697,-0.044916427417409525,0.21742203920806968,1,1,4.858667017691937,5.7817292470199355,0.9230622293279982,0.2836713476046552,0.3568919722634242,1.1398625370274178,0.5369663078251318
90,0.6653851089727862,1.215004019081943,1.014303687180924,0.7891218174389276,0.11329784535821874,1,1,5.693416164875748,7.949399523618223,2.2559833587424754,0.743633697744543,0.6224007201434634,1.4680924373198672,0.6298914880228427
91,-0.09848548450942361,4.0258240427272645,-1.872814036121272,0.49713129455943234,0.39906365580706016,1,1,4.738555664058697,5.990162675158655,1.2516070110999582,0.7355187686642446,0.8387067491880855,0.5227568772074689,0.7748320485363592
92,-0.42329831204415375,0.6912820989229157,1.2962156815388617,0.6102029710561815,0.5550813952444252,1,1,5.208418654440351,6.926112955555367,1.7176943011150163,0.42533584389525525,0.4370478591526994,1.1843690655108345,0.46673136125317394
93,-0.07971821090639905,0.09967220754683649,-0.025016722818516402,-1.542002039785738,0.30212169735956196,1,1,6.192218172361803,7.293169943260893,1.1009517708990906,0.41836960107646787,0.44766601533969663,1.297144751445992,0.642154334819552
94,-1.6873344339580298,-1.2978629709921605,-0.003727997985697524,-0.6263260365922575,0.07500299903086649,0,1,2.1437098927726783,3.0498981997671644,0.906188306994486,-0.3557902200989994,-0.3916319612527605,0.5024498541071039,0.23528509465534267
95,-1.4471124724230873,-0.6374814493171534,-2.0374365056904526,0.9488973047432036,0.24963731093625008,1,0,-0.29693932007420043,0.43456362643120156,0.7315029465054019,-0.49692894404517013,-0.5384352604955825,-0.05818308748217421,0.22639348433844342
96,-1.3226996123544024,-0.21371023394730407,-0.38866588724738077,-0.5385761184626445,0.24565738391260095,1,1,1.5509083449734944,2.6814235325097933,1.1305151875362989,-0.07269656219178945,-0.023019240921069765,0.6206750816335107,0.37809385124327743
97,-0.9972468276014818,-0.5346002402671326,1.355479399613551,-1.6275658744690422,0.5907522093551902,0,0,4.266063232642408,4.868864948571304,0.6028017159288952,0.19732304776269521,0.37817381806393896,1.2339683414132254,0.44618786391405557
98,0.3997742267234366,-0.01607783452684818,-0.42670189170281425,0.8079895798716566,0.282148678847722,1,1,4.9222552910551896,5.515857494308964,0.5936022032537744,0.28120615307195623,0.17623998140526959,1.0120470694467507,0.49036707167443744
99,-0.9054790553600608,1.7780160768072877,0.7134627609752084,-0.5772649950144069,0.5337758719094581,1,0,6.165603105301437,6.074195717567971,-0.09140738773346602,0.5254698609034741,0.49140626744026544,1.048037770119942,0.6038681687631116
100,-0.3781625540393897,1.2471669173692341,0.03455512771410905,1.0626369936268782,0.4703396311376683,1,1,4.772762569957922,6.42162315284437,1.6488605828864484,0.34908506245215754,0.28782505034418265,0.8168863389707092,0.48138465729027524
101,1.2992282977860654,-0.15883271646825428,1.0626691395996983,-0.01841472084031138,0.2663577920500798,1,1,5.480435109891512,8.373769162257465,2.8933340523659536,0.7252106599014193,0.5740350301845845,1.8231593972510944,0.6571158839512615
102,-0.35626397106142593,-1.2082799446658605,0.19150096520412463,-0.2772194429010776,0.7412171754625083,0,1,3.1725514283939784,4.770717775457228,1.5981663470632492,-0.011398711548630196,-0.1638331847584908,0.9647657678646937,0.35342836852683984
103,0.7375155684670865,1.337367642902413,-0.9318115310981023,1.3631908911233672,0.6675912207163829,1,1,4.169461832056038,4.374891086967321,0.20542925491128283,0.5042324128175644,0.4309806147148168,0.9206989325204495,0.6010206536388549
104,-0.933617680009877,-0.049054273461364435,0.05645067984894327,-1.3026556191371705,0.6802729631291498,0,0,4.648656795855297,5.518701750517588,0.8700449546622906,0.11875234188733198,0.07915915011028757,0.8827448248293545,0.46803157636131304
105,-0.20543755786763002,-1.726500425602355,1.6012169037012125,1.4342211796310893,0.43358118651855215,1,0,4.157752076690048,4.571836676259607,0.41408459956955834,0.015278867998326992,0.1568879704878245,1.2132679037269694,0.23885424814485995
106,-0.9500220549105812,0.7124301184930362,0.49764507803620156,-0.6393559955459227,0.31659634571276185,0,1,5.0821836908132685,5.651112713193252,0.5689290223799839,0.2515977966091192,0.3505289629868428,0.8878069496222354,0.4745505396466385
107,-0.3390330759005625,1.0256866842334653,-0.11644630729366463,0.16236986031600997,0.5907409907029492,0,0,3.5962011663576643,3.8527003394553074,0.25649917309764314,0.3229021884863626,0.24086070956251338,0.8278713675639855,0.508160362941389
108,0.8403081374573955,-2.425908404934669,2.2557438191333072,0.17182019542558055,0.9590903366514864,1,0,5.3708471651254746,6.495665692612023,1.124818527486548,0.3303571641380589,0.40764111296620087,1.932270773579578,0.3919671341406276
109,-1.7273204231923487,-0.8245546421329034,1.159215702561221,-0.42711982356249556,0.4339601825235455,0,1,3.910541990984422,4.742178589521991,0.8316365985375693,-0.15697447118966362,-0.23690906421175084,0.7493097510573576,0.2492226621073344
110,0.43442364354585733,-0.11045401130771397,0.8167339153984602,-0.7621126900769404,0.6652833708586291,1,1,5.563681542365676,7.2974585733481945,1.7337770309825187,0.5477012739050463,0.5389190118573909,1.5705486576022063,0.6213523820657713
111,0.2377356023322779,0.7345109113086175,0.3173424652443748,-0.3698221889651394,0.4423496688422721,1,1,5.041432964142064,7.222387354822181,2.1809543906801165,0.5593127355651568,0.5916911057649696,1.318016405472162,0.6353839051820371
112,-0.5941499556967944,-0.5157465846241712,0.7302738347511075,-1.0145626837927992,0.9326016603399874,0,1,3.8079252647842425,5.486164823832865,1.678239559048622,0.17742600071700743,0.38842634391008957,1.1268003767628187,0.4446059831924671
113,-1.4460578543884546,-0.8321419019739364,0.7627320731828406,1.96196064294803,0.26471668688007244,1,0,1.4046048109980718,2.934199245240012,1.52959443424194,-0.2767290086063237,-0.24984803997073837,0.4902686728175466,0.16097859431178194
114,0.07212950771386951,0.7271692496802824,-2.1828153455521377,-0.48113097068722116,0.4583999450912841,0,0,3.343878610493071,2.7320534426500505,-0.6118251678430204,0.17547547805963937,0.02767497759196466,0.551711136914903,0.5887910363355265
115,-0.5294927090638024,-0.4683223733141591,0.3949362128294486,1.1589472544299428,0.4936522719986882,0,0,3.0509689050634097,3.2211248503999457,0.170155945336536,-0.01199463927736083,0.06242499077999218,0.73956951687054,0.28205503094571477
116,0.23267621135470395,0.5420546505486971,-0.16080585933565836,1.027172958576314,0.7286479814540282,0,0,5.021838412484445,4.468184380159014,-0.5536540323254302,0.30426835013105735,0.4179874526337476,0.8871592653537846,0.4617117789801227
117,0.02185214552344288,-1.1115156549745906,-0.4997762731365756,0.3629297389568627,0.7213088799787698,0,1,3.3220769282997242,4.440702185159406,1.1186252568596817,-0.03361731340750368,0.05524164864067145,0.8282647218055318,0.35317095175234287
118,1.6017788913209154,-1.3523330192363985,-0.19543728004423777,-0.13567903406628096,0.7394418998846742,0,1,5.086207371202196,5.743119496415301,0.6569121252131049,0.394426628487671,0.29500406386765127,1.532115147061203,0.5683348385011485
119,-0.23935562747302427,0.755269157570397,-1.5558486868222012,0.19378184708038068,0.7329402452605882,1,0,2.9844186790683502,3.719392065584344,0.734973386515994,0.17390515130932083,0.18633803354438,0.5981960816168342,0.5316682382083104
120,-1.023497492621865,0.2525199103172139,-1.8046101000371793,0.572169767254166,0.4697582656399978,0,1,1.8741724129063255,1.2942886477421005,-0.579883765164225,-0.22274758268316253,-0.2245396582250321,0.10479788748492751,0.32659497015443095
