row_id,outcome,treatment,running_score,cutoff_offer,engagement_score,baseline_value,mobile_user,true_treatment_probability,true_effect_at_cutoff
33,1.159831420393849,0,-0.17678720889467825,0,-1.0499839091350605,0.46815168364884335,1,0.134631760485719,1.0
34,3.535674570990856,1,0.6412777534816387,1,0.3213617520083196,-0.3223091844552008,0,0.8202626752571551,1.0
35,0.13362559840975674,0,-0.46488100250108255,0,-0.4632407907596341,-0.1163512400003092,0,0.16430152986194405,1.0
36,1.5897796987709503,0,0.16646284681783907,1,-0.6381188351675277,0.3782734406913675,0,0.706280148359396,1.0
37,2.177229607255899,0,-0.2449275389062915,0,-0.04488317890259477,-0.7406131273796199,1,0.22778616303755173,1.0
38,4.411809579394821,1,0.6580192945529133,1,0.2044509757883197,1.4089867863728733,1,0.7465046208987342,1.0
39,3.2806852292255178,0,0.4897851125560979,1,0.5088061504102788,0.17821140168150082,0,0.7974946604577418,1.0
40,3.4467854289315616,1,0.669273311503674,1,-0.03474111354241076,-0.5098935992141342,1,0.8122005532117387,1.0
41,1.4056962458845712,0,-0.16303929019143482,0,-0.19583032831392003,-0.16696445815925898,1,0.2038439186953596,1.0
42,3.2262295689863407,1,-0.9017722331050901,0,0.7889944211762687,-0.759061337141156,0,0.21767039589605247,1.0
43,1.670690363809631,0,-0.993826477642755,0,-1.1284918436618234,-0.4150915950626748,1,0.10067295340799542,1.0
44,3.0149937833741856,0,0.26411238829481354,1,-0.5975546985162806,0.6428906400663091,1,0.7055356305351187,1.0
45,3.4611889497802197,1,0.48178525513958226,1,-1.2817473497448968,-0.1904336684050073,0,0.7220727996601221,1.0
46,2.4395425785745055,0,0.4735533002855452,1,0.20125975496704906,0.595724430057609,1,0.7641182745688917,1.0
47,3.10685028112963,1,-0.3916342117159257,0,0.5195661453991609,-1.5820925726066364,1,0.27793127323694944,1.0
48,3.321391845874365,1,0.5706564616973542,1,-1.3284572606761096,0.5588991882230105,1,0.6968736863730624,1.0
49,3.4358780929355994,1,-0.9127146811204434,0,0.21547403940899787,-0.7481600726294393,0,0.18768293038599196,1.0
50,2.5762568304613778,1,-0.37342017943431327,0,-0.6887150187818016,-0.4486120964533584,0,0.1736351185642992,1.0
51,3.301141387683827,0,-0.7270754679015563,0,-0.9959289477842636,-0.6603485910919087,1,0.13845145882233867,1.0
52,2.3783517968429275,0,-0.16947758209095776,0,-0.5376977276806293,-0.7028361225873473,1,0.2076703519521858,1.0
53,0.2711834596828486,0,-0.5723813309895882,0,-1.1821186439600666,0.9038386360672416,1,0.07895001588013995,1.0
54,1.8743879994747652,0,-0.4174734723314961,0,-1.6180756717873124,-1.653298103815529,0,0.17183026277673585,1.0
55,1.614099346152625,0,-0.2646231012280085,0,1.074025686791195,0.9064836545590005,0,0.21627209005895906,1.0
56,5.865106431996798,1,0.8074901959184262,1,0.8384072483177628,-1.0911109473234464,1,0.8901640159823,1.0
57,5.008257844786486,1,0.6873198148540385,1,-1.2151504001354752,-2.300927818895049,1,0.8262651779373513,1.0
58,4.072571484463858,1,0.8986776256349969,1,-0.6469965453811032,-0.6187304984070924,1,0.8042936027180283,1.0
59,3.679842663548719,1,0.2541837444551096,1,-0.6485325676125988,0.6979019524824326,0,0.6999919930764815,1.0
60,3.846285132947307,1,0.6101188261289803,1,-1.3370297612971325,-0.07780869972930965,1,0.7250703660146341,1.0
61,4.99067391772869,1,0.6905628665719463,1,1.112232661366863,-1.2168208065920685,1,0.8995294946577816,1.0
62,1.4378635236568575,0,-0.9581517772077826,0,-0.9866751977558745,0.32763005269891543,1,0.08090889582762704,1.0
63,3.918270965916924,1,0.7183390900016677,1,1.0190298835572038,0.7499428072974771,1,0.8184209090860946,1.0
64,1.8096257799032454,0,-0.11776077229058246,0,-0.4506854145768467,1.0714195813627987,0,0.1451880842333991,1.0
65,-0.13271025248768287,0,-0.16991122820297,0,-0.5194149105774161,0.4061841641191232,0,0.16418898965012668,1.0
66,1.0499081889430142,0,-0.875926830508881,0,-1.1375441074892634,-0.11675792842387696,1,0.09771896532178141,1.0
67,2.117688273681733,0,-0.28412538218365824,0,-0.1486024525059847,-0.13246824179834316,1,0.19513857647194183,1.0
68,5.27576298630755,1,0.93439485918027,1,2.985758083483368,-0.03818763670825359,0,0.9655669983769201,1.0
69,1.2247498357940985,0,-0.7282779830331383,0,-0.47971053241390804,-0.3789023492143934,0,0.15290832870522927,1.0
70,1.6326212515077319,0,-0.8580731850657022,0,-0.8249872470194001,0.5708391376380105,1,0.0872712173382534,1.0
71,1.9641970924670935,0,-0.16429304715201787,0,-0.2600358428119588,2.3449725639047885,0,0.1000558615310491,1.0
72,4.095264654267679,1,-0.021480114984138154,0,-0.18477370960221504,-1.8226063995331607,1,0.2819471613024846,1.0
73,2.61965878193838,0,-0.027719832323889415,0,0.1034243968997929,-0.3674704081501891,1,0.23765244958508605,1.0
74,1.2312645616837767,0,-0.6219315762361093,0,-0.5930157768278562,0.6726519637965398,0,0.11368860650785687,1.0
75,3.1709953928572405,0,0.0770912859303563,1,1.7736026063358301,-0.11016607048634378,0,0.8392540760106737,1.0
76,1.0455079758492527,0,-0.07156513662006936,0,-0.8687236241819423,-1.050732422155508,0,0.21286790474751766,1.0
77,1.4233231260383576,0,-0.7007044558463265,0,-0.007337679913559456,0.0022407793570521726,0,0.1634871283623338,1.0
78,2.5124486417747507,0,-0.03852631012999952,0,0.38801468938858363,-0.4632396837790791,1,0.2548482170101924,1.0
79,3.383448164972973,1,0.36197525429704136,1,-0.44568876497365656,-0.07480479932233475,0,0.7496657740679737,1.0
80,1.09320339392136,0,0.5385052158421433,1,-1.9470411803331855,0.5413479076946328,0,0.6640744419429268,1.0
81,1.2691654078971766,0,-0.7149477365620995,0,0.4466999614683225,-0.8023514078478672,0,0.21723323546236284,1.0
82,3.1242422408624937,1,0.13705771849156534,1,0.24998820958901116,-1.0858314379684728,0,0.8068972854775147,1.0
83,1.161084662125818,0,-0.26925945767173465,0,-1.064038764300541,1.5757215048232651,0,0.08222844497830356,1.0
84,1.4266515804360214,1,-0.7963286926302633,0,-0.774883138239234,-0.3099036189504703,1,0.12994569243563603,1.0
85,1.7764164222043437,0,-0.6701292191288875,0,0.5551194937288237,-0.8105773558351357,1,0.22656873138953562,1.0
86,1.0042591620145338,0,-0.8672051465691006,0,-1.2265867996975974,0.5335615344838887,1,0.06795178691023651,1.0
87,4.504723273885765,1,0.7194671078952675,1,-0.4596107467055612,-1.2104629173666794,0,0.8229953479910106,1.0
88,2.090472400255058,0,-0.08935108816270909,0,0.057931032664835826,-1.366306606483849,0,0.270400728839579,1.0
89,2.5463384242308047,0,-0.10756151144420678,0,0.06739958790452429,-0.35976363200013833,1,0.22915560375969518,1.0
90,1.8430120797535954,0,-0.9709433841641573,0,0.3062673220228863,-0.7509408907435515,1,0.1876755309977538,1.0
91,4.786467384083631,1,0.6620026048908247,1,-0.013828630490092343,1.4240939961539505,0,0.7353050170206035,1.0
92,1.0288476447692942,0,-0.06486167576020208,0,-0.17857037167945594,0.13229555164486773,0,0.20059072528941635,1.0
93,3.0856338537051995,1,0.044003159937515246,1,-0.19803640894969202,0.14619538057845707,0,0.7277706171243784,1.0
94,2.266251320117357,0,-0.7601427719383749,0,-0.894011435010255,-1.231411639552314,0,0.16374447207650983,1.0
95,4.207346873796577,1,0.9463406819935796,1,-1.1803669599314743,-0.36439447842768036,0,0.7712646857000198,1.0
96,4.9936647658675515,1,0.7930665044154932,1,1.2491402334549946,1.4148855754237946,1,0.8093069090090375,1.0
97,1.5399088318989993,0,-0.9751483688530571,0,0.25983762012611034,-0.0642870612956128,1,0.15755149394988546,1.0
98,1.3255317247486609,0,-0.3484693746336929,0,0.4466132896854698,0.0055939297294376935,1,0.21422935732440054,1.0
99,1.5496352608608173,0,-0.4211856548810191,0,0.7248731909567384,1.688183623863722,0,0.1550214622028065,1.0
100,3.2265058611255397,0,-0.03580160464852988,0,1.2879758815715603,-0.10020656596521584,0,0.28554292834530426,1.0
101,1.0158480979433637,0,-0.43429762107256265,0,-0.4748441556595162,-0.4120723874675331,0,0.1779968780299205,1.0
102,0.718617128700151,0,-0.5969590020409923,0,-0.7052191951151089,-0.017015893390436142,0,0.1376629558165826,1.0
103,4.665962493990486,1,0.4638664504876462,1,0.2711313954671896,1.3416191204151784,1,0.7370011209957641,1.0
104,3.8926527830552944,1,0.5824512472097227,1,0.5771053622930642,-0.5858741935739711,0,0.8388863356343899,1.0
105,2.6996920475929063,0,-0.053551602019190625,0,0.6951522750858554,-2.0229465676744467,1,0.3313913482997354,1.0
106,3.7428313522485417,1,0.279833744086609,1,1.5399653314223967,0.20568090226801658,0,0.831157730007328,1.0
107,5.785670903161521,1,0.7941280847571703,1,1.3424638943378966,1.2335751564121336,1,0.8213104352409831,1.0
108,3.089350300588353,0,-0.5206579211260247,0,-0.7053993129325706,1.1419092408505034,1,0.09740103102926934,1.0
109,4.693043329579872,1,0.7363067385739723,1,0.3923068368778968,-1.7512290657465575,1,0.8885690435596748,1.0
110,2.2802687722576103,0,-0.5326634165720436,0,1.2191537454562702,1.0043584392984752,1,0.198170276375111,1.0
111,2.536292058067744,0,-0.08928631935640463,0,0.37185299523762533,0.7294793901064153,0,0.20227056860911227,1.0
112,2.8787080227762636,1,-0.5094767906318727,0,-0.6336136003347583,-1.3353454192280576,1,0.2009749935018346,1.0
113,3.88386785845755,1,0.38354468428790955,1,1.1751222278455835,0.6732179180779936,0,0.8025109694121922,1.0
114,3.538565375845285,1,0.686641803098186,1,0.12381592959451149,1.7216900188278765,1,0.7322545399744653,1.0
115,1.7819748491187872,0,-0.11774502160887179,0,0.385685734059322,-0.8756187161914721,0,0.26488943362191525,1.0
116,-0.29313581772018793,0,-0.7802584375797399,0,-1.3049879850773873,-1.0174059788247793,1,0.13302616489274263,1.0
117,3.929238576342703,1,0.37862984644970643,1,0.7075844728946685,0.9122211415095554,0,0.7691807657003277,1.0
118,4.5652739486626235,1,-0.17381528123365264,0,1.1147869596489408,0.551618045952707,1,0.23976940364564656,1.0
119,1.409663200089009,0,-0.010165956465352899,0,-1.8217659355538176,0.3518225496301169,0,0.11402552471987619,1.0
120,1.1076882358377413,0,-0.8827712003746164,0,-0.9584519665482778,-0.1837351865394432,1,0.10880511310419452,1.0
121,1.1413814239848306,0,-0.516466210494299,0,-1.2946071852038936,-0.6319377204996504,0,0.1392298527202474,1.0
122,2.8668053201729844,1,0.4239488680904506,1,-0.5636487118620557,0.26919800834511143,0,0.7349655535203289,1.0
123,1.7811800233219683,0,-0.36469779768962507,0,-1.0322840797526658,-2.5219616532258216,0,0.2400884383262296,1.0
124,2.966267784726978,1,0.2733046334351896,1,-0.37796847615369467,-0.5758167908829637,0,0.765998618502449,1.0
125,1.3707749595871674,0,-0.6249262704862926,0,1.7413897032373735,0.20655767646760223,0,0.24881307646426118,1.0
126,3.894022884436673,0,0.728350662024901,1,0.8543675268635554,0.4303575221452213,1,0.823772128419361,1.0
127,2.5156176421746976,0,-0.15493196294382372,0,0.3698998400588446,0.06521007015698171,1,0.22349203216115704,1.0
128,3.761135471091221,1,0.14980985788383894,1,0.7731070711437814,0.23022256269261973,0,0.7814312396801913,1.0
129,1.5538165470186245,0,0.017667576370056004,1,-4.01227035190365,0.19834517936360277,0,0.5328660813398779,1.0
130,0.8115220134378387,0,-0.7348408696299777,0,1.120634957680208,3.16011517780099,1,0.09083987120157255,1.0
131,1.1591941742939178,0,0.10470998078908567,1,-0.86992301708443,-0.00304395390589797,1,0.7050024057651413,1.0
132,4.557997696127657,1,0.444101625171359,1,2.63089891667723,0.17657800459033904,1,0.9000099556639567,1.0
133,3.1084252369862235,1,-0.8802584007580687,0,0.6215707620627119,-1.4603317809346366,1,0.23907113727987558,1.0
134,4.184905735224343,1,0.4399213756419953,1,0.6045221827032199,-1.3557367603393555,1,0.8596492896000948,1.0
135,0.8004991106919871,0,-0.15190392844248746,0,-1.8979218142646865,-0.8093000373497848,0,0.14532359650535806,1.0
136,1.639398578530815,0,-0.7938940882947039,0,-0.15277791425132112,0.20803418542635535,1,0.14052820980680342,1.0
137,1.3679087823779703,1,-0.772063950194207,0,-0.32519412426794597,0.3501334582708401,0,0.12796983944023255,1.0
138,0.7322637974954067,0,-0.6084173134654589,0,-1.014886812516688,1.0158283489410305,1,0.07994914033928767,1.0
139,2.930530441929458,1,0.37275891993825394,1,-1.726992611172896,-0.8203312457283416,1,0.7162843328655492,1.0
140,2.2162775393271232,0,0.44954912808499436,1,-0.1596081646423514,1.8376825918604944,0,0.6944762183402622,1.0
141,2.9698641866927535,1,0.11117040250051469,1,-1.358851080134264,-0.7831423788574707,1,0.7122767733476267,1.0
142,3.2797507910423978,1,-0.19417745519380536,0,1.0567589385849947,0.8914294915107925,0,0.22164657085331363,1.0
143,0.2348090739108546,0,-0.3854143665196521,0,0.05668126385529627,-1.0386942047003676,1,0.23354868205920734,1.0
144,1.8150851284136236,0,-0.6852559278394821,0,0.18504847644013772,0.40251529579744266,0,0.1583313377629506,1.0
145,1.9511759639413864,0,-0.8072229497377152,0,0.26442364113526284,0.44641132323514265,0,0.15078689314834023,1.0
146,2.1278305825520327,0,-0.10791954250833635,0,0.17043839915690648,-0.5076316561524076,0,0.24019362280327472,1.0
147,2.957919945731637,0,-0.24746837260316434,0,3.1023820917627507,-0.01573524406793691,0,0.3559510445426019,1.0
148,1.179871728981964,0,-0.9945821441343248,0,1.4625958805601156,1.2568478060351296,0,0.1632893102558546,1.0
149,3.560514248770667,1,0.361129797736814,1,0.00293371941434964,0.35052963121348296,0,0.7550158845411232,1.0
150,1.9545049053233212,0,-0.3648790204386725,0,0.006086101775073892,0.852420787180673,1,0.15701715196643298,1.0
151,3.7042924254385783,0,0.5746997150891857,1,0.6839993681686002,-0.10322539374246027,1,0.8243049613652632,1.0
152,2.721651913416459,1,-0.942423164805529,0,1.926171436023177,1.6711208593362565,1,0.17406988424326628,1.0
153,2.2147986728611135,1,-0.3935109702851669,0,-1.4199670552364037,-1.0661292610113722,0,0.16016594005582135,1.0
154,2.8449979731728146,0,0.4834909488911454,1,0.3598279878618248,2.793724184699208,1,0.6849217079164145,1.0
155,2.45829911689208,1,-0.7569373705502949,0,-0.8435454601692604,-0.3523117695898717,1,0.13136020813110827,1.0
156,3.889483254507974,1,0.3256785745184132,1,-0.6287479611116796,-0.162861261523874,0,0.7411313383668441,1.0
157,5.244872723292272,1,0.8715440116352118,1,0.22306078698425438,-0.014491335118092058,1,0.8214562136847533,1.0
158,2.346917376088437,0,-0.057207242702169925,0,0.7708465516446084,-0.729982606512301,1,0.2831650524265489,1.0
159,4.703152298858406,0,0.9659140584968433,1,-0.34147506211375095,0.24076776874344302,1,0.7905686608243221,1.0
160,4.013505237061741,1,0.9280138931752302,1,0.81015932448036,0.667588130840544,0,0.8280455524444147,1.0
161,0.9995683046565278,0,-0.6218132194096244,0,-3.1016785375512814,-0.495589143713671,0,0.0349945813182128,1.0
162,5.829603270651579,1,0.9010998250952429,1,2.4769083694056784,-1.4905398341367337,0,0.97,1.0
163,3.8925918382880518,1,0.47561910696690646,1,0.8570874572472498,-0.3921225782452189,1,0.8365888045495238,1.0
164,3.888369232424167,1,0.08177859837897761,1,-0.0819921560512845,-0.12202192532315827,0,0.7473235570806802,1.0
165,2.883721188080356,1,-0.4942491865220269,0,-0.2156848544528627,-0.14772075121225176,1,0.1755846524040848,1.0
166,1.8386776469664157,0,-0.6047942254564991,0,-0.6497712311240396,0.7187767645365721,0,0.11037682982581522,1.0
167,3.207921176370291,1,-0.5673539551374054,0,1.1864900281323927,0.052425298556207464,0,0.23183917305337892,1.0
168,1.5178265360441232,0,-0.4171665854054596,0,-1.8558132304676986,2.1404661684624813,0,0.03,1.0
169,5.144552389644014,1,0.37707638230976714,1,0.1308928118296005,-0.6346669909250858,1,0.8020974308132649,1.0
170,3.9308183526177216,1,0.19503899990970597,1,-0.06867985835557334,-0.28867757778467634,1,0.7637162301863849,1.0
171,1.5850442098826159,0,-0.011150169542559318,0,-0.28806823742386245,-1.4669698641075355,0,0.26338336912970356,1.0
172,1.2594008468464923,0,-0.3111898917704077,0,-0.8596080190032213,-0.6952275154488322,0,0.17993350832615962,1.0
173,2.852711793654092,0,0.4730106726551404,1,1.1352002146198064,-0.8586993122823444,0,0.8689488370346953,1.0
174,1.7449806655467464,0,-0.8823684071520232,0,0.20523376435232557,0.2619899032767121,1,0.14919261951438592,1.0
175,3.6161461957790793,0,0.35017739190403185,1,0.39097213664697095,-1.5372811500777173,0,0.8490540441877799,1.0
176,1.986197281926784,0,0.28335787370952636,1,0.41442519917533727,0.814374984303904,0,0.7508148904833728,1.0
177,4.019732990900891,1,0.777824049236318,1,-0.2008917221675428,1.218493114071485,0,0.743441613267669,1.0
178,3.3258882936165297,1,0.5535038715584542,1,-0.7939801438694778,-0.9185357399561322,0,0.7813227321294478,1.0
179,3.366088203913229,1,0.6492200775727475,1,-1.1191371867399962,1.866995689873569,0,0.6613009192738772,1.0
180,2.363316270746754,0,-0.03691847899992462,0,-2.096958827998964,-0.33523492975293356,1,0.12560797747017519,1.0
181,3.0046702119796613,0,-0.02325501192116608,0,1.4211756348510514,-1.7848541891543854,1,0.36059254835503474,1.0
182,2.1136870777591064,0,-0.14273268509163595,0,-0.26947685347554756,0.5744419090199472,1,0.17212986615809384,1.0
183,0.3197657819333256,0,-0.9575297523975959,0,-0.27206442227874655,2.69409489637473,1,0.03,1.0
184,0.6350007833650726,0,-0.646537426514608,0,-1.6243823184333295,0.15268150324346405,0,0.08095062982742635,1.0
185,2.243061511901064,0,0.8235237914062346,1,0.068984440167433,1.872309850195194,0,0.7344387313130626,1.0
186,0.17451879955228833,0,-0.45163874388657566,0,-0.2502353235400674,2.2174543675958227,0,0.08265895960823767,1.0
187,3.3971586716131053,1,-0.4422553309517716,0,1.412324673557679,1.8693286910909728,0,0.1804626595581033,1.0
188,1.866622092628719,0,0.37357154812540827,1,-1.9145526279530531,1.0640991174839025,1,0.6315941277530239,1.0
189,5.111269091833518,1,0.9401608660887424,1,-0.5284722260874674,-0.7316185609275188,0,0.8180540004198268,1.0
190,0.530267255474104,0,-0.35082965987805714,0,-1.1786328438505558,1.1394033810337596,1,0.08742584977587727,1.0
191,3.5554383786656785,1,-0.22496265192613696,0,-0.1964098595685312,-0.5072398020862927,0,0.2124720869509342,1.0
192,4.799517724132331,1,0.23613606614589244,1,1.7817642480951716,0.18370338740498582,1,0.8406309622002306,1.0
193,4.089336645708622,1,0.5896605010461358,1,-0.7563014397738286,-0.6153657195912032,0,0.7739723968786476,1.0
194,2.1117544111243127,0,-0.5698210825740793,0,-1.6040489206280277,0.13593847854602364,1,0.08877432822083131,1.0
195,3.137215464344539,0,0.8996954032084463,1,-0.6687424188029036,1.0189743441008976,1,0.7377795375524946,1.0
196,3.5418493831313773,1,0.22310452360025357,1,0.20869679839790456,0.7780254915656649,1,0.737162182145289,1.0
197,1.1911104974058828,0,-0.08948160917824421,0,-1.0117068640503444,-0.38426627629021365,0,0.17762677911483177,1.0
198,4.661886810964027,1,0.9385981022373986,1,0.663202121512975,-0.8526541356765238,1,0.8823541196817015,1.0
199,1.6816728653313386,0,-0.2059475045121557,0,0.6669591769846178,0.18794092970323714,0,0.22935452130012896,1.0
200,5.501568515237076,1,0.4430033501799837,1,0.4878938358855295,-0.3108567067699303,1,0.8122692280794723,1.0
201,4.114802128495574,1,0.6000571370604024,1,0.743131579866917,-0.5649268348692806,0,0.8477582233529494,1.0
202,2.5270411253557676,1,0.1474813308233438,1,-1.7405055198433665,-0.7687637370140319,0,0.6955237799542605,1.0
203,4.396921438529275,1,0.7197443313265115,1,0.18549675173631633,0.6532072275871853,0,0.7807260949894493,1.0
204,1.3823413446141486,0,0.31501820005572534,1,-1.192241176387504,-0.04752083145081155,0,0.7074902304431153,1.0
205,2.3521481650097105,1,-0.5523591298692028,0,-1.339224708474427,0.9765845008760871,0,0.06978665415169893,1.0
206,1.574364605988309,0,-0.5132016511992437,0,0.7564642197340766,2.050495198512932,0,0.13474727095024702,1.0
207,1.6666029394076214,0,-0.12333479711320483,0,0.019871708689488305,0.01620200135711059,0,0.2104787216111336,1.0
208,2.4837105173947878,1,0.6928529581862284,1,-1.992886316013719,1.3135657640790053,1,0.643241290291052,1.0
209,-0.16055074582254236,0,-0.7270458893786782,0,-2.0713268533585407,-0.5239080025331443,1,0.07922630628310448,1.0
210,3.277127276145103,0,-0.7578071619515339,0,1.595620559848657,-0.25641421801313646,1,0.24941302375683563,1.0
211,1.232455666723069,0,-0.41964986534192805,0,0.09054516738875017,0.5338478157863624,0,0.16960135651062877,1.0
212,4.132505336596592,1,0.8553031494780865,1,0.039459197308988225,-0.08687421396488598,0,0.8138721803822918,1.0
213,4.575131033023248,1,0.6701703156410046,1,0.13361269301791157,0.9104676865036208,0,0.763875552442031,1.0
214,0.7526123564957005,0,-0.5548134721114641,0,-0.026191243010730125,0.622579404881357,1,0.14940218388529208,1.0
215,1.4490139294760516,0,-0.8059484330338593,0,0.16908512242516913,0.34439764336921364,1,0.15020247574378118,1.0
216,0.8182105297050524,0,-0.6297869517874712,0,-1.6296109099185987,-0.8414162017388762,1,0.12179314643062741,1.0
217,1.0173631546881656,0,-0.01679994622876957,0,-1.0213570534950707,-0.7309899939748992,0,0.19682775138594089,1.0
218,3.2088992356036368,0,0.9154123632151905,1,-0.26233297173798614,-1.3445872017367495,0,0.8538998285397859,1.0
219,3.1869948534529557,1,0.7088710769377178,1,-0.24229253938930814,1.0124915849532783,0,0.7440953957874208,1.0
220,1.9201132219812158,0,-0.7140736141820703,0,-0.654810636224538,-0.22484555538713832,0,0.139127401269693,1.0
221,0.22648627480326722,0,-0.5579298996396049,0,0.4774748144897878,-0.10470619493737528,0,0.20342759655081602,1.0
222,1.6197301249647982,0,-0.4391970554064861,0,-0.7954828185779114,0.7808863281528173,0,0.11385464151247282,1.0
223,0.8828329773978487,0,-0.5650780882704698,0,1.6547413797348998,-0.6308671544699772,1,0.2827655081039065,1.0
224,1.8109670456570823,0,-0.545199982038485,0,-0.8056501327849341,-0.20365284782085966,1,0.14424760871050887,1.0
225,3.3682758311864305,1,0.036699024940885616,1,-0.29284522646526095,1.2210391200431383,0,0.6794520958702822,1.0
226,3.2539692287058335,1,0.1913251135731615,1,-0.3880756327128168,0.6251693947188218,0,0.7108954516614592,1.0
227,0.4457532247997564,0,-0.8960757654452998,0,-0.7712584926089538,2.0656108313724895,0,0.03,1.0
228,3.6024718962627795,0,0.6567789282465566,1,-0.06735406721764967,0.463082316780646,1,0.7706513182276162,1.0
229,3.1297118248016336,0,-0.11669858187511228,0,1.041822150613782,1.272869858672033,1,0.21184042663379885,1.0
230,4.622176629974153,1,0.8372902444279009,1,-0.05000005002749723,-0.43395340169263535,0,0.8218413531205626,1.0
231,3.506380760555466,0,0.16817000572851937,1,1.092608695377934,0.13452869931915543,1,0.8027028872544121,1.0
232,-0.1274356684168867,0,-0.9286953911017597,0,-1.0549135675220316,0.007587613629054677,1,0.09265518579059544,1.0
233,3.6825071716631825,1,0.39350901337891364,1,0.5958596931321007,0.9118062254831698,0,0.7648014567075914,1.0
234,0.3254964940444907,0,-0.9693526197038724,0,-2.2162126624251015,-0.04899586459302252,0,0.033600991886156034,1.0
235,3.4392406445001447,0,-0.10741327799927602,0,0.28214760085675017,-1.14942387330555,1,0.2714912727351174,1.0
236,1.8640483918875048,0,-0.4868255678455564,0,-0.23519054658332622,-0.44059894508109526,1,0.18691838504643296,1.0
237,3.7194269389858325,1,0.6131457597506063,1,-1.0898280055989924,-0.36762258864096103,1,0.7492651640457374,1.0
238,2.2101784694227993,0,-0.37274187100461087,0,-0.1338135271935981,-0.25235902326885,1,0.19358433489070523,1.0
239,4.073114768196353,1,-0.6843210298960392,0,0.06836547440759784,0.4189804070956431,0,0.15191337504487104,1.0
