run,source,edge_type,target,method,bootstrap_id,elapsed_seconds,coefficient,abs_coefficient
DirectLiNGAM,support_contact,-->,retention_value,DirectLiNGAM,0,0.028633468318730593,-0.3571458751519764,0.3571458751519764
PC_tier_constrained,baseline_need,-->,discovery_quality,PC_tier_constrained,1,0.007883962243795395,,
PC_tier_constrained,catalog_fit,-->,discovery_quality,PC_tier_constrained,1,0.007883962243795395,,
PC_tier_constrained,onboarding_friction,-->,support_contact,PC_tier_constrained,1,0.007883962243795395,,
PC_tier_constrained,onboarding_friction,-->,retention_value,PC_tier_constrained,1,0.007883962243795395,,
PC_tier_constrained,discovery_quality,-->,early_engagement,PC_tier_constrained,1,0.007883962243795395,,
PC_tier_constrained,early_engagement,-->,retention_value,PC_tier_constrained,1,0.007883962243795395,,
PC_tier_constrained,support_contact,-->,retention_value,PC_tier_constrained,1,0.007883962243795395,,
GES_BIC,baseline_need,-->,discovery_quality,GES_BIC,1,0.016254714224487543,,
GES_BIC,catalog_fit,-->,discovery_quality,GES_BIC,1,0.016254714224487543,,
GES_BIC,onboarding_friction,-->,early_engagement,GES_BIC,1,0.016254714224487543,,
GES_BIC,onboarding_friction,---,support_contact,GES_BIC,1,0.016254714224487543,,
GES_BIC,discovery_quality,-->,early_engagement,GES_BIC,1,0.016254714224487543,,
GES_BIC,discovery_quality,-->,retention_value,GES_BIC,1,0.016254714224487543,,
GES_BIC,support_contact,-->,early_engagement,GES_BIC,1,0.016254714224487543,,
GES_BIC,early_engagement,-->,retention_value,GES_BIC,1,0.016254714224487543,,
GES_BIC,support_contact,-->,retention_value,GES_BIC,1,0.016254714224487543,,
DirectLiNGAM,baseline_need,-->,discovery_quality,DirectLiNGAM,1,0.027949371840804815,0.538203199249017,0.538203199249017
DirectLiNGAM,catalog_fit,-->,discovery_quality,DirectLiNGAM,1,0.027949371840804815,0.5702667685286359,0.5702667685286359
DirectLiNGAM,onboarding_friction,-->,early_engagement,DirectLiNGAM,1,0.027949371840804815,-0.46613524728793165,0.46613524728793165
DirectLiNGAM,discovery_quality,-->,early_engagement,DirectLiNGAM,1,0.027949371840804815,0.7357593604660224,0.7357593604660224
DirectLiNGAM,onboarding_friction,-->,support_contact,DirectLiNGAM,1,0.027949371840804815,0.6623249325421743,0.6623249325421743
DirectLiNGAM,discovery_quality,-->,retention_value,DirectLiNGAM,1,0.027949371840804815,0.20040683395503028,0.20040683395503028
DirectLiNGAM,early_engagement,-->,retention_value,DirectLiNGAM,1,0.027949371840804815,0.5859934988179442,0.5859934988179442
DirectLiNGAM,support_contact,-->,retention_value,DirectLiNGAM,1,0.027949371840804815,-0.347294934422428,0.347294934422428
PC_tier_constrained,baseline_need,-->,discovery_quality,PC_tier_constrained,2,0.00897861598059535,,
PC_tier_constrained,catalog_fit,-->,discovery_quality,PC_tier_constrained,2,0.00897861598059535,,
PC_tier_constrained,onboarding_friction,-->,early_engagement,PC_tier_constrained,2,0.00897861598059535,,
PC_tier_constrained,onboarding_friction,-->,support_contact,PC_tier_constrained,2,0.00897861598059535,,
PC_tier_constrained,onboarding_friction,-->,retention_value,PC_tier_constrained,2,0.00897861598059535,,
PC_tier_constrained,discovery_quality,-->,early_engagement,PC_tier_constrained,2,0.00897861598059535,,
PC_tier_constrained,early_engagement,-->,retention_value,PC_tier_constrained,2,0.00897861598059535,,
PC_tier_constrained,support_contact,-->,retention_value,PC_tier_constrained,2,0.00897861598059535,,
GES_BIC,baseline_need,-->,discovery_quality,GES_BIC,2,0.016548118088394403,,
GES_BIC,catalog_fit,-->,discovery_quality,GES_BIC,2,0.016548118088394403,,
GES_BIC,onboarding_friction,-->,early_engagement,GES_BIC,2,0.016548118088394403,,
GES_BIC,onboarding_friction,---,support_contact,GES_BIC,2,0.016548118088394403,,
GES_BIC,onboarding_friction,-->,retention_value,GES_BIC,2,0.016548118088394403,,
GES_BIC,discovery_quality,-->,early_engagement,GES_BIC,2,0.016548118088394403,,
GES_BIC,discovery_quality,-->,retention_value,GES_BIC,2,0.016548118088394403,,
GES_BIC,early_engagement,-->,retention_value,GES_BIC,2,0.016548118088394403,,
GES_BIC,support_contact,-->,retention_value,GES_BIC,2,0.016548118088394403,,
DirectLiNGAM,baseline_need,-->,discovery_quality,DirectLiNGAM,2,0.029248507227748632,0.529020081747536,0.529020081747536
DirectLiNGAM,catalog_fit,-->,discovery_quality,DirectLiNGAM,2,0.029248507227748632,0.5641886946462116,0.5641886946462116
DirectLiNGAM,onboarding_friction,-->,early_engagement,DirectLiNGAM,2,0.029248507227748632,-0.40625394046004654,0.40625394046004654
DirectLiNGAM,discovery_quality,-->,early_engagement,DirectLiNGAM,2,0.029248507227748632,0.7008769518514611,0.7008769518514611
DirectLiNGAM,onboarding_friction,-->,support_contact,DirectLiNGAM,2,0.029248507227748632,0.6493856941098218,0.6493856941098218
DirectLiNGAM,discovery_quality,-->,retention_value,DirectLiNGAM,2,0.029248507227748632,0.19102786099402316,0.19102786099402316
DirectLiNGAM,early_engagement,-->,retention_value,DirectLiNGAM,2,0.029248507227748632,0.6389065051859576,0.6389065051859576
DirectLiNGAM,support_contact,-->,retention_value,DirectLiNGAM,2,0.029248507227748632,-0.3901955096849069,0.3901955096849069
PC_tier_constrained,baseline_need,-->,discovery_quality,PC_tier_constrained,3,0.01040977705270052,,
PC_tier_constrained,catalog_fit,-->,discovery_quality,PC_tier_constrained,3,0.01040977705270052,,
PC_tier_constrained,onboarding_friction,-->,early_engagement,PC_tier_constrained,3,0.01040977705270052,,
PC_tier_constrained,onboarding_friction,-->,support_contact,PC_tier_constrained,3,0.01040977705270052,,
PC_tier_constrained,discovery_quality,-->,early_engagement,PC_tier_constrained,3,0.01040977705270052,,
PC_tier_constrained,discovery_quality,-->,retention_value,PC_tier_constrained,3,0.01040977705270052,,
PC_tier_constrained,early_engagement,-->,retention_value,PC_tier_constrained,3,0.01040977705270052,,
PC_tier_constrained,support_contact,-->,retention_value,PC_tier_constrained,3,0.01040977705270052,,
GES_BIC,baseline_need,-->,discovery_quality,GES_BIC,3,0.015212291851639748,,
GES_BIC,catalog_fit,-->,discovery_quality,GES_BIC,3,0.015212291851639748,,
GES_BIC,onboarding_friction,-->,early_engagement,GES_BIC,3,0.015212291851639748,,
GES_BIC,onboarding_friction,---,support_contact,GES_BIC,3,0.015212291851639748,,
GES_BIC,discovery_quality,-->,early_engagement,GES_BIC,3,0.015212291851639748,,
GES_BIC,discovery_quality,-->,retention_value,GES_BIC,3,0.015212291851639748,,
GES_BIC,early_engagement,-->,retention_value,GES_BIC,3,0.015212291851639748,,
GES_BIC,support_contact,-->,retention_value,GES_BIC,3,0.015212291851639748,,
DirectLiNGAM,baseline_need,-->,discovery_quality,DirectLiNGAM,3,0.029396172147244215,0.5329043344591414,0.5329043344591414
DirectLiNGAM,catalog_fit,-->,discovery_quality,DirectLiNGAM,3,0.029396172147244215,0.565685398486406,0.565685398486406
DirectLiNGAM,onboarding_friction,-->,early_engagement,DirectLiNGAM,3,0.029396172147244215,-0.41987869054674126,0.41987869054674126
DirectLiNGAM,discovery_quality,-->,early_engagement,DirectLiNGAM,3,0.029396172147244215,0.7358634376933393,0.7358634376933393
DirectLiNGAM,onboarding_friction,-->,support_contact,DirectLiNGAM,3,0.029396172147244215,0.6491822026562624,0.6491822026562624
DirectLiNGAM,discovery_quality,-->,retention_value,DirectLiNGAM,3,0.029396172147244215,0.2901300892596535,0.2901300892596535
DirectLiNGAM,early_engagement,-->,retention_value,DirectLiNGAM,3,0.029396172147244215,0.4815904614381618,0.4815904614381618
DirectLiNGAM,support_contact,-->,retention_value,DirectLiNGAM,3,0.029396172147244215,-0.36693323798987865,0.36693323798987865
PC_tier_constrained,baseline_need,-->,discovery_quality,PC_tier_constrained,4,0.009033794049173594,,
PC_tier_constrained,catalog_fit,-->,discovery_quality,PC_tier_constrained,4,0.009033794049173594,,
PC_tier_constrained,onboarding_friction,-->,support_contact,PC_tier_constrained,4,0.009033794049173594,,
PC_tier_constrained,onboarding_friction,-->,retention_value,PC_tier_constrained,4,0.009033794049173594,,
PC_tier_constrained,discovery_quality,-->,early_engagement,PC_tier_constrained,4,0.009033794049173594,,
PC_tier_constrained,early_engagement,-->,support_contact,PC_tier_constrained,4,0.009033794049173594,,
PC_tier_constrained,early_engagement,-->,retention_value,PC_tier_constrained,4,0.009033794049173594,,
PC_tier_constrained,support_contact,-->,retention_value,PC_tier_constrained,4,0.009033794049173594,,
GES_BIC,baseline_need,-->,discovery_quality,GES_BIC,4,0.016348757781088352,,
GES_BIC,catalog_fit,-->,discovery_quality,GES_BIC,4,0.016348757781088352,,
GES_BIC,onboarding_friction,-->,early_engagement,GES_BIC,4,0.016348757781088352,,
GES_BIC,onboarding_friction,-->,support_contact,GES_BIC,4,0.016348757781088352,,
GES_BIC,discovery_quality,-->,early_engagement,GES_BIC,4,0.016348757781088352,,
GES_BIC,discovery_quality,-->,retention_value,GES_BIC,4,0.016348757781088352,,
GES_BIC,early_engagement,-->,support_contact,GES_BIC,4,0.016348757781088352,,
GES_BIC,early_engagement,-->,retention_value,GES_BIC,4,0.016348757781088352,,
GES_BIC,support_contact,-->,retention_value,GES_BIC,4,0.016348757781088352,,
DirectLiNGAM,baseline_need,-->,discovery_quality,DirectLiNGAM,4,0.028869713190943003,0.5723131461815334,0.5723131461815334
DirectLiNGAM,catalog_fit,-->,discovery_quality,DirectLiNGAM,4,0.028869713190943003,0.6011440134147902,0.6011440134147902
DirectLiNGAM,onboarding_friction,-->,early_engagement,DirectLiNGAM,4,0.028869713190943003,-0.4114401472660461,0.4114401472660461
DirectLiNGAM,discovery_quality,-->,early_engagement,DirectLiNGAM,4,0.028869713190943003,0.749120141453142,0.749120141453142
DirectLiNGAM,onboarding_friction,-->,support_contact,DirectLiNGAM,4,0.028869713190943003,0.6453905598602204,0.6453905598602204
DirectLiNGAM,discovery_quality,-->,retention_value,DirectLiNGAM,4,0.028869713190943003,0.230330932032849,0.230330932032849
DirectLiNGAM,early_engagement,-->,retention_value,DirectLiNGAM,4,0.028869713190943003,0.5547101708965451,0.5547101708965451
DirectLiNGAM,support_contact,-->,retention_value,DirectLiNGAM,4,0.028869713190943003,-0.37749032207222283,0.37749032207222283
PC_tier_constrained,baseline_need,-->,discovery_quality,PC_tier_constrained,5,0.008315403945744038,,
PC_tier_constrained,catalog_fit,-->,discovery_quality,PC_tier_constrained,5,0.008315403945744038,,
PC_tier_constrained,onboarding_friction,-->,early_engagement,PC_tier_constrained,5,0.008315403945744038,,
PC_tier_constrained,onboarding_friction,-->,support_contact,PC_tier_constrained,5,0.008315403945744038,,
PC_tier_constrained,onboarding_friction,-->,retention_value,PC_tier_constrained,5,0.008315403945744038,,
PC_tier_constrained,discovery_quality,-->,early_engagement,PC_tier_constrained,5,0.008315403945744038,,
PC_tier_constrained,early_engagement,-->,retention_value,PC_tier_constrained,5,0.008315403945744038,,
PC_tier_constrained,support_contact,-->,retention_value,PC_tier_constrained,5,0.008315403945744038,,
GES_BIC,baseline_need,-->,discovery_quality,GES_BIC,5,0.016382749658077955,,
GES_BIC,catalog_fit,-->,discovery_quality,GES_BIC,5,0.016382749658077955,,
GES_BIC,onboarding_friction,-->,early_engagement,GES_BIC,5,0.016382749658077955,,
GES_BIC,onboarding_friction,-->,support_contact,GES_BIC,5,0.016382749658077955,,
GES_BIC,discovery_quality,-->,early_engagement,GES_BIC,5,0.016382749658077955,,
GES_BIC,discovery_quality,-->,retention_value,GES_BIC,5,0.016382749658077955,,
GES_BIC,early_engagement,-->,support_contact,GES_BIC,5,0.016382749658077955,,
GES_BIC,early_engagement,-->,retention_value,GES_BIC,5,0.016382749658077955,,
GES_BIC,support_contact,-->,retention_value,GES_BIC,5,0.016382749658077955,,
DirectLiNGAM,baseline_need,-->,discovery_quality,DirectLiNGAM,5,0.030690333805978298,0.5178541390311986,0.5178541390311986
DirectLiNGAM,catalog_fit,-->,discovery_quality,DirectLiNGAM,5,0.030690333805978298,0.5734604994610373,0.5734604994610373
DirectLiNGAM,onboarding_friction,-->,early_engagement,DirectLiNGAM,5,0.030690333805978298,-0.42145330551168975,0.42145330551168975
DirectLiNGAM,discovery_quality,-->,early_engagement,DirectLiNGAM,5,0.030690333805978298,0.7588149846138236,0.7588149846138236
DirectLiNGAM,onboarding_friction,-->,support_contact,DirectLiNGAM,5,0.030690333805978298,0.6638756495801598,0.6638756495801598
DirectLiNGAM,discovery_quality,-->,retention_value,DirectLiNGAM,5,0.030690333805978298,0.22000472683563355,0.22000472683563355
DirectLiNGAM,early_engagement,-->,retention_value,DirectLiNGAM,5,0.030690333805978298,0.549502509401607,0.549502509401607
DirectLiNGAM,support_contact,-->,retention_value,DirectLiNGAM,5,0.030690333805978298,-0.34458105159221686,0.34458105159221686
PC_tier_constrained,baseline_need,-->,discovery_quality,PC_tier_constrained,6,0.006982151884585619,,
PC_tier_constrained,catalog_fit,-->,discovery_quality,PC_tier_constrained,6,0.006982151884585619,,
PC_tier_constrained,onboarding_friction,-->,support_contact,PC_tier_constrained,6,0.006982151884585619,,
PC_tier_constrained,onboarding_friction,-->,retention_value,PC_tier_constrained,6,0.006982151884585619,,
PC_tier_constrained,discovery_quality,-->,early_engagement,PC_tier_constrained,6,0.006982151884585619,,
PC_tier_constrained,early_engagement,-->,retention_value,PC_tier_constrained,6,0.006982151884585619,,
PC_tier_constrained,support_contact,-->,retention_value,PC_tier_constrained,6,0.006982151884585619,,
GES_BIC,baseline_need,-->,discovery_quality,GES_BIC,6,0.014782714191824198,,
GES_BIC,catalog_fit,-->,discovery_quality,GES_BIC,6,0.014782714191824198,,
GES_BIC,onboarding_friction,-->,early_engagement,GES_BIC,6,0.014782714191824198,,
GES_BIC,onboarding_friction,---,support_contact,GES_BIC,6,0.014782714191824198,,
GES_BIC,discovery_quality,-->,early_engagement,GES_BIC,6,0.014782714191824198,,
GES_BIC,discovery_quality,-->,retention_value,GES_BIC,6,0.014782714191824198,,
GES_BIC,early_engagement,-->,retention_value,GES_BIC,6,0.014782714191824198,,
GES_BIC,support_contact,-->,retention_value,GES_BIC,6,0.014782714191824198,,
DirectLiNGAM,baseline_need,-->,discovery_quality,DirectLiNGAM,6,0.029693457763642073,0.5637404426243378,0.5637404426243378
DirectLiNGAM,catalog_fit,-->,discovery_quality,DirectLiNGAM,6,0.029693457763642073,0.5965852405692609,0.5965852405692609
DirectLiNGAM,onboarding_friction,-->,early_engagement,DirectLiNGAM,6,0.029693457763642073,-0.4347963425922333,0.4347963425922333
DirectLiNGAM,discovery_quality,-->,early_engagement,DirectLiNGAM,6,0.029693457763642073,0.7553965239554038,0.7553965239554038
DirectLiNGAM,onboarding_friction,-->,support_contact,DirectLiNGAM,6,0.029693457763642073,0.6756491337175197,0.6756491337175197
DirectLiNGAM,discovery_quality,-->,retention_value,DirectLiNGAM,6,0.029693457763642073,0.2086108180611822,0.2086108180611822
DirectLiNGAM,early_engagement,-->,retention_value,DirectLiNGAM,6,0.029693457763642073,0.589746026586519,0.589746026586519
DirectLiNGAM,support_contact,-->,retention_value,DirectLiNGAM,6,0.029693457763642073,-0.33130853967203,0.33130853967203
PC_tier_constrained,baseline_need,-->,discovery_quality,PC_tier_constrained,7,0.008062527980655432,,
PC_tier_constrained,catalog_fit,-->,discovery_quality,PC_tier_constrained,7,0.008062527980655432,,
PC_tier_constrained,onboarding_friction,-->,early_engagement,PC_tier_constrained,7,0.008062527980655432,,
PC_tier_constrained,onboarding_friction,-->,support_contact,PC_tier_constrained,7,0.008062527980655432,,
PC_tier_constrained,onboarding_friction,-->,retention_value,PC_tier_constrained,7,0.008062527980655432,,
PC_tier_constrained,discovery_quality,-->,early_engagement,PC_tier_constrained,7,0.008062527980655432,,
PC_tier_constrained,early_engagement,-->,retention_value,PC_tier_constrained,7,0.008062527980655432,,
PC_tier_constrained,support_contact,-->,retention_value,PC_tier_constrained,7,0.008062527980655432,,
GES_BIC,baseline_need,-->,discovery_quality,GES_BIC,7,0.01429171022027731,,
GES_BIC,catalog_fit,-->,discovery_quality,GES_BIC,7,0.01429171022027731,,
GES_BIC,onboarding_friction,-->,early_engagement,GES_BIC,7,0.01429171022027731,,
GES_BIC,onboarding_friction,---,support_contact,GES_BIC,7,0.01429171022027731,,
GES_BIC,discovery_quality,-->,early_engagement,GES_BIC,7,0.01429171022027731,,
GES_BIC,discovery_quality,-->,retention_value,GES_BIC,7,0.01429171022027731,,
GES_BIC,early_engagement,-->,retention_value,GES_BIC,7,0.01429171022027731,,
GES_BIC,support_contact,-->,retention_value,GES_BIC,7,0.01429171022027731,,
DirectLiNGAM,baseline_need,-->,discovery_quality,DirectLiNGAM,7,0.02933138981461525,0.5349998271104034,0.5349998271104034
DirectLiNGAM,catalog_fit,-->,discovery_quality,DirectLiNGAM,7,0.02933138981461525,0.5763972063605111,0.5763972063605111
DirectLiNGAM,onboarding_friction,-->,early_engagement,DirectLiNGAM,7,0.02933138981461525,-0.4167756472811975,0.4167756472811975
DirectLiNGAM,discovery_quality,-->,early_engagement,DirectLiNGAM,7,0.02933138981461525,0.7463299877359783,0.7463299877359783
DirectLiNGAM,onboarding_friction,-->,support_contact,DirectLiNGAM,7,0.02933138981461525,0.6289464024824519,0.6289464024824519
DirectLiNGAM,discovery_quality,-->,retention_value,DirectLiNGAM,7,0.02933138981461525,0.22231941161311478,0.22231941161311478
DirectLiNGAM,early_engagement,-->,retention_value,DirectLiNGAM,7,0.02933138981461525,0.5613330039941623,0.5613330039941623
DirectLiNGAM,support_contact,-->,retention_value,DirectLiNGAM,7,0.02933138981461525,-0.37657693087873056,0.37657693087873056
PC_tier_constrained,baseline_need,-->,discovery_quality,PC_tier_constrained,8,0.007804065942764282,,
PC_tier_constrained,catalog_fit,-->,discovery_quality,PC_tier_constrained,8,0.007804065942764282,,
PC_tier_constrained,onboarding_friction,-->,support_contact,PC_tier_constrained,8,0.007804065942764282,,
PC_tier_constrained,onboarding_friction,-->,retention_value,PC_tier_constrained,8,0.007804065942764282,,
PC_tier_constrained,discovery_quality,-->,early_engagement,PC_tier_constrained,8,0.007804065942764282,,
PC_tier_constrained,early_engagement,-->,retention_value,PC_tier_constrained,8,0.007804065942764282,,
PC_tier_constrained,support_contact,-->,retention_value,PC_tier_constrained,8,0.007804065942764282,,
GES_BIC,catalog_fit,-->,baseline_need,GES_BIC,8,0.019335527904331684,,
GES_BIC,discovery_quality,-->,baseline_need,GES_BIC,8,0.019335527904331684,,
GES_BIC,discovery_quality,-->,catalog_fit,GES_BIC,8,0.019335527904331684,,
GES_BIC,support_contact,-->,catalog_fit,GES_BIC,8,0.019335527904331684,,
GES_BIC,onboarding_friction,-->,early_engagement,GES_BIC,8,0.019335527904331684,,
GES_BIC,onboarding_friction,---,support_contact,GES_BIC,8,0.019335527904331684,,
GES_BIC,discovery_quality,-->,early_engagement,GES_BIC,8,0.019335527904331684,,
GES_BIC,discovery_quality,-->,retention_value,GES_BIC,8,0.019335527904331684,,
GES_BIC,early_engagement,-->,retention_value,GES_BIC,8,0.019335527904331684,,
GES_BIC,support_contact,-->,retention_value,GES_BIC,8,0.019335527904331684,,
DirectLiNGAM,baseline_need,-->,discovery_quality,DirectLiNGAM,8,0.028660573065280914,0.5358964468106151,0.5358964468106151
DirectLiNGAM,catalog_fit,-->,discovery_quality,DirectLiNGAM,8,0.028660573065280914,0.5681397633764175,0.5681397633764175
DirectLiNGAM,onboarding_friction,-->,early_engagement,DirectLiNGAM,8,0.028660573065280914,-0.4276445778498849,0.4276445778498849
DirectLiNGAM,discovery_quality,-->,early_engagement,DirectLiNGAM,8,0.028660573065280914,0.6999272590678038,0.6999272590678038
DirectLiNGAM,onboarding_friction,-->,support_contact,DirectLiNGAM,8,0.028660573065280914,0.6522230369302497,0.6522230369302497
DirectLiNGAM,discovery_quality,-->,retention_value,DirectLiNGAM,8,0.028660573065280914,0.22265130060039928,0.22265130060039928
DirectLiNGAM,early_engagement,-->,retention_value,DirectLiNGAM,8,0.028660573065280914,0.5590017937948278,0.5590017937948278
DirectLiNGAM,support_contact,-->,retention_value,DirectLiNGAM,8,0.028660573065280914,-0.3826046936040422,0.3826046936040422
PC_tier_constrained,baseline_need,-->,discovery_quality,PC_tier_constrained,9,0.007440431974828243,,
PC_tier_constrained,catalog_fit,-->,discovery_quality,PC_tier_constrained,9,0.007440431974828243,,
PC_tier_constrained,onboarding_friction,-->,support_contact,PC_tier_constrained,9,0.007440431974828243,,
PC_tier_constrained,onboarding_friction,-->,retention_value,PC_tier_constrained,9,0.007440431974828243,,
PC_tier_constrained,discovery_quality,-->,early_engagement,PC_tier_constrained,9,0.007440431974828243,,
PC_tier_constrained,early_engagement,-->,retention_value,PC_tier_constrained,9,0.007440431974828243,,
PC_tier_constrained,support_contact,-->,retention_value,PC_tier_constrained,9,0.007440431974828243,,
GES_BIC,baseline_need,-->,discovery_quality,GES_BIC,9,0.014058912172913551,,
GES_BIC,catalog_fit,-->,discovery_quality,GES_BIC,9,0.014058912172913551,,
GES_BIC,onboarding_friction,-->,early_engagement,GES_BIC,9,0.014058912172913551,,
GES_BIC,onboarding_friction,---,support_contact,GES_BIC,9,0.014058912172913551,,
GES_BIC,discovery_quality,-->,early_engagement,GES_BIC,9,0.014058912172913551,,
GES_BIC,discovery_quality,-->,retention_value,GES_BIC,9,0.014058912172913551,,
GES_BIC,early_engagement,-->,retention_value,GES_BIC,9,0.014058912172913551,,
GES_BIC,support_contact,-->,retention_value,GES_BIC,9,0.014058912172913551,,
DirectLiNGAM,baseline_need,-->,discovery_quality,DirectLiNGAM,9,0.028262503910809755,0.5264808723849876,0.5264808723849876
DirectLiNGAM,catalog_fit,-->,discovery_quality,DirectLiNGAM,9,0.028262503910809755,0.5582858595222704,0.5582858595222704
DirectLiNGAM,onboarding_friction,-->,early_engagement,DirectLiNGAM,9,0.028262503910809755,-0.42015385495928076,0.42015385495928076
DirectLiNGAM,discovery_quality,-->,early_engagement,DirectLiNGAM,9,0.028262503910809755,0.7339693285200966,0.7339693285200966
DirectLiNGAM,onboarding_friction,-->,support_contact,DirectLiNGAM,9,0.028262503910809755,0.7094417502261356,0.7094417502261356
DirectLiNGAM,discovery_quality,-->,retention_value,DirectLiNGAM,9,0.028262503910809755,0.20602772250784654,0.20602772250784654
DirectLiNGAM,early_engagement,-->,retention_value,DirectLiNGAM,9,0.028262503910809755,0.5538161642667788,0.5538161642667788
DirectLiNGAM,support_contact,-->,retention_value,DirectLiNGAM,9,0.028262503910809755,-0.35422574753596525,0.35422574753596525
PC_tier_constrained,baseline_need,-->,discovery_quality,PC_tier_constrained,10,0.009166700765490532,,
PC_tier_constrained,catalog_fit,-->,discovery_quality,PC_tier_constrained,10,0.009166700765490532,,
PC_tier_constrained,onboarding_friction,-->,early_engagement,PC_tier_constrained,10,0.009166700765490532,,
PC_tier_constrained,onboarding_friction,-->,support_contact,PC_tier_constrained,10,0.009166700765490532,,
PC_tier_constrained,onboarding_friction,-->,retention_value,PC_tier_constrained,10,0.009166700765490532,,
PC_tier_constrained,discovery_quality,-->,early_engagement,PC_tier_constrained,10,0.009166700765490532,,
PC_tier_constrained,early_engagement,-->,retention_value,PC_tier_constrained,10,0.009166700765490532,,
PC_tier_constrained,support_contact,-->,retention_value,PC_tier_constrained,10,0.009166700765490532,,
GES_BIC,baseline_need,-->,discovery_quality,GES_BIC,10,0.015909957233816385,,
GES_BIC,catalog_fit,-->,discovery_quality,GES_BIC,10,0.015909957233816385,,
GES_BIC,onboarding_friction,-->,early_engagement,GES_BIC,10,0.015909957233816385,,
GES_BIC,onboarding_friction,-->,support_contact,GES_BIC,10,0.015909957233816385,,
GES_BIC,discovery_quality,-->,early_engagement,GES_BIC,10,0.015909957233816385,,
GES_BIC,discovery_quality,-->,retention_value,GES_BIC,10,0.015909957233816385,,
GES_BIC,early_engagement,-->,support_contact,GES_BIC,10,0.015909957233816385,,
GES_BIC,early_engagement,-->,retention_value,GES_BIC,10,0.015909957233816385,,
GES_BIC,support_contact,-->,retention_value,GES_BIC,10,0.015909957233816385,,
DirectLiNGAM,baseline_need,-->,discovery_quality,DirectLiNGAM,10,0.03210509195923805,0.5438211572138651,0.5438211572138651
DirectLiNGAM,catalog_fit,-->,discovery_quality,DirectLiNGAM,10,0.03210509195923805,0.6152340669696365,0.6152340669696365
DirectLiNGAM,onboarding_friction,-->,early_engagement,DirectLiNGAM,10,0.03210509195923805,-0.42201269400942165,0.42201269400942165
DirectLiNGAM,discovery_quality,-->,early_engagement,DirectLiNGAM,10,0.03210509195923805,0.7470645186005817,0.7470645186005817
DirectLiNGAM,onboarding_friction,-->,support_contact,DirectLiNGAM,10,0.03210509195923805,0.7481310809587118,0.7481310809587118
DirectLiNGAM,discovery_quality,-->,retention_value,DirectLiNGAM,10,0.03210509195923805,0.2378189833842422,0.2378189833842422
DirectLiNGAM,early_engagement,-->,retention_value,DirectLiNGAM,10,0.03210509195923805,0.5595501512268777,0.5595501512268777
DirectLiNGAM,support_contact,-->,retention_value,DirectLiNGAM,10,0.03210509195923805,-0.38870806021840243,0.38870806021840243
PC_tier_constrained,baseline_need,-->,discovery_quality,PC_tier_constrained,11,0.012617550324648619,,
PC_tier_constrained,catalog_fit,-->,discovery_quality,PC_tier_constrained,11,0.012617550324648619,,
PC_tier_constrained,onboarding_friction,-->,early_engagement,PC_tier_constrained,11,0.012617550324648619,,
