scenario,x,y,true_relation
nonlinear_additive,0.7805851356131335,1.16763916774672,x -> y
nonlinear_additive,-2.42661984857305,2.244733877123505,x -> y
nonlinear_additive,1.6726608599143198,1.3422318298779419,x -> y
nonlinear_additive,-2.138004609757706,1.4294738818305892,x -> y
nonlinear_additive,0.12060411650423886,-0.031235025086736312,x -> y
nonlinear_additive,0.23275257765211999,0.7293270820778697,x -> y
nonlinear_additive,-1.363765186832605,-0.06664920117734319,x -> y
nonlinear_additive,2.2798910816446396,1.2949888457506944,x -> y
nonlinear_additive,-0.7951807458748306,-0.6662857620884719,x -> y
nonlinear_additive,0.02353720353639499,0.08143278446784369,x -> y
nonlinear_additive,1.8369180577529676,1.1181165033693448,x -> y
nonlinear_additive,0.7847647490023109,1.2053089969252344,x -> y
nonlinear_additive,-0.5763879609645746,-1.2140926210465586,x -> y
nonlinear_additive,-2.018637960682446,1.0807354076009985,x -> y
nonlinear_additive,2.2790281185213166,0.733871967093663,x -> y
nonlinear_additive,0.4478356695817709,0.8300954394950387,x -> y
nonlinear_additive,0.41081446226878215,0.7603109565017329,x -> y
nonlinear_additive,0.4857263601623658,0.6916646226993914,x -> y
nonlinear_additive,-1.755630333717742,0.3408885507109445,x -> y
nonlinear_additive,0.30024314267020813,0.13113912811056155,x -> y
nonlinear_additive,0.3158376016407467,0.6073174927116602,x -> y
nonlinear_additive,0.4049409246390496,0.5326647583187523,x -> y
nonlinear_additive,-1.575255024570588,-0.040708277250056435,x -> y
nonlinear_additive,1.0480945597460236,1.5906942843815353,x -> y
nonlinear_additive,-2.1498967216615714,1.7629310176964264,x -> y
nonlinear_additive,-0.8756753035022613,-0.8633928184823075,x -> y
nonlinear_additive,-1.9657226503796987,1.4624394948772197,x -> y
nonlinear_additive,1.2401434686297765,1.5198750208021221,x -> y
nonlinear_additive,0.007870036815406767,0.04251425421003931,x -> y
nonlinear_additive,-0.16845948187130322,-0.49686887671741153,x -> y
nonlinear_additive,-2.1315331385542313,1.1649372629748989,x -> y
nonlinear_additive,-0.28951807863109025,-0.15182467896692042,x -> y
nonlinear_additive,-1.382444613362378,-0.8645563674102662,x -> y
nonlinear_additive,-0.9851213669428627,-0.2694835248836674,x -> y
nonlinear_additive,-0.5282599586874082,-0.4794160282220896,x -> y
nonlinear_additive,1.0331532437221829,1.1682420126366646,x -> y
nonlinear_additive,1.431815694364298,1.7219620464027043,x -> y
nonlinear_additive,-0.715819523656992,-0.714983384598289,x -> y
nonlinear_additive,0.8506492573369133,0.8062200858295001,x -> y
nonlinear_additive,0.05111559980988467,-0.109040698223041,x -> y
nonlinear_additive,0.8557263036478462,0.8515224980599224,x -> y
nonlinear_additive,-0.8483396432211738,-1.1432898549880857,x -> y
nonlinear_additive,1.992097804719073,1.4880521807166511,x -> y
nonlinear_additive,0.8139600518306827,1.1495413860265327,x -> y
nonlinear_additive,-1.5410132672588117,-0.0934345898425108,x -> y
nonlinear_additive,0.3757926258267883,0.8150540991657904,x -> y
nonlinear_additive,1.24701440441565,1.4511079013990897,x -> y
nonlinear_additive,1.3996266418627554,1.0684085337131823,x -> y
nonlinear_additive,-0.311342183336381,-0.7492695633254371,x -> y
nonlinear_additive,-1.108436576071747,-1.240528966386815,x -> y
nonlinear_additive,0.5801204159775333,1.129661148100005,x -> y
nonlinear_additive,1.1495066964374305,1.206052281607519,x -> y
nonlinear_additive,0.03617573240015215,0.2940128915904237,x -> y
nonlinear_additive,-1.5769607850074414,0.02993403134188386,x -> y
nonlinear_additive,0.5714707393322076,0.4692704385871046,x -> y
nonlinear_additive,1.3017603401534354,1.1029470372717498,x -> y
nonlinear_additive,2.0750722910032477,1.3016170362612525,x -> y
nonlinear_additive,2.4722441582982455,0.6100748112906892,x -> y
nonlinear_additive,-0.6586037521609049,-0.638637360617669,x -> y
nonlinear_additive,1.5279755509723367,0.5394392029946968,x -> y
nonlinear_additive,0.9476805065071425,0.9823420304414201,x -> y
nonlinear_additive,2.3646823092335376,1.055438308746821,x -> y
nonlinear_additive,0.04383936848579806,-0.479483027348576,x -> y
nonlinear_additive,1.803207540399156,1.3532238418885405,x -> y
nonlinear_additive,0.02023164561298474,-0.11900427202634728,x -> y
nonlinear_additive,-1.0587362568683072,-0.8943563452389816,x -> y
nonlinear_additive,2.301913067586284,1.2064321709930013,x -> y
nonlinear_additive,-1.0796294864443694,-0.8475180053098205,x -> y
nonlinear_additive,-0.9467088333629126,-0.46826202028296227,x -> y
nonlinear_additive,-2.2010924058485704,1.471683525631229,x -> y
nonlinear_additive,-2.497718628034848,2.4230615944096714,x -> y
nonlinear_additive,-0.7922040896446914,-0.4977456939372569,x -> y
nonlinear_additive,-1.1465283361469714,-0.32329642903366573,x -> y
nonlinear_additive,1.1326696927702926,1.2311651252304456,x -> y
nonlinear_additive,-2.4267515615382567,1.5129680878715024,x -> y
nonlinear_additive,1.9578626485787378,1.467435407592391,x -> y
nonlinear_additive,1.582589549596083,1.0530060899254496,x -> y
nonlinear_additive,2.0482455106076483,1.2875430766523228,x -> y
nonlinear_additive,1.3373694603397936,1.0764542585610364,x -> y
nonlinear_additive,0.7875136115439862,1.0007119579730621,x -> y
nonlinear_additive,1.3189718356457654,1.336996159652221,x -> y
nonlinear_additive,1.8987116925757146,1.0118641770270853,x -> y
nonlinear_additive,1.769172484481933,1.658218621597848,x -> y
nonlinear_additive,-1.1476001319570646,-1.10713269379064,x -> y
nonlinear_additive,2.2616095885073806,0.6820330760184068,x -> y
nonlinear_additive,2.463230617133539,0.8937671067301675,x -> y
nonlinear_additive,0.9683357553184084,1.374699152056847,x -> y
nonlinear_additive,0.5655442850054504,0.8931403233823783,x -> y
nonlinear_additive,0.5671710726362762,0.9405498635112846,x -> y
nonlinear_additive,0.9293106036969858,1.5171437147007658,x -> y
nonlinear_additive,2.031750326611303,0.7828200645904793,x -> y
nonlinear_additive,-0.9534386331743145,-0.9125298841136076,x -> y
nonlinear_additive,-0.4968169155218751,-0.6682170582216644,x -> y
nonlinear_additive,-0.9208107208710521,-0.5728833558100175,x -> y
nonlinear_additive,1.1096402924785043,0.8943506228393894,x -> y
nonlinear_additive,-2.3296956852004773,2.4550448377981784,x -> y
nonlinear_additive,-0.48207833338603034,-0.7272964887495834,x -> y
nonlinear_additive,-0.4773029150715442,-0.8006642087715912,x -> y
nonlinear_additive,-0.5328716455146125,-0.7683447820821874,x -> y
nonlinear_additive,0.3426866345912223,0.2514844585790644,x -> y
nonlinear_additive,-1.2728500062184644,-0.7415728324774988,x -> y
nonlinear_additive,1.9592464580992104,0.8850942054048194,x -> y
nonlinear_additive,-0.6092708875376529,-0.5922767465616814,x -> y
nonlinear_additive,2.2884894171659926,1.0279466396769847,x -> y
nonlinear_additive,2.152019125835764,0.7585386049222718,x -> y
nonlinear_additive,-0.761565526113388,-0.8685714604253368,x -> y
nonlinear_additive,-0.6560663142956553,-0.6237026834188668,x -> y
nonlinear_additive,0.5982833648359938,0.38130666559453785,x -> y
nonlinear_additive,-0.5154651368602221,-0.7094836971807823,x -> y
nonlinear_additive,-1.9610506451897591,1.2612701596830929,x -> y
nonlinear_additive,-1.0899335020228929,-0.2154862930377172,x -> y
nonlinear_additive,-1.570300821038283,-0.02163230118492348,x -> y
nonlinear_additive,-0.3943023291329295,-0.9325812705826366,x -> y
nonlinear_additive,1.9515039881451592,0.8065228917533241,x -> y
nonlinear_additive,-0.15979390105759794,0.11064735104415782,x -> y
nonlinear_additive,-2.2697543591166274,2.3366670971077337,x -> y
nonlinear_additive,1.338837284507,1.2487566412309439,x -> y
nonlinear_additive,1.8049075596632411,0.6481575652331082,x -> y
nonlinear_additive,1.9170080876247697,1.0426079682834721,x -> y
nonlinear_additive,-0.40755679842609593,-0.33833268931921845,x -> y
nonlinear_additive,-1.0234394865753726,-0.4754721195595459,x -> y
nonlinear_additive,2.3601049869997865,0.9107106939381754,x -> y
nonlinear_additive,-0.5998871655414879,-0.029386139944089007,x -> y
nonlinear_additive,0.29102904534313234,0.47612501106740085,x -> y
nonlinear_additive,2.4013553723714427,1.6097287160913947,x -> y
nonlinear_additive,1.7595364354232066,0.7985598437695864,x -> y
nonlinear_additive,1.9570770535578372,1.3885380354966406,x -> y
nonlinear_additive,2.0984106314219035,1.209946456141334,x -> y
nonlinear_additive,1.053589673949829,1.5101260805571368,x -> y
nonlinear_additive,-0.865861793183561,-1.0061839279461813,x -> y
nonlinear_additive,-1.556823925002368,-0.03152705940824818,x -> y
nonlinear_additive,1.229088026337605,0.9718763036056284,x -> y
nonlinear_additive,0.3652856503015762,0.6043373552543015,x -> y
nonlinear_additive,-2.0812186113316677,1.356919500265427,x -> y
nonlinear_additive,1.8261547231297879,1.2190168688007548,x -> y
nonlinear_additive,-2.0393422532666587,0.8252582916992617,x -> y
nonlinear_additive,1.7237202038331505,0.9179766094755998,x -> y
nonlinear_additive,1.498167724997713,0.6353433383989282,x -> y
nonlinear_additive,2.3948843209864554,0.820254550405219,x -> y
nonlinear_additive,-1.1207354502440166,-0.950229980897322,x -> y
nonlinear_additive,-2.3679948877440333,2.30417565368751,x -> y
nonlinear_additive,0.08540297563114052,-0.011701177287826325,x -> y
nonlinear_additive,2.166877301197262,1.000279130935632,x -> y
nonlinear_additive,2.2338768964478914,0.7227854920865802,x -> y
nonlinear_additive,-0.7303126294157263,-0.7936030139263525,x -> y
nonlinear_additive,-0.5413562351291539,-0.7461688499438124,x -> y
nonlinear_additive,2.3086700040700574,0.4725110189656557,x -> y
nonlinear_additive,1.5954951184372819,1.4332116299799433,x -> y
nonlinear_additive,2.1934226338598455,0.5961927801444248,x -> y
nonlinear_additive,1.5428479889034739,1.5780253465551106,x -> y
nonlinear_additive,0.05067476350971978,-0.6142176418738688,x -> y
nonlinear_additive,-1.8091525178774885,0.43147379171668154,x -> y
nonlinear_additive,0.11448933562099661,0.41692485756462727,x -> y
nonlinear_additive,-2.0494612545818436,1.4237862455229604,x -> y
nonlinear_additive,1.416461735154277,0.7173822037897912,x -> y
nonlinear_additive,1.0429750704245793,1.317061138700193,x -> y
nonlinear_additive,0.4074560746986444,0.6929845694465079,x -> y
nonlinear_additive,-0.7147805154911979,-0.7125968422365447,x -> y
nonlinear_additive,1.1305834497079381,1.1779457838436493,x -> y
nonlinear_additive,-0.31646839260987836,-0.6891281747475636,x -> y
nonlinear_additive,-0.27178990660885916,-0.35745444276937144,x -> y
nonlinear_additive,0.5637176003865783,1.0146124747499643,x -> y
nonlinear_additive,0.5531794939725403,1.1190779783869615,x -> y
nonlinear_additive,-1.4110117519706407,-0.3078918775437129,x -> y
nonlinear_additive,1.180377302645594,1.0568557751148235,x -> y
nonlinear_additive,-1.582806172040538,0.2500588851721014,x -> y
nonlinear_additive,1.4778207790371471,0.8498536970939146,x -> y
nonlinear_additive,-1.0660810222176387,-0.9155363369948109,x -> y
nonlinear_additive,-0.013275438253459448,-0.21150891084550177,x -> y
nonlinear_additive,0.9598308476104256,1.2174853005405855,x -> y
nonlinear_additive,-0.26033745333277336,-0.34691384600193775,x -> y
nonlinear_additive,-0.05088001429320155,0.4688627704077575,x -> y
nonlinear_additive,-2.0629330322797443,1.3943882747143665,x -> y
nonlinear_additive,1.3714785033040702,1.5448702217206862,x -> y
nonlinear_additive,-0.27534844005199055,-0.5250901183045987,x -> y
nonlinear_additive,0.26075793377690815,0.11551244699986823,x -> y
nonlinear_additive,-1.4914115146462152,-0.23630807094765516,x -> y
nonlinear_additive,0.8081807587962011,0.9771194746536264,x -> y
nonlinear_additive,-2.193396610423851,2.1440849650353067,x -> y
nonlinear_additive,-1.6068160582526025,0.5190885872650637,x -> y
nonlinear_additive,0.9378708562037197,1.4600295750687038,x -> y
nonlinear_additive,1.0044177543537014,1.2300147706519664,x -> y
nonlinear_additive,0.050587898522114205,-0.280596857608877,x -> y
nonlinear_additive,-1.375474193048275,-0.42264940974387966,x -> y
nonlinear_additive,2.3163126179213434,0.6333225437977962,x -> y
nonlinear_additive,-2.0853052563085948,1.0700734166550971,x -> y
nonlinear_additive,-1.2806017414490023,-0.35399491488413637,x -> y
nonlinear_additive,1.4471901077036575,1.758200726122341,x -> y
nonlinear_additive,1.3777844960616275,1.864263741015633,x -> y
nonlinear_additive,0.44759543957805814,0.6599497120198694,x -> y
nonlinear_additive,0.11718098407005506,0.22686006051038707,x -> y
nonlinear_additive,-0.7657580937605979,-0.694671448953885,x -> y
nonlinear_additive,-1.7028019081622792,0.14273756704397228,x -> y
nonlinear_additive,0.725793380749491,1.433484074674011,x -> y
nonlinear_additive,-0.4989485205268078,-0.49403187333260956,x -> y
nonlinear_additive,1.3712477558250176,1.3216665993997418,x -> y
nonlinear_additive,-1.7025386644516898,0.48924451553210796,x -> y
nonlinear_additive,-0.4632704499443414,-0.7362432883513653,x -> y
nonlinear_additive,0.6192291389552191,0.8843022358058041,x -> y
nonlinear_additive,-0.3064485722343111,-0.07440949882037057,x -> y
nonlinear_additive,-2.356241991744116,2.2717219930656145,x -> y
nonlinear_additive,0.19838749530487476,0.38563470250788723,x -> y
nonlinear_additive,-2.054069503781579,0.8143351771251757,x -> y
nonlinear_additive,-2.4145422090076596,2.837186998328605,x -> y
nonlinear_additive,-1.4059688286705745,-0.13308338524036806,x -> y
nonlinear_additive,-1.5871056974518178,0.35633759119053054,x -> y
nonlinear_additive,1.1558842205187143,1.0465312175009696,x -> y
nonlinear_additive,0.9973354217292796,1.4392730953717017,x -> y
nonlinear_additive,1.453752787980064,1.4525250634238676,x -> y
nonlinear_additive,1.4740925981000497,1.3694840742775092,x -> y
nonlinear_additive,2.261028528250276,1.1838660024712118,x -> y
nonlinear_additive,-0.2507389995509586,-0.8321046052200929,x -> y
nonlinear_additive,1.8447361348814013,1.414008978076269,x -> y
nonlinear_additive,0.7153298800050445,0.9638538791301055,x -> y
nonlinear_additive,0.7365619029482384,0.9530532964483848,x -> y
nonlinear_additive,-1.6548936446634344,0.24005412208762952,x -> y
nonlinear_additive,1.8742031845242693,1.1756207965288932,x -> y
nonlinear_additive,1.151997720095133,1.3860732895498313,x -> y
nonlinear_additive,0.5553377565789184,0.7799505595267141,x -> y
nonlinear_additive,-1.0587690690232394,-0.5107263994632493,x -> y
nonlinear_additive,-1.2116584716314756,0.27079978473950506,x -> y
nonlinear_additive,0.9391000496368305,1.4434852987047277,x -> y
nonlinear_additive,1.5643195346525722,1.1383838652314853,x -> y
nonlinear_additive,1.4860350504456719,1.6221057627642947,x -> y
nonlinear_additive,-2.4117105824725105,2.3980406415889766,x -> y
nonlinear_additive,1.9707458841560364,0.7744818176940127,x -> y
nonlinear_additive,0.08906758459623454,0.5303431974094612,x -> y
nonlinear_additive,-1.4140143309987478,-0.62196444363162,x -> y
nonlinear_additive,1.1360327958730214,1.463701792601053,x -> y
nonlinear_additive,1.356463247334478,1.8439619154328002,x -> y
nonlinear_additive,2.138473478586816,0.5619812041925163,x -> y
nonlinear_additive,-0.20833175228739131,-0.4147914881261171,x -> y
nonlinear_additive,0.5597368821273818,0.6618795057707637,x -> y
nonlinear_additive,2.3527300062443057,1.207735927061419,x -> y
nonlinear_additive,-0.36577667288503335,-0.6906122256532045,x -> y
nonlinear_additive,-1.8811085227606945,0.7521496175480124,x -> y
nonlinear_additive,1.1687826559072838,1.434718195321727,x -> y
nonlinear_additive,1.6064971510372157,1.4841306241251924,x -> y
nonlinear_additive,0.3037799045795495,0.7092090195387522,x -> y
nonlinear_additive,-0.17901329847269176,-0.5239162613327872,x -> y
nonlinear_additive,-1.339800452614156,-0.9417314714789268,x -> y
nonlinear_additive,2.263714325139773,1.099280217227201,x -> y
nonlinear_additive,1.9548541841266882,0.9911597631832225,x -> y
nonlinear_additive,-2.272139819275773,1.9479116992025558,x -> y
nonlinear_additive,-1.7947435812673347,0.37128797338979036,x -> y
nonlinear_additive,-0.2534237916525828,-0.37915170990335484,x -> y
nonlinear_additive,0.4228846477171242,1.0599974598825737,x -> y
nonlinear_additive,0.5636202565765474,0.44990194342600937,x -> y
nonlinear_additive,-0.8840783734852609,-0.8483881011581059,x -> y
nonlinear_additive,-1.5961502160867584,-0.3542721132692865,x -> y
nonlinear_additive,-2.160660498139152,1.8489736474549454,x -> y
nonlinear_additive,1.8505112695920412,1.082864388707535,x -> y
nonlinear_additive,0.5854137695881438,0.6219422245047229,x -> y
nonlinear_additive,-0.7065360880994169,-1.2415080279666855,x -> y
nonlinear_additive,1.475437311432363,1.2736608621345942,x -> y
nonlinear_additive,1.488740723114824,1.2834071059527834,x -> y
nonlinear_additive,-0.06782527782997949,-0.15506788285516282,x -> y
nonlinear_additive,1.399462166826864,1.6500382532535158,x -> y
nonlinear_additive,1.6669749578791846,0.8729304673793873,x -> y
nonlinear_additive,-0.42709255093618737,-0.3688648498760555,x -> y
nonlinear_additive,-2.396131694190733,2.499360386437748,x -> y
nonlinear_additive,1.0431161919376386,1.104169757476435,x -> y
nonlinear_additive,-1.1467071520140766,-0.3916389472715448,x -> y
nonlinear_additive,-1.4596104719284382,0.24026576528478916,x -> y
nonlinear_additive,-1.5202118124173358,-0.45418614560737425,x -> y
nonlinear_additive,0.39256950379069844,0.45133458684465766,x -> y
nonlinear_additive,-2.44595282813221,1.8406985336668173,x -> y
linear_gaussian,-0.7901524999630146,-0.47226444750261876,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-2.0346254818318728,-0.5371753792247718,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.6033017469247647,-0.5353790756708163,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.7442945298799118,-0.6480791470129751,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-0.30968679986627135,-0.2895868496237938,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.36732137294554024,-0.3033985639718989,"x -> y, but ANM direction is weakly identified"
linear_gaussian,1.7103942914776449,2.05172315842015,"x -> y, but ANM direction is weakly identified"
linear_gaussian,1.0607978400658138,0.012105638360952797,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.7076390208060754,0.9134745740827022,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.687749388505445,1.7740627210537228,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-0.8635674537523599,-0.16174506557774793,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.9640167316735617,0.2851190631911058,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-1.6484628156748702,-2.1278928054960278,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-0.3320918127686623,0.2819701275382069,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-0.4372938409341125,0.8655180845000556,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-1.7285187058460105,-2.702627860062199,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-0.11033888700145329,-0.7674292921622362,"x -> y, but ANM direction is weakly identified"
linear_gaussian,1.6434550766344018,2.728202583233968,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-0.3401273376251148,-0.6605654884387322,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-1.2076033402593367,-2.15879032790773,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-0.09105371850643591,0.6836646645304123,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.8539243165009879,-0.2780166986717142,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.19321811565038277,-0.2907686223148702,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-0.0026657164631725457,0.7216875441670845,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-1.4092222584076113,-2.0918514561062955,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.5010157424554261,1.148969552260656,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.4857310867836978,-0.36140548555872953,"x -> y, but ANM direction is weakly identified"
linear_gaussian,1.3412662057172517,2.1239801067401607,"x -> y, but ANM direction is weakly identified"
linear_gaussian,1.489053273620953,2.0664890597584957,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.6885829801010488,2.0073736416409114,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-1.6424168811861135,-2.0731906199493078,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-1.4353935022152693,-1.915188747173855,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-1.0979784550410603,-1.3345444548716836,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.2949249577826172,1.124836981749027,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-0.7872461020555568,-1.4623403155053194,"x -> y, but ANM direction is weakly identified"
linear_gaussian,1.3095376610763625,1.3993710655052523,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.24385526074207703,1.7426645253667679,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.3647673957005642,1.004688445928283,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.7505081047151582,1.406296401663698,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.3402479014279051,0.00046612781541993664,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-1.410567008519284,-0.9763680439877775,"x -> y, but ANM direction is weakly identified"
linear_gaussian,2.4519291799137406,1.9462248972132676,"x -> y, but ANM direction is weakly identified"
linear_gaussian,1.4629889056618062,0.5634702925441699,"x -> y, but ANM direction is weakly identified"
linear_gaussian,1.5231286713207461,1.0448041832179769,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-0.747482633005506,0.20369361697554655,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-1.8474977757527729,-1.9991622679436492,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-1.5066347122204127,-2.4331796431634576,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-1.0534632139707452,-1.4801200457949948,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.8821394661683425,1.352543062659703,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.9003194108080018,1.9215319865007103,"x -> y, but ANM direction is weakly identified"
linear_gaussian,1.458392914492266,0.4520740974458666,"x -> y, but ANM direction is weakly identified"
linear_gaussian,2.1424499559696035,3.4665530413194228,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.520907608641395,1.2975648713046062,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.35456182486107,-0.1154648302922745,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-0.3630023322412846,-0.7169551801904481,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-0.3364626948247302,-0.01903254268261334,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-1.1577837086639562,-1.5463628060472472,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.5108001267806528,0.6905055151883863,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.31817103995393936,-0.42918342616294725,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-0.40519828505149047,-1.833066415304694,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-0.8105855180514764,0.8893849044507857,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.4569514283527267,0.6534588723349802,"x -> y, but ANM direction is weakly identified"
linear_gaussian,1.3061600648002516,1.6704234442922303,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.08149811962435799,0.47532467893356783,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.283769043991715,1.3279437442919644,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-0.5481664388036902,0.06630596579075287,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-0.24852584993024826,-1.0571103010370728,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-0.316502228872869,-0.4487363946087076,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-0.28507864375164177,-0.27592506983048015,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-0.5972447789424902,-0.11549808895841052,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.39638337815465297,0.005550510191273339,"x -> y, but ANM direction is weakly identified"
linear_gaussian,1.299729294584818,1.780705454583333,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-0.9471755173776237,-0.9203926175951782,"x -> y, but ANM direction is weakly identified"
linear_gaussian,1.399206733762922,2.6436896640158674,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-0.4030024427643251,-2.420145119562947,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-0.3670887832022261,-0.3624616997960128,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-2.156465891031795,-2.225543586606692,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-2.4214757028147136,-2.27877121209315,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.7355030418952013,0.8393859994477995,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-1.0910834111861687,-1.8762016735298652,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.8053083193545435,1.4281144000115429,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.0506258749302553,0.3347656037713067,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.25047314441891266,-0.3427602640620043,"x -> y, but ANM direction is weakly identified"
linear_gaussian,1.3333047650292276,0.5124523394929588,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-0.07235507810650275,0.3351288453400269,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-3.266109626900781,-4.406537888234976,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-1.7386253816354431,-1.5120120372657064,"x -> y, but ANM direction is weakly identified"
linear_gaussian,0.9726320393610063,2.2553932897046485,"x -> y, but ANM direction is weakly identified"
linear_gaussian,1.9966802757394717,2.4507404497775673,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-0.0959510712489476,0.06122424549068638,"x -> y, but ANM direction is weakly identified"
linear_gaussian,-0.7021989961574707,-0.7135020798960863,"x -> y, but ANM direction is weakly identified"
