feature_exposure,weekly_value,user_engagement,prior_sessions,account_age_weeks,is_power_user,baseline_value,treatment_probability
0,6.316202551714632,0.06525478330412512,2,3.45051367594929,0,2.040975578340614,0.4597476078723153
0,7.361059924634821,0.2091742914513544,1,5.6703432232352045,0,3.742108550950689,0.5549536085821377
0,6.581274258050753,1.1665877402852103,3,2.3426512460965743,0,4.271282863811864,0.772483343617307
0,9.861154888336351,1.3475943515544997,2,17.410298758416936,0,2.675010585073889,0.686094441578967
0,5.8837474888392824,-0.0180094929260246,1,9.858390917988794,0,2.6453882018363557,0.4394964792275426
0,7.842629919745139,0.38995880499595187,2,1.7681020555895122,0,2.6417927920359734,0.5606508888771004
0,1.6689631591918759,-1.1755001136755354,2,1.0254569779914475,0,1.0821442867970823,0.21259511600111694
1,8.982489692106098,-0.6776876568181975,2,15.00234105182023,0,2.8489454355026824,0.3170426393859808
0,4.054902196056785,-1.0862568889472353,0,3.328134633016048,1,0.5092174859051766,0.2655957845025061
1,8.744494175624306,0.12670397256507956,2,11.966637934404323,1,4.569183646301547,0.6716595005056112
0,3.4665468769367003,-0.5381069136994969,2,15.239203374850048,0,2.2873264087611753,0.31613130144512336
1,8.697606717040113,-0.7740989593447065,3,7.1172794061837585,1,3.464837155545145,0.4717623466744445
1,7.453720015593485,-0.029224067584487097,3,2.272044998585555,1,1.6037662027590074,0.5456954657141782
0,2.0536219720657827,-1.8748778267587487,0,7.586591281946452,1,0.4404131535487872,0.15114888005404756
0,5.848073866370432,-0.09780754737441409,1,4.794921760839149,1,3.63828045567338,0.6028815698215919
0,4.203512187600489,0.4532788188055311,0,5.1052305877388795,0,2.1723467262009186,0.517621184610873
1,9.187098096124247,1.2325757731766838,3,9.039245605330764,1,3.5623301904311346,0.8150159340326917
0,3.2852516395021207,-1.1779193375561214,2,6.363900136878354,0,1.1738880848759359,0.20213294600305973
0,2.8503240159666645,-0.4363544109001853,2,5.614783766531107,0,-0.3079066961945347,0.2563767224330603
1,3.5553902313870505,-2.059247542937338,0,2.1074944501993857,1,1.7851999214919347,0.17917154140251024
1,9.621125346930562,1.3180829310664204,5,7.8291888712222155,0,3.2763036864984265,0.7580996999166649
0,4.660866303201522,-0.21181366174640556,4,7.591502696838258,0,3.1894569084912727,0.4661936347809161
1,8.238083713490324,0.213565361676973,4,11.991079488545955,1,2.764161801654863,0.6233562623526979
0,3.6673047523920057,-1.5395155349428966,1,6.536417038969032,1,0.8300030203068971,0.2102103281938367
0,3.6442813321954475,-0.273732424851671,2,9.041739482433247,0,1.3355787982348517,0.341302263268428
1,7.31302253423582,-0.6360392836244817,2,1.9319227368461498,0,1.4350413699074613,0.30559344535649746
0,3.6641433629962505,-1.2428117510499082,4,3.637432935850548,0,0.3225981712943522,0.1862912395598288
0,4.7873836312673435,-1.2089320480924315,4,7.650195056054724,0,1.39964350247706,0.2155195775628135
0,4.848559544473741,-0.9871983551139336,0,22.649041475159866,0,2.098199022661713,0.2042639505899202
0,1.7811035575552747,-0.9083640045173186,1,8.195330680394065,0,1.788505126647975,0.2493802911993394
0,2.40866049126702,-1.798772851223216,3,1.1899275298846963,0,-0.6502286414465028,0.10746380999136439
1,9.822622129570394,1.272772152678142,1,7.027841767074377,1,2.6907330642755203,0.7843073863059391
0,6.946922058549035,-0.07931397772479226,6,3.621674079353831,0,3.1105509471203314,0.5235660006794455
0,6.929033942376447,0.06022592170363523,3,18.07563017347828,0,1.6320236210245107,0.3949507010262913
1,9.805359856968412,0.04456759227121532,2,4.886309622431829,1,2.4564311104962497,0.5826461547292131
1,7.745920484989515,-0.32967830876962056,2,7.016911009113988,0,1.734139896368482,0.35613749286300267
1,6.69208969968346,-0.1865822467411069,2,8.757792089785392,0,2.5809178623244016,0.4171584824865187
0,6.030555718386556,0.4264450863901885,4,4.0424052273812165,1,2.9267639879061846,0.6954815460599905
0,4.554632702615373,-0.39364338221389955,1,1.1489672935209896,0,2.394664799546799,0.38622311660107067
1,10.208045315787198,1.1390491066036161,1,3.3013124934190055,0,1.9756936041917008,0.6563021431620009
1,7.7074831380981434,-0.34401187171507586,3,2.3727281230755253,1,2.3494262719419554,0.5197609104611015
1,11.284008063625826,1.020664954679018,2,7.395075548925359,0,3.1205059235389334,0.6812901202420378
0,3.1215978173565406,-1.0355762644764703,3,3.829788887755315,0,-0.2948524487547106,0.18620226326765862
0,5.008510359730407,0.15507908116633942,2,5.636436841545079,0,2.445524119573162,0.48965685978814666
1,6.6678639988181105,0.5550908249040434,1,6.189923346402752,0,1.3711299139816584,0.5038623713034431
1,7.873244410148453,1.1806075314927007,2,3.673485920444998,0,2.2463323415742886,0.6832288336039151
0,7.686716153985239,1.2072469505112038,7,0.7505836691527945,0,3.129643717720918,0.7703816659851247
0,2.8355405640881024,-1.0895689601854455,2,9.046854063498934,0,1.3143495975206037,0.21173679845074683
0,4.698990513186371,-0.7675546976282682,2,3.1645990612639596,0,1.7077962475762938,0.29111942462846935
0,8.330531259284413,1.4228184784255047,2,1.3567186285760946,1,2.339106792213664,0.8124067924412817
0,5.748532352919216,-0.49359303636888785,1,5.004494413445946,0,0.1675853573832149,0.2599122331454833
1,2.1579733164045614,-1.621298853199807,0,0.23371192974433377,0,0.2665528122961731,0.1304218288083128
1,10.122933114224365,0.978485071900111,2,12.790025932407268,1,3.110602324601598,0.7489571505413437
1,10.226867721857838,0.4722200584814212,1,5.319380140536291,1,3.7210139293370137,0.7072754502107704
0,1.9425523887465759,-1.3081559428283782,4,4.502726123216125,1,0.28515489499978375,0.2502959206933004
0,7.255470410674091,-0.7023629926984069,1,4.5887759518609155,1,3.1526686876462886,0.46003834181193365
1,11.050451176297916,1.1429699134182527,1,2.8906293631114197,0,3.4132329633574154,0.719838988905122
1,5.778676872466427,-0.5613574256679478,3,4.460117949853988,1,0.6280589525513214,0.38452727241887247
0,6.448838824163737,-0.668489638149218,2,8.076478589731828,1,3.621531709079481,0.48709473001999876
0,4.686593441247062,-0.526546832063298,0,5.918014281762905,0,1.8360347130999837,0.31156761340641453
1,8.50375223630227,1.1640942276499964,3,14.651424408505598,1,2.531952413888602,0.7572928567398132
0,5.479854564190742,-1.7585564232806414,0,3.6623474346164184,1,0.8628502595778109,0.18404028691949792
1,7.746186634755279,0.19440534685865557,1,4.5455879878508885,1,2.0738001877113725,0.5847006679329448
0,8.00256644086258,-0.07624801317265473,3,24.917037702171296,1,3.091761678979895,0.5258764505605737
0,5.544074735977426,0.25920357635373903,2,2.3757239843782014,0,2.5327698822132456,0.527043826048365
0,6.486465309829292,0.5132573444940293,3,11.817772805900805,1,1.8020114089021915,0.6256831742979143
0,2.7254816203502568,-0.17212932444993023,3,4.086108945238337,0,0.5364050387722312,0.3493917097790116
1,8.890597021152903,0.36764372800757,1,7.985592377557837,0,2.929422171101482,0.5374834256946002
1,7.143342552638416,0.22982811848334952,1,1.192848280270917,1,2.846957465015066,0.6399993361440804
1,8.396431317249728,1.1891312635837075,4,7.956906146192223,1,3.279399512693117,0.8096644478100203
0,-0.1674358961188085,-2.404560487762367,1,8.293039516314337,0,-0.3686251115815671,0.06112456367147767
0,3.3400261040002084,-0.3134860480536197,1,8.67227289477477,0,1.9868625208601847,0.35583209732528653
0,5.9296193522878005,-0.07221069718815143,2,2.267655102159207,0,2.954354774842249,0.4822793178605402
0,2.87096029841181,-1.459954533508739,0,5.438030841170535,0,-0.05507676722960886,0.12891913768355934
1,10.153370261274206,1.2167854433800167,3,5.15260967314407,1,3.7338239953766785,0.8267696644741827
1,9.55485732954868,0.393288693805124,4,7.869867274007358,1,3.746549636263608,0.7121589828726897
0,2.330496579291317,-1.7590195014262135,3,6.954911588509889,1,0.7302255570191445,0.19069598741201432
0,0.24024352343499755,-0.3588299863489459,2,7.438470009447736,0,-0.6905475726472998,0.24847718197612034
1,8.20481216052531,0.5960685148339613,0,16.31078145817998,1,3.2198095815143337,0.6628799950890485
0,4.882335592277421,0.0257733230387486,3,7.925378545706086,0,2.2963387686954717,0.4578516954527744
0,2.2188471262882112,-0.793177744164931,3,7.5442275536510195,0,0.5030509085476109,0.2355748480492267
1,7.162168366554597,0.5250595927186399,3,5.197418986926555,0,2.8155286102500914,0.5927129773038182
1,7.7525705057714225,0.2500934405558197,2,17.925900117135853,0,5.315254227174089,0.6044967038685559
1,4.856125674372779,-0.9445063618507038,4,3.5346275963400426,0,-0.47156348065943154,0.19893926364066916
0,7.197930688509807,-0.26594142040906116,3,8.563932282784602,1,3.6833304567545655,0.5782159522362522
1,9.158937046826281,1.227590400586307,3,1.6386911399052566,1,4.270179544678527,0.8496077462757727
1,8.250647608883241,1.1194680428536172,7,2.3660720745169397,1,2.264568589909982,0.8010702774695351
1,6.877099140519398,-0.9631155847490899,0,1.787604075432723,0,1.031859177495472,0.22427333071690275
0,4.370367719666312,-0.6444364416263271,2,3.033395247431042,1,2.698535912186025,0.46472298536735146
0,10.142490746520233,1.3431423572860637,6,20.99081245952541,1,5.947334229438769,0.8796498526312064
0,4.688774259525689,0.5524418612696149,4,4.736942432539589,0,1.7225819759099403,0.5561165206488313
1,8.543794907603191,0.029327160698463712,3,8.68747681924266,0,4.073079573212594,0.5443247103159098
0,6.910948124534567,-0.3211912996021598,2,10.916609326103213,0,1.7624506253686294,0.3456508186697998
0,6.057081620447268,0.17749161118121357,3,16.567004689966147,0,3.0441977229351305,0.49308238222202794
1,10.368225838286868,0.8866062268357812,3,5.78805629512656,1,4.5711120551687126,0.8110253677512105
0,3.0437394779568505,-2.2882008711783914,3,14.502736496152034,0,-0.7547838610261475,0.06128029931093364
1,8.874213087744131,0.8297031487462634,2,4.339117323334248,0,3.1521306563451326,0.6590586117440975
0,4.182238477146007,-0.8995903634315245,0,16.04329917212019,0,1.2378640192387569,0.20379388513903474
0,3.9253697695643512,-1.2850416213888096,2,12.006150339385291,0,0.8077016737111404,0.16567634899638858
0,4.806820815821346,-0.6508762134240885,1,17.81588883074499,0,1.8282624479262748,0.2626409979085445
0,4.963397539409371,-1.0716498339832432,3,2.5094232448271576,0,1.7451566367507998,0.2542770199266813
1,4.57987911980489,-0.9911635360199477,0,10.351693083413501,0,2.2321416901503097,0.24016449456718916
0,6.223472269901245,0.03888916544090619,1,2.6771254500611863,0,2.064989882362834,0.44866958370734195
1,6.148090781408253,-0.42375021508668054,4,9.850665854205172,1,3.0376861974384592,0.5201832965337664
0,8.938315466744932,0.9579844491469195,6,7.997464946601215,1,5.328096191842658,0.8522105283996654
1,5.281615324554863,-1.507682105312456,5,8.512409343225698,0,1.6692334899761105,0.19000385508686712
0,7.718537758590891,0.7718095941904444,1,7.914996920257132,0,2.449775438548451,0.59355416706507
0,4.459471997070732,-1.1784184295807265,1,8.026748243842736,1,1.0150650410652944,0.2650034502815894
1,7.736691796873894,0.15962586437357323,2,11.604787796919283,1,2.521536442234535,0.5836891053051367
0,5.34498415498147,-0.3231500464596917,1,13.912457093102919,0,2.734762170143495,0.37045754134148656
0,8.01078797201775,0.9225702704326443,2,0.9122121748206387,1,4.110107365851722,0.8063389164779347
0,4.669256801273247,-1.2341770847776903,1,12.541993671328688,0,0.6702380097616603,0.1609165886975855
0,6.553268725342386,0.08295951835632184,2,10.45410481415657,0,3.487943103805722,0.5092850982587166
1,9.84871975705293,1.5358880722876938,3,3.5364436364082046,1,4.734620052669465,0.8851965132906632
1,7.231512534281986,1.260559874632042,5,4.233580703426844,1,2.618454508373569,0.8128498379107596
0,4.65633724449186,-0.24391415714109993,5,14.749872159431265,0,2.0606462971933683,0.3883507315967036
1,11.262899434812873,0.7707113791827754,4,16.191940754759,1,3.6430856897774593,0.7431311939165689
0,8.353741381172108,1.0872801012157194,2,4.924242736974521,0,3.738295065291113,0.7258403434040224
1,9.48311553520208,0.5351113869789174,1,15.546014694508505,1,5.050338344679014,0.7398071694059101
1,11.148687838946941,1.2129618619638267,3,2.871970759240391,1,2.9064655198662166,0.8066804397495386
1,7.944202927051682,1.0185120706554913,8,5.228864566869864,1,2.3016601025365846,0.7886336002079135
0,2.915348495710319,-2.1618598512882103,0,3.543645848727331,0,0.5601009991141974,0.08942936578714891
1,7.527256029109393,0.6773707905193843,5,5.475488148567521,0,2.5348706922036204,0.6263847907892639
1,14.993798418591933,3.5597283730301466,7,4.672456316364263,1,5.79513335419482,0.98230678655305
0,4.597195824430711,-0.310772696067366,3,18.348289625311214,0,0.6281862157484477,0.28328897054680724
1,3.967130986220822,-0.24353622917969667,1,4.1542542718540485,0,-0.8059000127610758,0.2634093935544299
0,6.589297022853065,0.10438201768345808,0,0.46173881018631524,1,3.010616418105292,0.6174415168159829
1,8.721572271589611,-0.726751755679056,2,15.77714738436702,0,1.5575891217910947,0.2541611978630561
0,5.316459969931659,-0.2645742302648622,1,9.048900419135936,0,1.24787632186433,0.3300812442445095
0,5.155147933913446,-0.04359615808581644,5,9.068997247241631,0,2.3425426163584055,0.4619727353037279
1,12.106924376113255,2.031480743456111,4,0.7692791045344356,1,5.700630303412034,0.9378343926186765
0,2.856395291448962,-0.18332357613149702,3,1.881064906201427,1,-0.05710035292638205,0.4338169155623527
1,9.284459211319106,0.6167254222204291,3,4.715492103458822,0,3.6358834836246023,0.6501786675743624
1,7.45464801000062,-0.1390594238062811,3,2.9188295459143276,1,3.6241733594679424,0.620060421138938
0,2.8362953312215,-0.8664671793552545,0,4.836139224411333,0,2.3704431944944147,0.2805717744027158
1,6.156619305597711,-0.6007386092066753,1,8.969197659762209,0,0.9863037614666693,0.26349762616099476
0,2.1506952635323215,-1.0560066925209761,3,10.325918501076284,0,-1.088808930253052,0.14836836857758398
1,7.119109899198289,1.4052516161264619,2,7.821216004893559,0,2.74058172080708,0.7280990788877255
0,4.671703589107855,-0.1916252745567032,4,10.18711204475504,1,3.9624772169406883,0.6097802354107192
0,1.7342208797810443,-1.38845694428095,1,1.6286465867052498,0,-1.3892786556552938,0.11680388082738805
1,6.492424712133316,0.031385075499302174,2,8.377721216046034,0,1.9229727894126727,0.42899242852236846
1,11.727454396122845,2.08295593108658,5,5.200967361027817,0,5.4818021877947825,0.903323524954769
1,8.202558798764272,0.30786709355101527,4,1.7339415448809878,0,3.214650406251836,0.5922355181016399
1,7.7041791389875645,0.008673423723772096,3,1.8912448141120701,1,3.0910110406278926,0.6263927070108839
1,8.450003484765444,0.3259530301444101,3,4.235395421675601,0,2.792577825385889,0.5561983033502231
0,5.232177555543294,-0.3433207527889045,3,1.530130225684001,0,-0.24098233855750095,0.2940478347357334
1,4.890274207375185,-0.982255877782863,3,0.9655501378933837,1,2.2487255143345504,0.3939967111127414
1,11.110642678100104,1.33918702944213,2,15.93881501936024,1,4.300610366868063,0.8281239795886356
0,-0.3024327892008827,-3.2547057876681182,2,12.886884857637654,0,-2.0432739213944875,0.022406941528770534
0,4.6143782133764955,-0.48921563452629635,1,20.353430213627536,1,0.7290045316063918,0.3294059557680185
1,7.439593856765744,-0.85568349695449,2,6.433548699629234,1,2.9074614942412595,0.42078353641172545
0,7.3238646113485935,-0.17551381660892368,3,5.311909758023972,0,2.492586997721244,0.43743654037688895
0,5.425173650022306,-0.7015539635183569,4,11.452292549810746,1,2.5129078278556123,0.4327976075607936
1,9.021338264454371,1.1574099182833844,3,8.991037156226522,1,4.438629570157176,0.8318489639943398
0,8.636121249337675,1.5896323791892248,3,8.601108138882152,1,5.335392134987906,0.8937629540710434
1,9.406461844381258,0.18425005600502448,2,7.835512670558312,0,2.999796419268331,0.5149522001397012
0,2.9771678756477793,-1.2253995418301502,1,2.8953527798145644,0,0.7732921828399493,0.18556468379274885
1,6.198240070313135,-0.7015854725691566,4,2.3475190788347025,1,1.3036135710551977,0.4071503133011632
1,6.1466397093296194,-0.3269761422697439,1,11.214873462754868,1,3.387580839222341,0.5219139903590408
0,3.6359614141848655,-0.8646930914594637,2,9.041127707565948,0,1.667229716343622,0.25656001189280264
0,3.2828243530816987,-1.2076976949106024,1,1.5462876332133337,0,2.298890238208654,0.24239850605363045
1,8.788842969545735,1.762727319742675,5,10.496385992289264,0,5.414928566489209,0.8682669605389819
1,11.682779753941738,0.9617324199921132,5,0.9166408815707697,1,6.40762206090795,0.8846438397452957
0,6.484066803501584,-0.9412595395458109,2,11.54701436286775,1,1.4531476158320717,0.3196059415135175
0,4.11153034265869,-0.8515972430288504,3,4.152813762631072,0,0.6961521354647898,0.24336113733842812
0,6.742333526752196,0.08525010779484542,1,7.006515290398151,1,5.127664351001453,0.6960662784585957
0,6.148978845046525,-0.6428089708460806,1,3.2115449425006486,0,0.8930600721436657,0.2701605165111323
1,8.80961043952826,0.5930616271978331,6,5.418251589509921,1,2.6645437646616474,0.7243383242937047
1,9.423591296484553,0.8079827476982454,10,3.6858848095577272,1,2.8612103676733383,0.7963019989452861
0,5.793837800240853,0.06297189799817546,1,12.098903690434092,0,2.6518061803240283,0.4475079352480802
1,7.424071027311222,-0.9002277299464745,2,8.217404074089853,1,2.672720565356103,0.39438923929834946
1,8.532169234189894,-0.29209841513141754,1,1.2064781246978615,0,2.772082332413852,0.42375940072794077
0,2.74264746431632,-1.614575196566304,5,7.741453617800559,0,0.004148283850555101,0.13505868129266313
1,6.546692290194978,-0.3478091083282183,2,4.881219184871333,0,3.1523979148662873,0.4277624971873997
0,9.20680060179512,1.8098321471124752,2,10.618254333367338,1,2.9530148530882525,0.8531087950893734
0,5.509424825322854,-0.5386336458292206,3,11.924031768532316,1,2.5780786252274854,0.4565717879975826
0,7.788322891533184,0.6886866143944701,0,6.44890048761823,0,3.273217700947823,0.6127435413197692
1,7.051342507423935,1.213015691055796,6,4.4441926736728625,0,1.0228854016410391,0.6678166852207484
0,9.552671070014165,1.6145191953101277,5,8.592270123057995,1,5.148262176456221,0.8995634802160319
0,3.4620978001270615,-1.3120113014055277,2,4.425048472231908,0,0.8335494677844781,0.179568322620039
0,3.150597353786635,-0.19248623775283452,2,3.170313392575052,0,1.076624188591026,0.36442279467154043
0,4.058122143930017,-0.5493267864429641,2,9.315587849009122,0,0.532354073790235,0.2606246550771205
1,10.169254893266142,1.3663653048505653,4,7.5127484704069785,1,3.4083031970692526,0.8350792611829099
1,10.28743051188749,1.095925914779662,4,4.702896999836895,1,4.18588853980632,0.8324895573829308
0,5.429024766958969,-1.0438508640133404,4,16.80098746314462,0,1.0617343440885265,0.20346960863638194
0,6.612550925007405,-0.5422149113737359,0,15.005725781742635,0,2.166540563023018,0.2941008378165508
0,6.718634550319943,0.36607240383645145,3,2.5122094959590964,0,2.287011016600663,0.5455178737658692
1,12.943800216096452,2.05897625823987,2,2.7365754713106343,1,7.051617814647964,0.9476709629333854
0,6.004654675038653,-0.35550378967470125,4,5.603930854907379,0,4.200161416370645,0.49539270258429996
0,6.718979162337937,1.2292213203271327,4,20.24067992237255,0,1.5832529794226238,0.6239662671146371
0,4.539039284707597,-0.8260408432145292,3,6.543091872975692,1,2.4928739368856445,0.415711279536049
0,2.50960755989712,-1.2130968964775335,3,24.41461126485418,0,-0.27349395551146083,0.1277060332782112
0,8.276908230489038,0.8253032167236793,5,4.231128192231802,1,3.7259519798885314,0.7928130711441738
1,5.354138213778431,-0.7692468437722233,1,8.430155253964232,0,2.872621905239458,0.3148966047518372
0,4.13956680962109,-1.5506521270542608,1,13.402967705304796,0,-0.277490191827517,0.10841210660477078
1,8.058911763752917,1.2537947052381964,3,6.19561759086369,1,3.8017058180529624,0.8306783736656377
1,8.652688339778452,0.6117682968754159,6,5.806632222713226,0,3.3770223717043253,0.6609923579743817
0,4.2639257043989325,-1.27459251362465,0,12.546619631026122,1,2.246037433309797,0.2771453997020198
1,8.522331516782033,0.8579642784786164,0,7.0112688654606865,0,1.5564697337649573,0.5603287401605666
0,8.242196344104592,0.4337024452684145,2,2.086917531940138,1,3.673112495162665,0.7171322283989123
1,8.236646847281053,0.5588881572411314,4,1.9701880914998893,0,1.0214088829216816,0.5329122116806249
0,1.370230265601199,-1.0604070954019689,3,3.245978144906382,0,1.914525723962465,0.26035770626036
1,8.201332492973517,-0.41429800708584874,5,6.136712892271454,1,2.2528735884243694,0.5067709907125167
0,1.4703229906247348,-2.127759705661655,3,4.440481631138351,1,0.3165641066810824,0.1436250566393202
0,1.9323416633813553,-2.129279876487245,6,4.568672636973981,0,-0.4960670820130568,0.09269472466391059
1,8.49381363290566,0.8037746596188647,0,2.437486144626078,0,3.1801330863253336,0.6439348995541228
0,7.815735229654486,-0.46875031434458053,4,14.907146810665404,1,2.047040121867492,0.4429496734042816
1,10.81303664304165,0.2052081548688116,3,8.506649542695044,1,4.24389062988914,0.6911166460360192
0,5.413112317443118,-0.2271338704147256,0,19.347225994822953,0,2.6534179290787607,0.3563522490888338
