feature_exposure,weekly_value,user_engagement,prior_sessions,account_age_weeks,baseline_value,post_exposure_activity,support_ticket,treatment_probability
1,2.5722009191877735,-1.7040770041170938,3,2.4849685583211363,0.6520893597356303,-1.1947017518437275,1,0.14477470677178547
0,3.695083598143291,0.28697587878613073,4,6.275637278748079,0.12912650567086992,0.7330889564330579,0,0.4596718486223892
0,3.7930706845581486,-0.5615144689797945,0,6.041234033454705,0.19121178021999663,0.48069148731653344,0,0.2701288835668623
1,11.443627592914787,0.9286482876454955,2,12.521502500937315,4.887301453980619,0.3301078169444811,0,0.7778296207042943
0,7.411822184344574,0.11379425356523251,3,1.1972056086804894,4.4409958444417015,1.2148383202777533,0,0.582819552509448
0,8.163271529537559,0.5720172533764897,6,3.2771749869863886,2.524579493285943,2.4954643176730458,0,0.6265820924701605
0,6.757066428740382,-0.08367584391494008,4,7.785843132191945,0.18826261325097704,0.11906504449352648,0,0.39715426755464545
1,8.773414008260826,0.7519237952456632,4,1.1528513558225217,3.139212667335667,1.6550703556791813,0,0.6569325655293408
0,5.358175287806204,-0.10331715721652544,2,0.8434772412153684,2.0876896754256116,1.9554236535410676,0,0.42311472925762117
0,3.6445709148558056,-0.9822015508199493,1,4.447281691002577,-0.7607061533695889,-1.6251584232488878,0,0.18336063089775964
1,10.349287857140839,1.1827683822490698,5,1.2337742317842018,2.0736864984523242,2.069211865340424,0,0.6993393240494926
1,10.856240922048785,0.9800081476549486,4,8.588430614932392,4.371750163937527,3.4180119900587753,0,0.7690030022537656
0,9.859205743845912,2.2666932138811453,3,3.12979108787819,3.0274938293046616,3.0511136174152886,0,0.8630550292265006
0,4.997534357593843,-0.14220093149203353,5,2.191291911001806,2.2315219398658255,-0.4639872250455655,0,0.45803372541811166
0,3.702107797617638,-0.5799002829800761,1,3.9108877350097355,1.77693496348204,-2.342699725205507,0,0.3261051579575925
0,1.3044287449735088,-1.4470425027291827,0,4.985078810602785,-0.03404495599623503,-1.1892328367210623,0,0.14628251762279598
0,-1.9266572949126757,-3.859277514716476,1,12.579970564747818,-3.0692906612002564,-0.7399204408192432,1,0.017152754826744693
0,3.75746102853712,-1.308398340087321,3,7.147831135625877,1.3832416682789126,0.12543265718184216,0,0.22534616237558003
1,9.513752299851602,0.48681855045100436,3,4.662382162114609,2.7318390498718084,1.3017095871363427,0,0.5973495200503378
0,3.6968829344810468,-0.8855311413697625,1,10.26133086295755,0.3405130883934868,-0.16728203804049274,0,0.24938294903467034
0,0.6600879654722169,-2.5948239990829336,1,1.7897574302535733,0.4909619043430331,-1.7311419981833427,1,0.06838979288165845
0,7.3518150806676,0.6082597078488055,1,7.033234688937137,3.4863794116689184,1.5018297741179083,0,0.6444704844786505
1,6.180317369865098,-0.5916575081322901,0,5.4396883482896445,0.2603504230746423,1.75946623061619,0,0.26548166783890353
0,5.920858551893679,-0.36100409352785295,1,7.735888084567623,2.6987137326434048,-0.3033436648757974,0,0.42352558307124055
0,6.391115684271503,-0.43143950165476136,0,13.014449265651011,2.0429587941473097,1.4276388560423683,0,0.397203711567625
0,4.026882238073663,-0.13469839560367824,2,4.443639360049264,0.985652331037125,-0.5743026478277239,0,0.3866375104117983
0,6.5197871174571524,0.47444407695595,5,4.023240274989201,3.354317601519637,0.3964005855808831,0,0.6373306912058913
0,2.6649532477709057,-1.7345166510884678,1,9.49613826693172,1.5047179928181762,-0.4622064676241523,0,0.16982876573368258
1,5.639119577134202,-0.22711744271967574,4,4.127086945347801,0.7226502497871086,-1.2596596215315339,0,0.37541035221245295
0,2.0577376777646657,-0.5085891107173511,2,7.13023439631641,3.1847664652196466,0.044778533222953054,0,0.4228685611518412
1,10.60209256664122,1.1367247203334006,5,10.865009593398616,3.4360469627204364,2.4941274271156715,0,0.7764623713581629
0,4.0617040551303845,-1.0352973533071197,1,2.353001745148938,1.4129161914653174,-1.996106478653728,0,0.23382225856898622
1,13.085457316165877,1.6374114454309625,2,31.152336448365645,4.1872560766764755,2.7744944148503556,0,0.8876224180668748
1,9.180478669371787,0.6080331975223119,2,4.165976813282609,2.004100874688656,1.3675730256179546,0,0.5770034570827081
0,9.097874249790838,1.6246433863782133,11,11.258917698939612,3.5993853271259315,2.7943276619424484,0,0.8713314159046545
0,3.213370843147078,-0.7044853751017233,2,10.21622426370264,1.6110682579717461,-0.1056287281546795,0,0.33419514497662145
1,9.079487619946663,0.8059521152228815,3,1.3762939541945907,1.8003148445716493,1.5692274218647746,0,0.6026081292995046
0,7.050239739617182,0.3631040001715692,1,8.69631141658633,3.4259957985729326,-0.533907143662545,0,0.6037437301920051
0,0.46932819528817116,-1.497670353579111,2,5.950324580376719,0.70573395499325,-2.2651591259706074,0,0.1719175565411179
1,9.521997787608225,-0.26091789722820546,3,10.835370699248655,3.7470773197541725,0.9020789233871214,0,0.5255893764783236
0,4.0888287661802565,-0.4526963321434531,0,12.919669857863493,1.2695909492975455,-1.3636677893759779,0,0.36002922611837823
0,4.4778481653681474,-0.9661537662976033,1,12.812807127582003,2.135327925462159,-1.3420595023519812,0,0.3116733455146723
0,3.7096868856048384,-0.7681495562031,2,0.7920317081444648,0.6903474439516852,-0.03511210895990374,0,0.25078754077273063
0,1.418145660324513,-1.4398268099452578,2,9.93003919212953,0.6314296608548071,-1.1746204973541805,0,0.1885280030939274
0,3.914214514476952,-0.4671738791781496,1,16.164598874108652,1.9724454052954528,-1.0517264936107327,0,0.4120718660621561
0,5.383021397772693,0.3341363029795037,5,13.246126478510782,1.857049145084672,0.17512761364915078,0,0.5906130861796874
1,8.321974200896785,-0.7788386330876441,3,19.19314147664702,3.5044403610450043,-0.2658249594334341,0,0.45303663986827336
0,2.2572279785111853,-1.5631519863854781,5,14.698689738330167,0.9700682808651986,-1.0798909086155526,0,0.21722093812923232
1,10.277656650695754,1.0453300853245673,1,1.290070825724088,3.113062510241941,0.8091352357910316,0,0.6818782033436546
0,7.275851545625385,-0.37081461226831575,3,13.355663484059303,2.5265453408447787,1.2770383009311557,0,0.4613869721003525
0,6.102355339701226,0.027424727629300243,1,6.862536320366892,1.5352326053420033,0.22363644685208428,0,0.4441175373755139
0,3.289921447655075,-0.23394341341574568,1,5.37706328755505,1.2685611971117896,-1.7014876529184082,0,0.37489528106890113
0,7.47780049797621,-0.5401185262342673,0,12.937710644185563,2.1569435598327384,1.024691369147667,0,0.38105073739562495
1,11.35929516443863,0.6017587397889111,3,6.411934777048452,4.7332608858400285,1.0596248056826674,0,0.7071604313498445
1,7.181050538633323,-0.5299062148166881,1,4.629915981235713,3.5800066506188166,0.22638829380032416,1,0.41412818822512437
1,8.436120587815592,0.028727294300772213,3,8.139823909331222,2.7741181730786506,1.7597487415744237,0,0.5262557232236682
0,3.1841113330906214,-1.4449418453788945,3,8.236546172334892,1.2171477425923627,-1.8339787719131913,0,0.20552138799504632
0,2.838837406071004,-1.6387657921658814,1,7.729377093136979,1.3237227231368789,-1.094006837103001,0,0.17105693750094242
1,8.170631115222498,-0.38955695537009144,3,10.057743463250873,2.403407878483215,0.7300936981642467,0,0.4358855919608726
0,10.707246976804845,1.9106715035731066,7,13.482182817523126,6.026763787676387,0.7274113450140663,0,0.9215068131259144
0,5.673741128139991,0.1812625943452766,1,16.18901506082336,3.796888604232322,0.9578124713111026,0,0.62063169909968
1,11.932297027451783,1.9336300601288359,5,11.714825253563486,4.512706220560129,2.194881540088306,0,0.8902686018989581
1,8.285125538181266,0.4521845499496128,5,7.2531538081791,2.4220109902077698,2.2629234183206446,0,0.6089195096310339
1,8.207638175196307,0.4534593078626402,6,2.3401546086990033,3.2752921632386656,0.611284827486377,0,0.6316084113583734
0,5.044442162188186,-0.5833236968021522,3,0.7785023694585833,2.0763950952664327,0.7225201578155461,0,0.34133789275263293
1,8.794371517477737,-0.022417566518173702,4,9.018499331477233,2.295522768845128,2.044523008600831,0,0.5089065657319033
1,11.920765852857981,1.7912857198271908,4,8.323866582607128,2.821417671199511,3.3351384904343564,0,0.8274070850728578
1,9.93521733907167,1.1851895804822443,3,4.222980949512502,3.2221381546432704,0.41447769765196796,0,0.7374189042294981
0,4.058346582930455,-0.6261892903522636,4,4.991793589310723,1.252284708432514,0.14120341222099264,0,0.3283396229465028
1,7.999781212102478,-0.46981695997984013,2,30.43521483625911,2.891266246515293,0.18688669133270236,0,0.5332704287477823
1,10.16141688943664,1.337241742949975,2,4.215911323011685,3.5257976668823154,2.7517835540092204,0,0.7629199387329383
1,7.40247623323801,-0.5147852634626356,5,12.319345529874516,1.6001916420551452,1.7839312531878826,0,0.40675249620367837
1,9.607529686585803,0.9197404973376132,4,3.4677188028668877,4.64621778654208,1.4849863815317677,0,0.7505346844635622
0,4.7973473633963755,-0.9095622374384135,0,10.21320203471749,1.5197486564866542,-1.2227861537082179,0,0.27891881230459714
1,12.161466700815849,0.6280165940626083,5,7.843644183230713,5.422237949436334,1.2325127932233317,0,0.7568136422039634
1,12.014052993053145,1.5262020846668078,5,6.195560042305547,4.498234614785682,4.136471257889095,0,0.8395057351541197
0,7.164665481559005,0.835006130784672,5,0.9537432528115621,1.6553056529182872,1.110610451293159,0,0.6189360595440246
0,5.814878908277004,0.24344399384005985,5,15.871469849861034,3.51760176563976,-1.489037503864632,0,0.6559624887767891
1,7.7277463174790775,0.14039998297355255,2,5.30905889808719,2.601102956209959,1.3855062339080373,0,0.5166687448446495
0,6.406264840064583,-0.08455620551134427,2,8.519136450991116,2.034670917974404,-0.9182910030929786,0,0.4623162279212292
1,8.364067287735265,-0.023061339558410495,3,6.514566089520829,2.2162214324995575,-0.1642334816464215,0,0.4826974386546283
1,10.689408352500296,1.1788224355661225,4,10.753130540245971,4.725270555747942,-0.7914707728443426,0,0.8128550357319866
0,9.153165922327611,1.15390491426208,1,4.172118828645398,3.672293515181435,0.8534836949105548,0,0.732546116004225
1,7.770244387581471,0.40781216959604366,5,13.068794671586577,2.7576578495205246,0.6226027937202224,0,0.6419882150119288
0,2.9931230796126442,-1.2592136077645948,1,1.997543099806168,0.1977661520304338,-0.7463132716218872,0,0.16912769227588734
0,3.1569797883267463,-0.520658641532731,2,8.243414608622286,2.2229886012910036,-2.26988844590763,0,0.3842563839567688
0,7.097372611920332,0.29740088482682187,4,1.8369004680608267,3.49532050105951,0.48311758563498464,0,0.5899639637251948
1,7.5916244148492185,0.05149551908664256,3,13.997250869157812,2.045692036721789,-1.0841565475219055,0,0.5273142799108961
0,0.7567666572514528,-1.3529665793595937,1,4.506065084255145,0.7211373394769958,-2.4576217705638523,0,0.17910143342043136
0,7.175447250423079,0.6640093321096796,6,7.813866315520035,1.385557691902173,-0.026013653554859517,0,0.6170120853013158
1,13.638073202011961,2.5988309831504903,7,3.8813908814829854,3.439013881910407,4.514852915685735,0,0.9133874236044853
0,2.9900283275662183,-1.2265409197470718,3,6.280088333555405,1.6561827174130448,0.39060255081835527,1,0.24277633587729822
1,8.869305011678634,0.06377375209811639,3,17.12671915840148,2.994816547313903,-1.0370456782520971,0,0.5872528656526381
1,12.179751209646287,1.61978856621042,5,10.053979035944803,4.276538547759305,3.684609541338367,0,0.8540452295712074
0,4.158839531701287,-0.41734810360675173,4,1.9586914963119972,1.2629569197155652,-1.4774116811590443,0,0.3526588200566931
0,4.729335885900705,-0.40774174906919597,2,7.889746713821099,0.41086881868624636,0.13682431569160547,0,0.3286180474287445
1,7.879547135475811,0.16957523098743163,4,6.456687734629435,2.7631322505496736,4.116909195303753,0,0.5553121331739346
0,7.391934930955003,0.5669816138670667,2,3.7727873807931442,2.842946908984673,0.6130455101465673,0,0.6036678440632626
0,4.427688532818403,-0.4111957110197731,3,11.933476257407627,2.099471118729019,-0.42975133794234777,0,0.42742075499852117
0,7.613833119756143,0.9798143542823354,6,3.8136417855791933,4.291552160419349,2.003729030833923,0,0.76361532568956
0,2.225659009986082,-1.9049970217947472,0,8.729865489180158,-0.8670805439766646,-1.6262343774380428,0,0.09925992596884134
1,9.855141789389812,0.655421857244873,3,13.485490939510585,3.3351685771346498,1.284124571484117,0,0.6930415693112102
0,6.995206255184791,0.36877126586848974,6,6.121560080243221,2.8507618042588314,-0.3332784127900154,0,0.615522288937788
1,9.172874040398153,-0.15890898812285262,7,15.389352958347295,2.1006010010265967,2.508409598974184,1,0.5346364484402208
0,4.975457451881448,0.38736743152539377,1,7.842380424650645,1.831755900553915,-0.2719607244203932,0,0.5340615662193223
1,8.424913382983709,0.04787779318377918,3,3.1863212650877206,2.2786903221717,3.0196291069880488,1,0.4830547215464404
1,11.225751995283533,1.329818670087016,5,13.679322194865144,4.716806677863988,3.5054870441258914,0,0.8437589156478569
0,3.083109559382454,-0.4617116581712759,3,8.104038796261595,1.2226269047264746,-0.5919047070283985,0,0.36187953365468967
1,6.803797761570447,-0.04141893043933976,3,2.0533205037619346,1.4752827957627705,1.3496943732539077,1,0.42396492357050963
1,3.599987319480819,-1.387654881387399,2,32.84772481276623,-0.38713216247672166,0.34730140798357123,1,0.24179689560348996
0,3.981034730960498,-1.1247761756336008,1,9.438482528571614,1.1365707088279484,0.8278691117140846,0,0.2374939012982064
1,5.803500787141385,-0.24098292687567094,2,1.8456511089205005,3.2441349743137264,0.8409586486595826,1,0.45216449598233543
0,1.4480766341468447,-1.5560283497926257,2,3.774830597574656,0.9572100992624555,-3.0989555774020894,1,0.16561511869698836
0,2.2169860659708025,-0.8472880919393981,2,9.431531713708695,0.1819525012094927,-0.14473524449415248,0,0.25417871426677285
0,2.686572444857096,-1.3260211766736796,1,6.7774347059234366,0.8405869425302747,-0.8551919440365099,0,0.19248201638924026
1,7.885855643866734,-0.493601948194795,3,3.7330135826726907,2.3062408719092096,0.271346363435012,0,0.3810490480842931
0,5.607267856960012,0.11743839429605914,4,12.927756012087135,3.464980055725121,-1.3853544705286662,0,0.6073537308034332
1,10.35607319486527,0.9435369892862817,1,3.697722851251415,1.7636381556053495,2.2278530535836882,0,0.6192200178011926
0,1.5093591900881016,-1.9406078816289432,2,3.591605910601261,1.0385956967341456,1.1698302332570314,0,0.12856496677348855
1,5.898666535852183,-0.20033897046056426,3,14.107319879206948,1.383303953953276,-0.010711744352055241,0,0.44790720319387684
1,10.238598854092581,0.8657073055485704,5,3.830737942498334,3.4108111423740906,1.9843790162466983,0,0.7074697120492951
0,5.852040741063335,1.3801302841729033,2,12.503236231173458,1.0699381006972142,0.9832774472674739,0,0.7164170527618375
0,10.098081377020076,1.4060709502619853,2,6.638544427889296,4.22208948798501,1.095922161930552,0,0.8018033655640604
0,2.0744470152235603,-1.4343265844965274,3,1.8294199651596044,-1.9009620585004212,0.022628826164572735,0,0.11577672639288872
0,4.836238878273026,-0.5131397260884635,3,4.790721531452598,0.7347223126392173,-0.3676388815874834,0,0.318115159506577
1,8.308181237549908,0.5641874893843708,7,1.3886342517177506,1.999710287845037,1.3854163367156098,0,0.6032608140844651
1,7.726159674411148,0.9387234898768438,2,4.109736225115466,3.355407643937444,0.12157369679017416,1,0.6936303691320845
0,7.609867948206307,0.2820188282897474,4,16.6735545328602,3.7973563654894624,-0.564196799453989,0,0.6687662547825792
0,6.292640699947739,0.26558640328963834,5,11.961687619445101,1.9739760047319876,-0.30236822535125707,0,0.5761573581227791
0,4.404958819700631,0.24109857143139354,2,22.69987239703656,2.4766186027222847,-1.1124572833325423,0,0.6160149595549356
0,2.619016392330058,-0.767360786337068,2,1.3382937259296848,-0.207450791609181,-0.14301422468029162,0,0.2236599357398798
0,7.944288635697395,0.16129042571022478,2,3.5005623085936475,1.7327759582621174,0.8069074821665444,0,0.47276280463359616
1,9.610138120973122,0.812236820154686,3,9.929780622460987,3.2074889073285413,3.660483338077737,0,0.6996712916112805
1,7.87684244874815,-0.33907038376846577,3,3.9886506714669756,0.307681148171536,0.07310212478197997,0,0.32825221547457945
0,7.935629894380225,1.1728353212200668,2,5.020892278083383,2.836463921470771,0.9587028830453851,0,0.716923022510804
0,-0.7443683660091812,-2.8421345556851825,1,0.8500368995557578,-0.3786407569709358,-2.2162464196265623,0,0.048114450749641595
0,3.715834057278233,-0.32651169373316946,4,18.189333012747774,1.7102373291236668,0.0031354981845616026,0,0.4676502587599467
1,12.763913346512926,1.700220235506148,4,2.250540691784761,4.253985004711843,1.8340845167169841,0,0.8362934815766676
0,7.276135596089915,0.8735536573431392,5,14.066236292009258,2.689261559898613,0.6051841901671902,0,0.7239688674989546
1,12.301116245454368,1.4441728528739437,3,12.96732028165586,3.9766378037674097,1.5828506011661463,0,0.8249829746763075
1,9.915424743002182,0.14612519800614662,2,1.591363967817795,2.982850191429986,0.8023969004833098,0,0.5164042284415037
0,4.743606405409245,-1.1817241461859231,3,4.839024919115717,2.3153317202394352,0.9896564263696312,0,0.266620088461126
0,5.618034805895091,-0.5104510153909563,1,2.2403721438085387,2.6749305689152427,-0.45812148234400285,0,0.3677071399391499
1,10.04264857754876,1.52219718663443,6,9.395325065658689,3.8209663915781467,2.55106503244347,0,0.8366400936324472
0,1.0245125069189505,-1.8365815440219238,1,3.400421873921642,-0.6214763276949486,-1.2153437874651127,1,0.10219019287807368
0,4.066888253382846,-0.9536317245125848,3,4.113439398979462,-0.2838969355357752,-0.852816977204556,1,0.21219615246923454
0,3.1739835139357213,-1.7139344118290056,3,21.436242234832857,-0.6996904574494598,-0.7215674834826129,0,0.16132978079925264
0,5.643133491451331,-0.5336349645185658,5,13.122413788632672,1.3447097296421777,0.07292252154441922,0,0.39593973729870013
0,3.229357697733639,-0.4212379900574514,6,1.1593169631773137,2.6086143802936443,-1.6444122008599704,0,0.4245180191810789
1,8.097453438841708,0.5799363404994193,1,5.35629283960854,2.304987537250699,1.474630207074383,0,0.5807791478467902
1,6.080132796744561,-0.823915421428668,2,7.528354064290219,2.5366154401213734,-0.835371200872721,0,0.3380548635294309
0,11.598242352678566,1.7135000303244519,2,22.415386190822964,5.985385241996483,0.49241541026697266,0,0.9069100541832186
1,8.864972227187682,0.6477273898405688,2,7.430671038294968,2.2407091849836336,1.4703195730278116,0,0.6106684745593925
1,6.847179075083373,-0.47090516987550435,2,3.3175505549004143,2.3875804244695047,1.154354170397659,0,0.3773976448298775
0,2.915023460689419,-0.9910645338301242,1,7.123821722413783,0.2443948339846317,0.6671387963849498,0,0.21987685899579432
0,2.3637298707410173,-1.4978566295734526,1,1.6786385963293042,-0.819307001686263,0.46781363294080935,0,0.12215409048180838
0,3.2681116428065495,0.12336137414890104,1,4.801692960388552,2.1481689084751525,-1.6325333425334194,0,0.48035845323727233
1,15.70956094341367,1.983714638212815,3,13.917671213400892,4.623530502259081,3.5460942026899356,0,0.8925982988714003
1,6.363099035097405,-0.16046464512974998,4,11.286066231160088,1.3658667501173452,0.763976428726409,1,0.4509595737323229
0,1.9546137499974905,-1.0261433361766163,2,9.391175201392453,1.5349667858086735,-3.0312729883785705,0,0.27352776246726185
0,6.086554707983062,-0.05588164653826363,0,9.102211392596601,2.6182015531405516,-0.7112045521090066,0,0.4771696836823302
0,4.609692391424355,-0.5139143393319071,1,6.107174994095498,1.8218973897699604,2.198413909113672,0,0.3495434920891579
0,2.44725705984372,-0.901469713862993,3,7.820416082319803,0.16019585828433458,-2.1337480641189615,0,0.2467665989514079
0,0.9507784971028364,-1.893521073060943,3,13.451860215534772,-1.0710318047247527,-1.3382854616041677,0,0.11726741525064328
1,9.227828416074455,-0.053416097268674,5,18.868040821589954,4.238805283765374,0.8067828107977526,0,0.6451099833119163
1,10.594247147887415,1.4888947585205548,6,9.809539519419575,3.784112265319866,1.6597643915827713,0,0.8331956340374924
0,9.491796291734133,1.2314825317133544,3,7.708355230213037,4.245708811690895,1.1296430674095326,0,0.7897768274962899
0,6.662119147860018,0.9875729460028575,2,2.7602108913737666,2.129389001384317,0.5780314662216928,0,0.6476105587475097
0,7.0256247905925875,0.21489765417894124,1,2.288860155424706,2.991286340010416,0.32670858813879455,0,0.5240132288244961
1,13.054276316727906,0.47746618437907484,5,6.676642880650436,4.019281049973686,3.3977549812920422,0,0.6767719812730089
1,8.023473370984124,1.0171842958596853,5,14.055767006062,1.4646060894316304,0.8639309658573328,0,0.7023454670997838
1,6.935883953198647,-0.047759930102910526,4,3.8451769373576616,1.4321266182704726,1.9849065504193488,0,0.4394186876667143
1,9.720285090691032,0.2893196184637676,6,9.349774121978879,4.459752828598932,0.28384616492250525,0,0.6816156611065001
0,5.151885467738603,-0.3914239053578755,5,12.778817397658507,0.7623483969916798,1.382644590256394,0,0.39643537846190213
0,7.5667354698814355,1.140783208584205,2,14.948450430841413,1.582538572645634,0.17748919573422395,0,0.7060865567977913
1,7.163555240410866,-0.9182083587191213,4,10.48967234293855,1.3665837110958758,0.04785816148166083,1,0.3060209578473398
0,9.13171394728286,0.6901000340614477,4,10.77816400367392,3.205151755218142,0.40973996916663546,0,0.6909513318606594
1,10.627371755578158,0.8650198290418158,1,3.829976453843187,4.085320963818666,1.2608165733430217,0,0.6993013502203199
1,8.228868869878173,0.8460553055003698,4,3.5384762597200012,3.0457276359508763,1.1960338410324889,0,0.6804509037046893
1,8.341981575264967,0.7213915093385939,6,10.619519614249297,1.1812989705566554,0.6985592922531539,0,0.632309494579297
1,6.403349661465971,-0.4541162569906305,2,2.1617472939803015,1.3242438697254704,0.5204292983125415,0,0.3314367171361949
1,7.48975947813007,-0.5537050377425773,7,0.9165365250309753,2.72550936474106,2.0497910019640986,0,0.4124026845210116
