draw,total_effect,natural_indirect_effect,natural_direct_effect
97,0.7848234761964232,0.48774576975145373,0.2970777064449688
98,0.8172723452081178,0.488409320384894,0.32886302482322444
99,0.8213274455452534,0.5066022815289428,0.31472516401630934
100,0.7807505130834212,0.4838378604576267,0.2969126526257947
101,0.7562606185342426,0.4703666781263867,0.2858939404078563
102,0.7851497222906982,0.493355956259719,0.2917937660309792
103,0.8169039905429366,0.48821831327542653,0.3286856772675104
104,0.7976569757045511,0.5017667880124931,0.2958901876920587
105,0.7933246369257738,0.4878044730532187,0.3055201638725552
106,0.8003358073779838,0.4664615357579977,0.3338742716199855
107,0.8097940358822369,0.5022390111723709,0.30755502470986756
108,0.8455747350403559,0.525167184911542,0.320407550128815
109,0.8113830440488764,0.5004246956846358,0.31095834836424135
110,0.7962918585508687,0.4823757439689291,0.31391611458193996
111,0.8245088338243397,0.4693868172440241,0.3551220165803163
112,0.7820305126283533,0.48737889631097586,0.2946516163173769
113,0.8148460092493136,0.4906028857806549,0.32424312346865863
114,0.82479468955779,0.5203939768793634,0.30440071267842583
115,0.8050783703225617,0.5055795705208186,0.2994987998017442
116,0.7734600204243017,0.4844476692897852,0.2890123511345167
117,0.7898864431320654,0.4837615730589264,0.306124870073138
118,0.8128809918821758,0.4998183711973913,0.31306262068478374
119,0.7708737792272212,0.47305176931639736,0.2978220099108219
120,0.7585788826637399,0.4897216835570026,0.26885719910673517
121,0.8054419553797876,0.49257349094203995,0.3128684644377475
122,0.762034626227544,0.4786022138907466,0.28343241233679684
123,0.8162994133006224,0.49105392360892325,0.32524548969169925
124,0.8190472044901875,0.5017841336641147,0.3172630708260733
125,0.8114989000203952,0.47799587645691444,0.33350302356347994
126,0.7614936092605035,0.4741847321478956,0.28730887711260883
127,0.7845324704018901,0.46433572697337183,0.3201967434285176
128,0.811814185759826,0.49893962473433595,0.31287456102549105
129,0.8193910474966393,0.49900681568358646,0.3203842318130536
130,0.7970080743830381,0.48925246618301654,0.30775560820002235
131,0.8072156121535454,0.4983636260470042,0.3088519861065424
132,0.7824910314051562,0.4875304977699833,0.29496053363517394
133,0.783455137447168,0.502742814994102,0.28071232245306527
134,0.8051558812537736,0.4904105113024929,0.3147453699512799
135,0.7883301854643228,0.4933726159213049,0.29495756954301977
136,0.7738296199214655,0.49296456097090974,0.280865058950557
137,0.8008982477862467,0.4969069859754511,0.3039912618107947
138,0.8164253369814549,0.4775546195144314,0.33887071746702346
139,0.7900144942236517,0.4670605440140013,0.32295395020965056
140,0.7990627166983675,0.4825779431968401,0.3164847735015279
141,0.8205085429851775,0.5346482953267216,0.2858602476584558
142,0.8067111430047231,0.4837721419059482,0.3229390010987756
143,0.7765352844082503,0.46892001236451364,0.3076152720437364
144,0.828420458797321,0.5017931628397562,0.3266272959575659
145,0.8066514485302521,0.4935919106958538,0.31305953783439744
146,0.8026619900810094,0.5099881833529396,0.2926738067280713
147,0.8258942993661968,0.507001672131275,0.31889262723492307
148,0.7957239923840307,0.47104445184746435,0.32467954053656534
149,0.7900156329287654,0.4792154842772378,0.31080014865152816
150,0.7669963637805464,0.4851303255681199,0.2818660382124265
151,0.8022458738110503,0.5074622706796929,0.2947836031313572
152,0.8009767982657332,0.4999873762519317,0.3009894220138035
153,0.8110940836428828,0.4895622483783177,0.3215318352645653
154,0.7842434068779127,0.5083437749341922,0.27589963194372036
155,0.8338995607093322,0.4956118813071538,0.33828767940217913
156,0.7858045184024937,0.47495204022699483,0.3108524781755003
157,0.772076958973278,0.4891110179743699,0.28296594099890837
158,0.8025246992548415,0.4833704990217199,0.31915420023312213
159,0.7907173548839448,0.4789597466722984,0.31175760821164467
160,0.8122666606289033,0.5026317076578526,0.3096349529710504
161,0.8088372321563733,0.49477482694327884,0.314062405213094
162,0.8143861222050098,0.4808819951067434,0.33350412709826754
163,0.8238007766689818,0.4924592889485299,0.3313414877204504
164,0.8200840046329931,0.4737146401045381,0.34636936452845607
165,0.7890614495128012,0.4838803707499092,0.30518107876289213
166,0.7843537522330725,0.49311467863134906,0.29123907360172274
167,0.7858466882623191,0.4860657625192898,0.299780925743029
168,0.8058180946404883,0.4932532174763542,0.31256487716413267
169,0.7681762698484459,0.4793315575802276,0.2888447122682175
170,0.8073761137295962,0.4838594077027067,0.32351670602688914
171,0.787556073901778,0.4905139577066612,0.2970421161951151
172,0.7788786077903253,0.45712513200360855,0.32175347578671754
173,0.8167952883491306,0.49503941843820615,0.32175586991092325
174,0.7715186384555017,0.49253478866091926,0.27898384979458213
175,0.7841768075150288,0.46582663403068336,0.3183501734843461
176,0.7921136141729863,0.46348333174335177,0.3286302824296342
177,0.8039347922157635,0.4960508382449984,0.3078839539707638
178,0.8208564069741209,0.48705688405219255,0.33379952292192877
179,0.7927330953721445,0.4906177559216938,0.302115339450451
180,0.791572329419922,0.5121265150389562,0.2794458143809645
181,0.7670730300299906,0.4750782147173193,0.29199481531267124
182,0.7689792708387887,0.4746247390611468,0.2943545317776414
183,0.8087856066411319,0.494489727796488,0.31429587884464566
184,0.7944313887144823,0.4919388112071824,0.3024925775073004
185,0.7847769080763827,0.4881820599987833,0.2965948480775982
186,0.8005815418628176,0.49643689125427265,0.30414465060854357
187,0.8136529720056623,0.5047337352470347,0.3089192367586287
188,0.8021426236498299,0.4973768067650431,0.30476581688478754
189,0.7631221474929446,0.48500834094528006,0.27811380654766354
190,0.8110786714108473,0.48210128898816457,0.3289773824226824
191,0.8022043768176498,0.4981323725063029,0.30407200431134396
192,0.8203106827576438,0.4910991859709086,0.3292114967867339
193,0.7920040911818998,0.48307937602591233,0.3089247151559883
194,0.8279044350008853,0.47214205325260883,0.35576238174827646
195,0.8026162697994871,0.46107694570659596,0.3415393240928896
196,0.7925350803513562,0.5093593573697388,0.2831757229816162
197,0.7927722776476255,0.5129446658762092,0.2798276117714146
198,0.8194417606187407,0.4744507007282198,0.3449910598905217
199,0.7840941549981392,0.4660090088123925,0.3180851461857477
200,0.7891619105758299,0.516785109226211,0.27237680134961906
201,0.7704595374323394,0.47057718067841325,0.2998823567539272
202,0.8361655062749546,0.49476909108666617,0.3413964151882889
203,0.7895801597887772,0.4841011072926231,0.30547905249615376
204,0.7842550911472805,0.4567360323056585,0.3275190588416216
205,0.8044793946440802,0.5056050135870407,0.2988743810570391
206,0.7730857419920231,0.4819979166922889,0.29108782529973376
207,0.7981273425081932,0.5027550522627905,0.2953722902454018
208,0.8002082300225062,0.5052596625979501,0.2949485674245548
209,0.7935652559079619,0.5004648065899053,0.2931004493180571
210,0.7767931338463155,0.47211520978629246,0.3046779240600246
211,0.7756687842057786,0.4885927691332185,0.28707601507256086
212,0.822537771880056,0.508591036672065,0.31394673520799016
213,0.8019093731155134,0.4973980626390674,0.3045113104764464
214,0.848773500584735,0.4965796757994155,0.352193824785319
215,0.801657649028807,0.49213237796219594,0.30952527106661076
216,0.7829329997711711,0.45828400147064163,0.3246489983005303
217,0.7703879502869384,0.46901482216982093,0.3013731281171186
218,0.8235284429946794,0.512856347506773,0.31067209548790725
219,0.8081831316936268,0.4824280795487758,0.32575505214485057
220,0.7806983571849866,0.4845196145056291,0.29617874267935607
221,0.8204755059077962,0.5074718731315978,0.3130036327761976
222,0.8190740259367466,0.5257011769483217,0.2933728489884241
223,0.7935111545900277,0.5022871677332995,0.29122398685672796
224,0.7758549412721196,0.4818931938772667,0.2939617473948537
225,0.8005654817497401,0.4932179043062306,0.30734757744351027
226,0.8569819726089862,0.4894435247612286,0.36753844784775747
227,0.7610382646758057,0.5190548637068486,0.24198340096895551
228,0.7970123632076945,0.49568654422846464,0.3013258189792303
229,0.785763436480197,0.47699871875228583,0.308764717727912
230,0.7949163362592736,0.4992238011479161,0.2956925351113589
231,0.7640187990802767,0.4927420454640891,0.2712767536161875
232,0.7946895758207557,0.4887662714128438,0.3059233044079127
233,0.7721143193087117,0.4855053302879391,0.2866089890207736
234,0.8363528430705296,0.503677995653091,0.33267484741743975
235,0.7977846699035236,0.47230426371711326,0.3254804061864102
236,0.7695544064545066,0.4825825015944803,0.28697190486002555
237,0.8209366861122664,0.4959265430415979,0.32501014307066817
238,0.7827102243818198,0.4788329747918626,0.30387724958995754
239,0.7939294719890316,0.4658554803557014,0.32807399163332995
240,0.8066083257909631,0.5192191091556324,0.2873892166353306
241,0.7719243490630636,0.4807515750306171,0.29117277403244635
242,0.7977287250975945,0.48314977049682983,0.31457895460076474
243,0.798476439943112,0.486710361487549,0.31176607845556276
244,0.8109399713640929,0.5116697651307958,0.2992702062332969
245,0.8101423642827104,0.49178903847675776,0.3183533258059523
246,0.8111128594068654,0.5273359019694728,0.28377695743739156
247,0.8212194011449994,0.4893933885374173,0.3318260126075814
248,0.7967441701641742,0.483661973236426,0.3130821969277473
249,0.7882541366378282,0.493489403767835,0.2947647328699954
