feature_exposure,weekly_value,user_engagement,prior_activity,is_power_segment,account_age_weeks,treatment_probability
0,4.714016312821473,-0.9054790553600608,2,0,9.636738214043746,0.2811551812705638
1,5.75017168991088,-0.3781625540393897,3,0,1.8178480003610913,0.3450223374465836
1,9.60565664809398,1.2992282977860654,1,1,6.128075567117229,0.7777402648153436
0,3.77766789313164,-0.35626397106142593,3,0,11.232029224130226,0.40443400248190337
0,6.772756910299446,0.7375155684670865,3,1,2.260041743792673,0.683172359008566
0,4.97989765622869,-0.933617680009877,3,1,2.7858218597772275,0.3454885716337434
1,8.650643324683468,-0.20543755786763002,2,0,9.873394418447555,0.4163471256919767
0,4.255045094619094,-0.9500220549105812,1,0,5.483278079922761,0.24500420710104812
0,3.7692678242215933,-0.3390330759005625,0,0,0.8915249047702476,0.31736885341111676
1,10.074765941189769,0.8403081374573955,4,0,5.645342517899882,0.630740640377777
0,3.3832785404919172,-1.7273204231923487,1,1,7.732437561658963,0.21756530211546382
0,7.383086890207171,0.43442364354585733,3,1,10.158979516536986,0.6700109503281456
0,5.616749154181358,0.2377356023322779,3,1,6.019621410651359,0.6076788563544693
0,5.088685546871402,-0.5941499556967944,7,0,7.010074312827385,0.374074681337365
0,2.833264902962642,-1.4460578543884546,1,0,14.480268274852605,0.21046206325118103
0,6.272207248454641,0.07212950771386951,1,1,9.205964435913401,0.5711290644887624
1,7.811141797260526,-0.5294927090638024,1,1,3.855140795995043,0.41127664847395706
1,7.095808658309192,0.23267621135470395,2,0,4.270961969087644,0.47366160949517067
1,7.624930848990608,0.02185214552344288,4,1,10.917699306560188,0.6038461512722519
1,10.436967255102548,1.6017788913209154,4,1,5.927882597379879,0.8374953537912876
1,6.842407507139699,-0.23935562747302427,4,1,5.28619309448064,0.514671423114617
0,2.9242165182702773,-1.023497492621865,2,1,3.756898200472884,0.3238684125897898
0,6.06520098173931,0.17927563495631615,2,0,10.631541263162104,0.5020431939500634
1,8.22977539908926,0.21999668397176517,6,1,2.3825628848632965,0.6145695289487713
1,9.55699912869712,1.3591875752404365,4,1,3.297155744170965,0.7970145013959473
1,9.584966862104352,0.8351112459145785,2,1,10.60839426113862,0.7340081407603205
0,7.260252088258953,0.35687105914950934,4,1,10.518978631139309,0.6673702247467117
0,7.436406645433697,1.4633028912195618,1,0,20.503825947848828,0.7860710288174176
1,4.710957149599398,-1.188763054322851,3,0,4.63395085030187,0.22104278782415865
0,3.6438744303637467,-0.6397515327497477,0,0,3.8046075369854835,0.27915164704976153
0,5.164168758174568,-0.9265759414055249,2,1,4.12511838454535,0.34423868828557064
1,7.1402793814206005,-0.38980980315576796,6,0,1.0209820692705869,0.36916193973027395
0,2.9157546804610104,-1.3766861475563088,3,0,0.5068679347230756,0.17909198197083367
1,8.121430533845018,0.6351509468144043,5,1,6.004026294047229,0.703699851491451
0,6.016061341245114,-0.22222269709877338,1,1,3.570934573919721,0.47386984538081617
0,3.1023975253533234,-1.4708062945026579,2,0,2.5366037922944646,0.16843350038122776
0,4.82931473071429,-1.0155790812075416,3,0,5.228358583731959,0.250202373491408
1,8.71020705445294,0.3135138474501953,3,0,6.110108510970836,0.513556547414792
1,8.548229857576695,0.8381265678943811,8,0,4.38350231997282,0.6641838465692479
1,11.499636226721538,1.9967308916917865,4,1,4.474619422870562,0.8742517783891761
1,12.332511211129844,2.9138624660073296,10,1,3.536008361946072,0.9509762076311224
1,8.131131394478379,0.4144094332759964,1,0,8.154696454518106,0.5252573411286567
0,2.1980656693217595,-0.9895381200318641,1,1,3.1071440158380144,0.3168190859854272
1,3.3996147445404636,-2.132046280731309,1,0,2.0732069271540188,0.09837525000651916
0,5.513715015001943,0.2677114623438358,6,1,3.4128159277465233,0.6301534429883545
0,3.9585926043871034,-0.812941095310326,2,0,5.802358356469898,0.2776916154482484
1,7.6496513170725695,-0.41535726017968533,4,1,8.508824921746065,0.4974167609574637
1,7.011828650657427,-0.6120967990598081,2,0,16.410138813140094,0.37284549723360083
0,5.34016752960652,-0.14079088641638526,1,0,5.248291171885606,0.390915645689645
1,8.771199681706833,1.0659802307876436,2,1,13.678999098302292,0.7838183335701265
0,6.142107527819592,0.15704856744534462,2,0,2.886047545526859,0.4490876779035438
1,8.996806503725615,-0.1586348370386883,4,0,2.4581116108106413,0.4029022590036978
0,3.5037301363422504,-1.0356537528258116,0,0,6.780163415497752,0.22955924700319
0,2.625057353044979,-1.674682944704357,3,0,7.527111619809719,0.16793931087085967
0,4.5122102554889825,-0.4863079090733309,2,1,5.658078706506169,0.4422810171627887
0,5.964437760450817,-0.05378255081832049,2,0,26.296241666138044,0.550252481153259
1,9.843374079016378,1.767929913579883,6,1,3.0276100325177913,0.8579577950980959
0,3.957569213933452,0.13027452147288585,2,0,11.951358303397019,0.4998793252115627
1,7.556370264739288,0.9827395110230576,2,1,2.5186924286995267,0.7187553076787825
1,8.109968563502246,-0.49929559853915206,0,1,7.962090071189987,0.43159439585154363
0,5.213673657837492,-1.1849437664170246,4,0,5.0768838018749785,0.2314253908762671
1,8.263845562274186,-0.9651167622323719,3,1,5.953592173943139,0.3574361502136906
0,5.06849162381776,-0.7252260645357532,1,1,6.832702297828737,0.38921227268674957
0,7.912755901535729,2.1284697324351645,6,1,5.2216919107942035,0.8965755873828358
0,3.78803283309915,-0.8213866792243861,2,0,4.461722174934464,0.2696034120285803
1,7.442100426775802,0.838489203736345,4,1,0.7817365632800486,0.7031324575360126
0,2.580292936625462,-0.9029271780870264,0,0,9.466341922685674,0.26292330956586346
1,9.252097440888935,0.9315730128742441,3,1,1.5263271196563843,0.7140212545929898
0,6.807649263046842,0.38495096610586316,2,1,3.606715256740065,0.6123915542004316
0,7.763117901047483,-0.1566378976580904,4,1,6.279120409225252,0.53838328266561
0,5.498541290502303,-0.040762526135434025,1,1,1.8208716888120986,0.5014684070296641
0,3.484676156138446,-0.6547876954293904,7,0,4.457832366741822,0.3474824824934395
1,8.299699869248183,0.44607220148208054,1,1,8.724213035883674,0.6438850620988351
1,6.312195613611273,-0.45498348034078,1,0,3.5377779055895733,0.32010452051372856
0,3.2909960315090636,-1.2256057637672482,3,0,4.517173373497753,0.21520430924981557
1,5.90801529698905,-1.2779375743196193,2,0,2.186152537655998,0.19129876529638637
0,4.286699989704877,0.17258791772211948,2,0,3.893607525738277,0.45860494709440375
1,10.210629621364271,1.579091256410435,6,1,1.569651840158126,0.8322235790219376
0,6.7717460682846164,0.15999161357343825,3,1,5.739790163988915,0.5901263259561148
0,6.882122551866009,-0.11863832610988256,1,1,1.2204868525630905,0.4811762992126535
0,5.84986570658084,0.2858261396025429,1,0,2.930529202053181,0.46535944575155924
1,10.794255098898345,1.3060017417068248,5,1,5.111079472006546,0.8042195565403446
0,5.128044698138499,0.21938250136385634,2,0,4.224782889052701,0.47055777468058807
1,6.677659162506326,-0.41092723083373717,4,0,6.53849455564697,0.37617256822869877
1,10.741885201721075,1.1062887100598888,4,1,4.5287612475859245,0.7655880932557081
0,4.369145115008706,0.4287564384616135,2,0,0.7782056657474612,0.4934748990470012
1,8.807081932103504,1.535755991995992,2,0,1.7913148251435196,0.7191350989288233
0,6.594408180377071,0.18323443722190613,1,0,4.925236842087574,0.45608350702844314
0,3.668310457812125,-1.2244690317205003,2,0,10.374397126709539,0.2330017154525132
0,3.2896125695864433,-1.368159199245665,1,0,9.127385349235386,0.19944756145074338
1,10.796085880264478,1.6509279322312496,8,1,25.840389497678828,0.9136704879448633
1,9.69457378020189,1.723665720783297,3,0,3.2218856112119405,0.7650669925167084
1,8.608266034532154,-0.17951921328260065,0,1,8.518572329343113,0.5025932209836269
0,5.749029804788515,-0.38318732113598775,1,0,8.09806013140284,0.35933359079904337
1,9.652135792147172,1.4614442922422022,4,0,14.026699024444905,0.7812379425690721
0,5.159549989908401,-1.107045682043488,2,0,11.54402696913797,0.25685333965009455
0,4.680476834652565,-0.8947270189558264,4,0,6.060966532180119,0.28312889468328856
0,7.0822225213764725,0.6433267946890444,2,0,7.559250681996094,0.5807393042971126
1,5.815321145685258,-0.3946051228595896,2,0,6.555909316524061,0.35858369378647054
0,7.035371980043854,-0.005121866720071296,2,0,4.782589111562775,0.4268318814319412
0,5.722960824937977,-0.16344289852451258,0,1,7.174117962480465,0.4976066396087416
0,3.3587093758339557,0.33757454879893356,0,1,5.605726990438553,0.5931690137722297
0,8.972103531977428,1.4074818613137168,4,0,5.428331293341282,0.733424638592141
1,7.716858432273889,0.09058490690174555,2,0,14.468104069698603,0.5071744507065258
0,6.286076552358292,0.6439387932768579,2,1,6.148336074992308,0.6772268134148959
0,2.466574039732738,-2.0501721010310225,1,1,5.249361208675548,0.16570025849009273
1,7.9059651059628635,-0.04871840193011795,5,0,4.326571997921594,0.44812574645573755
0,3.296482261434805,-0.8432302702928711,2,0,4.0356843917609035,0.26388875571602827
0,3.0508546751454215,-1.218813060423628,2,0,1.7406038788956666,0.197423500894138
0,3.529111624635645,-0.8781523669287508,1,0,4.786260181823602,0.253170638143022
0,4.835625006866143,-0.33412344070081207,3,0,10.741084115981188,0.40601165745401435
1,8.509761316627081,0.9159025423560131,3,1,3.1432087098708923,0.7195231233975656
0,4.141596551172323,-1.326392717739564,0,0,0.4364317526297793,0.16568494710332013
1,7.920283293611054,0.030631492594417446,5,0,6.980001614687041,0.48139279918945316
0,5.436527689634355,-0.4841694333335785,0,1,5.763707154124111,0.42129700121317726
0,6.193505553140705,-0.32767309436196085,1,1,14.295945409798897,0.5184607308702677
1,9.116278959630801,1.0027578253046041,4,1,2.8596018966838486,0.7415104906331054
0,5.045714076646364,0.5381154370039261,4,0,1.5491112555027349,0.5439180050978827
1,11.068302757437664,1.3373981074427437,5,0,4.150424612840518,0.724231432020899
0,6.495952938747492,-0.15450567924990047,2,1,3.6425222380983264,0.4999333071479062
0,5.898271883466249,-0.695942611670703,2,0,1.0056754900859244,0.27360483124545826
1,7.982119545156754,-0.22385881688049952,1,0,5.28658620466517,0.37446350172564746
0,5.436852617329714,0.2424967912712216,6,0,3.399273084753588,0.515271273676957
1,6.078085285527585,0.17657335845371103,4,1,12.550595262220874,0.6442485385972145
0,2.6017675823873567,-1.0843880722333665,1,0,5.352283393949297,0.22392764395454662
1,8.490845965854408,0.09048978162787422,2,1,2.556240100997837,0.5450828078230118
1,8.000577388050347,0.22822833013890514,2,1,4.854282606875683,0.5879146135569334
1,10.763308288185831,2.5174740375339204,3,1,5.6813966102492595,0.9142672360488837
1,8.308524612425327,1.8768446112816701,8,1,7.472670647016742,0.8901363582138526
1,6.608817818927998,-0.8532433505588201,1,1,5.038714629958163,0.3533630563577197
1,6.168638319339341,-0.2873833615491761,1,0,18.13384132018573,0.4388255602812378
0,2.5037336030922734,-1.4634420018370031,1,0,1.686359541543308,0.16019650486638873
0,5.842760138164342,-0.5907070139634865,2,1,3.352505313991277,0.4065397975374275
0,5.358121663689833,0.3156050035903405,5,1,2.5659037702133096,0.6241995553524222
1,8.6473462984174,1.2058536208882336,5,1,3.780863221196284,0.7849074071452025
0,4.66378387988106,-0.7290838377436085,3,0,6.200418051254349,0.30370622118362023
1,7.858539726638036,-0.6541464400677965,2,1,5.885600237095438,0.40881060087130644
0,2.0261368911645135,-2.147289029738655,0,0,7.343950841052041,0.1051190754937706
0,6.575588317103304,-0.16266592054490767,2,0,5.327953626292577,0.39769772826224203
1,4.5073071831776605,-1.062414411859563,0,0,5.570503217341732,0.22032221157241813
0,3.2599476118914055,-0.5294394273660737,3,0,5.409148935856981,0.33630710491048543
1,4.745684189533081,-0.8768607781675882,4,0,3.4963066478733817,0.27330390253646175
1,5.323854611332159,-0.09426255425255699,0,0,3.285989875697163,0.37801703968838496
0,3.127124441564711,-1.7577283913566313,0,0,2.520746172273844,0.12663435364433273
1,4.663682479493995,-1.4670452453909906,4,0,7.621020596381828,0.201577667295603
1,9.114567316415195,2.129247112028298,3,1,0.5579478209208857,0.8708852569195842
1,6.610549247020354,-1.287422581274031,3,1,5.480063584699641,0.2947743644828383
0,4.737106130223829,-1.0967855784546396,1,0,8.632604500804756,0.2365925150985136
1,11.726047612265102,1.836913528321314,6,1,10.240054284399818,0.8846659949247805
1,13.122529485554178,2.905067169240407,12,1,0.35525669572921703,0.9511161219940705
0,2.826441354120352,-1.1715666288253417,2,0,3.586047921196176,0.21145447122874433
1,7.0369418450855665,-0.36824895678803055,2,0,2.6524841486766952,0.34148141018908207
0,7.021287296983738,0.34155555094050954,6,1,3.34645011228839,0.6442786160562061
1,9.624084105430278,1.7286976444055924,0,1,11.722013759736674,0.847152928383719
1,6.281854157987903,-0.9868570784282374,4,0,2.6672085346632284,0.251213954776586
0,4.3280745101723905,-0.24527784594210975,8,0,8.618464661960545,0.4667928156702058
0,5.869051379126657,0.777337576061744,4,0,5.53709021135303,0.6175504921606871
0,6.613842410585673,0.43476607446661863,1,1,3.228640273032866,0.6095133738000118
1,8.26739273088818,-0.37615607123009925,2,0,2.961765638003768,0.34170878979854485
1,8.3165053672494,-0.13382296451604114,2,0,5.9678535932804575,0.4074412726215696
0,4.013174434525344,-1.3748958083699818,0,0,4.65601692240006,0.1747599473575002
1,6.797957225439646,-0.23817374397466523,0,0,0.9294351277311501,0.3364372424323573
0,4.722895124137408,-0.2663874900089551,1,0,2.1476458041456117,0.34802356596033596
0,4.356637422970304,0.23216988962625595,4,0,6.080550678127427,0.5073390161651868
0,3.810954890976796,-0.555327218819016,4,0,1.6128936443674127,0.3204497303160415
1,7.414458057827635,0.471538522545139,4,0,9.477094437088148,0.5787721809536679
1,9.826918870528262,1.0127158178198286,5,1,1.1876330607278167,0.7437400599132049
0,6.746281450704694,0.15542932766846604,6,0,3.9758517749953874,0.5003778056513676
0,6.907469201373721,0.35175640839920347,6,0,7.787081697609834,0.5655382415632291
1,8.971609709165046,0.053155347577867364,2,1,1.994710641467298,0.5337112317150698
1,7.777602854798299,8.439309141418043e-05,2,1,1.5078530750993329,0.519432222606528
0,3.4436327066437187,-0.7215580335428474,2,0,6.819611094776908,0.2988386887557317
0,6.285775187197597,0.316494261673308,2,1,8.808851445718458,0.6293061651867854
1,6.674799616293041,-0.09728659841348947,5,0,4.20364282210188,0.4371830297865782
1,11.464191139940853,2.093168308930595,6,1,3.507078219166131,0.8896204488369558
1,9.620460911577563,1.5733549024752425,5,1,1.139564715237984,0.8235869173755792
0,5.63818931244683,0.3858465525565008,1,0,5.170680378594391,0.500559144551388
0,4.884815326928175,-0.7630572096947675,2,0,0.7722489953429739,0.26128654823863734
1,5.167732365202226,-1.112411471983418,0,0,11.832052279074531,0.24053503374294388
1,10.303422087351558,1.191142953088865,2,1,4.365322083792777,0.7616241498931584
0,4.219616926901786,0.2627492251471385,2,0,2.1879762056706507,0.46705685493997756
1,8.918863332965316,0.4801434033916108,5,1,2.9375313539132,0.6584872570885003
0,3.0452763341874225,-1.7445859869741926,3,0,5.471237152549337,0.15301887110659254
1,10.193903792914318,0.9274384815581808,7,1,3.363065682156752,0.7572018368642643
1,7.100845497386476,0.45442033821436295,3,1,4.815767319059657,0.6437439799235136
0,2.1630115218917356,-1.110430684414478,1,0,1.912084480725615,0.20569648020538264
1,8.188418870400323,-0.47152480744994896,3,1,10.37855780747065,0.4859206876853742
0,5.621626376048806,0.2637172043565196,1,1,2.9905383978172684,0.5729562963359577
1,7.653030818128783,0.05246679835624363,2,1,0.5208694677957053,0.5243852672039367
1,6.308554145182044,-0.292171185803555,3,0,3.604194921193451,0.37209477762640564
1,8.516760812576484,-0.10348826806596086,2,1,2.6161727078332127,0.5043597119676593
0,5.349032063291926,-0.25197737820688537,1,0,9.912881485027917,0.3961916626983868
1,8.084935138745573,0.15256251210246857,1,1,2.19799283184398,0.5447866291941592
1,8.083056050928025,1.471491972993157,3,0,3.324565140392715,0.7248966615328146
0,2.332399032653733,-2.5666584409312976,0,0,5.584981755333939,0.07296339800607274
0,4.24121533709227,-0.23685026450968424,4,0,7.377786657077964,0.41656803276424254
1,7.521738738853588,0.17651242137244696,1,1,12.36085395835605,0.611603365891878
0,4.830355082378099,0.2959939896870995,3,1,2.3636853523339756,0.597650981890743
0,4.863463499245054,-0.37191458132128985,2,0,11.449797651571405,0.3917689787465637
0,4.730324032375824,-1.7567217824785826,2,1,9.652969651022373,0.22936693643811812
1,7.810555302252829,0.32799548371410964,1,0,2.582206142043528,0.47211678734498724
1,9.69337913308669,1.727350214164185,4,1,2.321492038991722,0.8397386756594342
0,3.3098032189875144,-1.5338614049161376,0,0,6.489224242576832,0.16225404828211545
1,9.188441673662757,0.8638280136981883,4,1,4.72837612402978,0.7275966984756433
1,6.9132965792308045,-0.3285252231228939,1,0,6.477022845469143,0.36070146920495894
0,5.948531921075622,-0.0613243458288473,3,1,3.6973046797766647,0.5312858044502968
0,2.744095286128993,-1.052898510703949,0,0,5.095256799638435,0.21967140094470924
0,5.303357375558665,-0.33445617235587666,0,1,4.3870679863698125,0.4440821294730391
1,7.5272161031913445,1.3000445946989585,5,0,6.413549979436256,0.7291623123405092
1,9.060594501393306,0.582655241987707,2,1,2.250635946843609,0.6437144828621926
1,9.351056366911244,1.732311605409944,13,0,5.39334905962327,0.8445262078420185
1,10.874019667590867,1.1774118889776937,10,0,12.192879392031605,0.7782715545072516
0,4.217391238288227,0.4390866789295762,3,1,11.727160644719381,0.6794842621551439
1,11.937484506211932,1.743934526167792,4,1,5.864822655569634,0.8530799755414616
1,6.657755024054526,0.43899315873829875,2,1,2.209486482421729,0.61500057144905
0,6.182002619244623,0.8279881767970589,4,1,16.185087284852603,0.7752883730806035
0,5.185967218740684,-0.29657095353470836,1,0,6.415080679826779,0.36662844671391087
1,8.399511448524784,0.06654581585920483,3,0,15.142896782774557,0.5175269066204367
1,6.5881865358251455,-0.6974238233002769,1,1,6.6074310877185365,0.39349980618948877
1,9.508079378029498,0.989583934594853,4,0,0.30047369327722273,0.6291701009907007
0,3.2351299452316797,-1.1783036231148656,1,0,16.115963601235492,0.25852309362630055
1,8.43927817554968,0.7823503424176613,7,0,8.730489239625362,0.6678018838262687
0,4.9186052785870515,-0.19065105750515945,4,0,4.950986527537648,0.41137629925934427
0,6.910126259408821,1.1712470934673194,5,1,0.8633632026518454,0.7671243171720922
1,6.643942339199002,0.7508689887312598,4,0,9.399707607986294,0.6348849589572896
1,10.279030335518547,1.8206461576468016,3,1,6.561913236206583,0.857734192985481
1,9.15102855672469,0.7307746911386448,3,1,19.200953731572717,0.7660575819410107
1,6.619065933421291,-1.5720402556532407,2,0,14.151183402005522,0.19901617791285406
0,4.072529790137609,-0.06695317289820084,0,0,14.850444353638796,0.4537205723037832
1,5.089477122597316,-1.172007192594816,1,0,5.749793234675602,0.21291197344736662
0,5.776523232610151,-0.5182798423662747,1,0,5.559860072092082,0.31939764401742965
0,8.436344776429564,1.5112284332767216,6,1,6.615298396182478,0.8415660385429584
0,7.04299954000549,0.637533810897696,1,1,2.8275299894037724,0.6473913067286376
0,4.8567030985756405,-0.6989304285787463,2,0,5.062634412949323,0.29369092129958596
0,5.089463897936677,-1.013717366440399,4,1,4.3141608958213915,0.348916391081875
0,7.7804870672478135,0.03278209287626079,1,1,11.227345055366403,0.5753097240029386
0,4.054207051386227,-1.2165601493811278,2,0,12.806486253379177,0.24528600411575743
0,3.5948327479243476,-0.6711402773965811,3,0,7.9552795127547355,0.32375086899647165
1,8.357574587580046,0.31200947155124387,3,0,2.438826277851251,0.4902958956593572
0,7.099474059868577,1.1553120361066962,2,1,16.80400290523265,0.8087820045624978
0,6.862431116227697,0.6087614722244398,5,1,9.365939291807168,0.7163841235721045
0,2.9000837164279534,-2.2912895085981,4,0,6.285969194992164,0.10808558126259711
