boot_id,treatment,rep_id,boot_t_stat
22,d_main,3,0.014538690533808574
22,d_secondary,1,-0.6325491991167926
22,d_secondary,2,2.3538365391222196
22,d_secondary,3,-0.6240706856449585
22,d_null,1,0.8959384094147617
22,d_null,2,0.5929642659270342
22,d_null,3,-1.3950121564974431
23,d_main,1,-1.1220609346770083
23,d_main,2,1.4369486030459526
23,d_main,3,0.5688140099841986
23,d_secondary,1,0.8756287940861085
23,d_secondary,2,-0.9053558040246201
23,d_secondary,3,-1.1490566114645562
23,d_null,1,0.7175215898898395
23,d_null,2,0.3401248882970276
23,d_null,3,2.238252529736739
24,d_main,1,0.5165900541493563
24,d_main,2,0.3005683137553598
24,d_main,3,-0.7714345208302457
24,d_secondary,1,1.8169887411366648
24,d_secondary,2,-0.5139460443337038
24,d_secondary,3,0.6777806260053568
24,d_null,1,0.27129011725111063
24,d_null,2,0.5370908706425228
24,d_null,3,-0.058875680238161476
25,d_main,1,-0.929471436827095
25,d_main,2,0.28050991564651495
25,d_main,3,-0.12058509910007476
25,d_secondary,1,-1.0970779615356152
25,d_secondary,2,1.3697624741117802
25,d_secondary,3,0.5130408092326034
25,d_null,1,-0.33025113872964085
25,d_null,2,0.5652474983342161
25,d_null,3,0.05270708756729603
26,d_main,1,-0.17363480588234803
26,d_main,2,0.8917357987091155
26,d_main,3,-0.32245869555511564
26,d_secondary,1,0.6258690063572172
26,d_secondary,2,0.7577322236815114
26,d_secondary,3,-0.7138652488631085
26,d_null,1,0.7224911279360345
26,d_null,2,0.2181143666247184
26,d_null,3,-1.659779625312142
27,d_main,1,-0.8185120027339957
27,d_main,2,-0.8381766556940122
27,d_main,3,1.0307645491450599
27,d_secondary,1,-0.6246110950548072
27,d_secondary,2,-0.6463198947815116
27,d_secondary,3,-0.6110270077725858
27,d_null,1,-0.14161727572144073
27,d_null,2,-1.899979911698232
27,d_null,3,-0.37695277195829596
28,d_main,1,0.7890031954532561
28,d_main,2,-0.26648541559060795
28,d_main,3,-0.18042266570325596
28,d_secondary,1,-0.2986394168169146
28,d_secondary,2,0.14013084662991293
28,d_secondary,3,1.7634615141353704
28,d_null,1,-1.526804211568273
28,d_null,2,0.13170395593186313
28,d_null,3,0.2885621893522444
29,d_main,1,0.5944729962964325
29,d_main,2,-0.43004728170303297
29,d_main,3,-0.4923362586414318
29,d_secondary,1,1.2242219176838236
29,d_secondary,2,-1.1870313909294696
29,d_secondary,3,0.0604480133052121
29,d_null,1,-0.40960925890406763
29,d_null,2,0.44529824434137244
29,d_null,3,-0.04134578189967776
30,d_main,1,0.7975830969099353
30,d_main,2,-0.3389903485253466
30,d_main,3,1.9935860337834184
30,d_secondary,1,0.9885611965851862
30,d_secondary,2,0.18520014102843307
30,d_secondary,3,-0.9300792651596473
30,d_null,1,-0.24994391871638072
30,d_null,2,0.7402032897067694
30,d_null,3,-0.10283337632209524
31,d_main,1,-0.33900143556869455
31,d_main,2,-0.6060683558151585
31,d_main,3,1.2337623618728177
31,d_secondary,1,1.3666857434067197
31,d_secondary,2,1.5647548345468896
31,d_secondary,3,1.1023177361336713
31,d_null,1,-0.9610451225571206
31,d_null,2,-0.7444738094256372
31,d_null,3,-1.9073891637157154
32,d_main,1,-0.39445123748069133
32,d_main,2,-0.7782714587228361
32,d_main,3,1.930608427163417
32,d_secondary,1,-1.0390883027455207
32,d_secondary,2,1.3124251797197755
32,d_secondary,3,-1.0654539497294673
32,d_null,1,-0.0989244954607641
32,d_null,2,-0.4935800701623313
32,d_null,3,-2.2990919916647714
33,d_main,1,-0.1126430715397479
33,d_main,2,-0.8490743035507426
33,d_main,3,1.9332357175889805
33,d_secondary,1,1.2184301351115017
33,d_secondary,2,-0.536138060002953
33,d_secondary,3,0.43369897773274974
33,d_null,1,0.2500182369664174
33,d_null,2,0.5281895869575677
33,d_null,3,-0.11960455012094062
34,d_main,1,-1.067950099076179
34,d_main,2,1.6825484585195873
34,d_main,3,0.030735068017613595
34,d_secondary,1,0.1865650288469644
34,d_secondary,2,-1.8507018719612767
34,d_secondary,3,-1.761097592023068
34,d_null,1,-1.0357517643210414
34,d_null,2,-0.8178206614548652
34,d_null,3,0.20512640034555146
35,d_main,1,-1.0878126403266968
35,d_main,2,1.4791402264728366
35,d_main,3,0.27778992194713814
35,d_secondary,1,-0.01337527502827962
35,d_secondary,2,-1.1650932655562563
35,d_secondary,3,0.023807101846599066
35,d_null,1,1.191939580658007
35,d_null,2,1.1848798367573576
35,d_null,3,0.9537946819968124
36,d_main,1,-0.97321397792499
36,d_main,2,-0.31215098831437277
36,d_main,3,-0.39696256595626234
36,d_secondary,1,-0.4333806645124304
36,d_secondary,2,1.1552009201778293
36,d_secondary,3,0.09199857281674609
36,d_null,1,-1.3041554112794875
36,d_null,2,1.0760823482194235
36,d_null,3,-0.17451323141064734
37,d_main,1,0.32885839795776195
37,d_main,2,0.5219704914905747
37,d_main,3,-0.14963425337807945
37,d_secondary,1,0.39032283770834963
37,d_secondary,2,-1.4181931041817348
37,d_secondary,3,-0.9457596909467221
37,d_null,1,0.4709667261060755
37,d_null,2,1.5814839032283792
37,d_null,3,-2.22007084995421
38,d_main,1,-0.48320294273592035
38,d_main,2,-1.217825457301484
38,d_main,3,-1.3678671398234787
38,d_secondary,1,0.11112473108058374
38,d_secondary,2,-0.6638139935728544
38,d_secondary,3,0.1353944293660578
38,d_null,1,-0.2782471403463569
38,d_null,2,-0.2687262630085181
38,d_null,3,-1.6369721170307343
39,d_main,1,0.03108903672164698
39,d_main,2,-0.24743348025806927
39,d_main,3,-1.0008369188103554
39,d_secondary,1,-0.3505779585324356
39,d_secondary,2,-0.3798099807341118
39,d_secondary,3,-1.2516738638084879
39,d_null,1,-1.5677924117018451
39,d_null,2,0.8433917297819558
39,d_null,3,-0.2895760205523743
40,d_main,1,0.5521107944650776
40,d_main,2,-0.6012679618960144
40,d_main,3,-0.2893719314518761
40,d_secondary,1,0.0034844916401258474
40,d_secondary,2,0.46347446987937707
40,d_secondary,3,-0.26030955005922324
40,d_null,1,-0.6217808020549309
40,d_null,2,-0.4053528980222617
40,d_null,3,-0.32279974240607656
41,d_main,1,0.7820450569280808
41,d_main,2,-0.4267406443652205
41,d_main,3,-1.5442055716138936
41,d_secondary,1,-0.1676306007818783
41,d_secondary,2,0.1821739686333198
41,d_secondary,3,-0.08798656493147095
41,d_null,1,-0.2014437748966113
41,d_null,2,0.8095158989581848
41,d_null,3,-0.108127384869387
42,d_main,1,-1.3521084968831345
42,d_main,2,0.3594041842443761
42,d_main,3,-0.1492284981232332
42,d_secondary,1,-0.035734321936016666
42,d_secondary,2,0.8031798774719509
42,d_secondary,3,0.2544687324142565
42,d_null,1,-1.52733551996392
42,d_null,2,-0.4707481781544924
42,d_null,3,-0.44836639761012914
43,d_main,1,0.9624659767108391
43,d_main,2,-0.4875400348189476
43,d_main,3,-0.1583331140097855
43,d_secondary,1,-0.6553658285247121
43,d_secondary,2,-0.2372119050204873
43,d_secondary,3,0.16071198366107575
43,d_null,1,-0.07804200826476895
43,d_null,2,0.8903351625180309
43,d_null,3,-0.2358088858128044
44,d_main,1,0.8373112990649969
44,d_main,2,-0.23324432787381866
44,d_main,3,0.14923803619807396
44,d_secondary,1,-1.5885790354572347
44,d_secondary,2,0.8869573178277115
44,d_secondary,3,-1.9371277204040376
44,d_null,1,0.1843101283437661
44,d_null,2,0.13881398969497794
44,d_null,3,1.7723848372842588
45,d_main,1,-0.8814862365373106
45,d_main,2,-0.3261861486294003
45,d_main,3,-0.890198204552765
45,d_secondary,1,-0.6256074660585715
45,d_secondary,2,0.9566794229743171
45,d_secondary,3,-0.49744744279590075
45,d_null,1,-0.5692890289177164
45,d_null,2,-0.30646760332294387
45,d_null,3,-0.25131383840194493
46,d_main,1,0.07508507173875563
46,d_main,2,0.8360062155267789
46,d_main,3,-0.4733696884106677
46,d_secondary,1,0.5525708322034241
46,d_secondary,2,-0.5679864909334753
46,d_secondary,3,-1.9723511839294323
46,d_null,1,-0.6532661836492554
46,d_null,2,0.5803526914558833
46,d_null,3,0.6888673001735175
47,d_main,1,-0.775339764768671
47,d_main,2,-1.6033347519775396
47,d_main,3,-0.5434812211953901
47,d_secondary,1,-1.6509002034174476
47,d_secondary,2,-2.3246829561264226
47,d_secondary,3,1.4328700984172889
47,d_null,1,-0.05321064694900904
47,d_null,2,-1.5855373680737588
47,d_null,3,-2.812513076073452
48,d_main,1,-0.25429729993148376
48,d_main,2,-1.1708443430432802
48,d_main,3,1.6386850473190984
48,d_secondary,1,1.0532227047200935
48,d_secondary,2,-0.13709662252901175
48,d_secondary,3,-0.6413262442732754
48,d_null,1,-1.6501419677036067
48,d_null,2,1.2207200128206557
48,d_null,3,1.1103592061704417
49,d_main,1,0.7240787067121712
49,d_main,2,-1.317976576171816
49,d_main,3,0.6388494607245758
49,d_secondary,1,-0.9123985510472225
49,d_secondary,2,0.06258740872843194
49,d_secondary,3,0.06424230600786723
49,d_null,1,-0.21258906685188678
49,d_null,2,-0.09033157457936924
49,d_null,3,1.1084303666405273
50,d_main,1,1.1309231362594998
50,d_main,2,0.11343362481348557
50,d_main,3,-0.8048210577155321
50,d_secondary,1,-0.29612205423387783
50,d_secondary,2,-0.6596720306499788
50,d_secondary,3,-0.5730426871485927
50,d_null,1,-0.3253414797189908
50,d_null,2,0.5184232325048154
50,d_null,3,1.6708317570055753
51,d_main,1,0.3301302149778951
51,d_main,2,0.721162129006138
51,d_main,3,0.896848034005439
51,d_secondary,1,0.11931361574798949
51,d_secondary,2,1.5243628054861005
51,d_secondary,3,1.204847867382679
51,d_null,1,-0.7054872213313603
51,d_null,2,0.34366097579453814
51,d_null,3,1.0153079305533586
52,d_main,1,-0.8881881414120194
52,d_main,2,1.092280908916815
52,d_main,3,0.8057727099268422
52,d_secondary,1,-0.7304411126830367
52,d_secondary,2,-0.9016317733348893
52,d_secondary,3,-0.43110226816854563
52,d_null,1,0.4040001643165039
52,d_null,2,-0.6063096505653391
52,d_null,3,-1.708517169253989
53,d_main,1,1.2559318253153227
53,d_main,2,-0.740623685601858
53,d_main,3,-0.8309060101014648
53,d_secondary,1,-0.6097844361539848
53,d_secondary,2,1.0795755008406942
53,d_secondary,3,1.327948000514351
53,d_null,1,-0.07270889920721657
53,d_null,2,0.16090230193332225
53,d_null,3,-1.8036570348536147
54,d_main,1,0.7466700808962404
54,d_main,2,2.259778447952006
54,d_main,3,0.9488943847262507
54,d_secondary,1,1.941067361339483
54,d_secondary,2,-0.16604200521283352
54,d_secondary,3,2.0463479429939397
54,d_null,1,0.6618692335088143
54,d_null,2,2.4891668117067987
54,d_null,3,-0.9081804392635974
55,d_main,1,-0.4578627613100796
55,d_main,2,0.2833286275212673
55,d_main,3,0.12407075290704231
55,d_secondary,1,-0.39820569266231665
55,d_secondary,2,-0.6063977522435142
55,d_secondary,3,1.081288917013065
55,d_null,1,-0.29948083719502333
55,d_null,2,-0.20405702533967518
55,d_null,3,1.0391782081716523
56,d_main,1,0.13097850447748083
56,d_main,2,-0.527363588453155
56,d_main,3,-1.5526455012437128
56,d_secondary,1,-0.24423700704949305
56,d_secondary,2,1.5010972863939198
56,d_secondary,3,0.031174905618801096
56,d_null,1,0.24385684595922763
56,d_null,2,-0.2644724874741287
56,d_null,3,-0.7538285045558024
57,d_main,1,1.2363022994407684
57,d_main,2,2.134515041766441
57,d_main,3,-0.5353598907098533
57,d_secondary,1,-0.8830651946700112
57,d_secondary,2,1.8782206208630727
57,d_secondary,3,-0.8308670832090657
57,d_null,1,0.7181322618759665
57,d_null,2,-1.6864140752419858
57,d_null,3,0.7565378928921431
58,d_main,1,-0.024750576069785146
58,d_main,2,-0.7377332200876292
58,d_main,3,-0.027029818261399753
58,d_secondary,1,0.8089011818526878
58,d_secondary,2,-1.3675944448645367
58,d_secondary,3,0.04241358590881006
58,d_null,1,-0.6610038799784501
58,d_null,2,0.0959925525006543
58,d_null,3,-1.7374992138866765
59,d_main,1,-0.40563053209011335
59,d_main,2,0.9039673024221045
59,d_main,3,-0.16474461195293205
59,d_secondary,1,-0.4893166686191681
59,d_secondary,2,-0.9441805415692595
59,d_secondary,3,0.40017161907499516
59,d_null,1,-0.49007170638604247
59,d_null,2,-0.8639353086644299
59,d_null,3,-1.2470135218548104
60,d_main,1,0.3795968256783227
60,d_main,2,0.6535972508926353
60,d_main,3,-1.4102238130351799
60,d_secondary,1,0.38331949571135904
60,d_secondary,2,-0.4398552116744664
60,d_secondary,3,0.3572982667220823
60,d_null,1,1.6634445872888133
60,d_null,2,-0.8332832102507727
60,d_null,3,0.834565553964
61,d_main,1,1.2033702489327485
61,d_main,2,1.2802899295855812
61,d_main,3,0.5066059358475179
61,d_secondary,1,-0.78970348490193
61,d_secondary,2,-0.8586617459134274
61,d_secondary,3,-0.7847532125370619
61,d_null,1,-0.04452598030761179
61,d_null,2,-0.42261701902943016
61,d_null,3,0.20365194486091004
62,d_main,1,-0.6860283926044088
62,d_main,2,0.13497282662684337
62,d_main,3,0.4307584974285299
62,d_secondary,1,0.951430156464185
62,d_secondary,2,0.8118051106216903
62,d_secondary,3,-0.6548913588173545
62,d_null,1,-0.7316449791502169
62,d_null,2,-0.05124626835289914
62,d_null,3,-1.671228813702941
63,d_main,1,1.720921842192489
63,d_main,2,1.8023524436926024
63,d_main,3,-0.6779958340104222
63,d_secondary,1,1.1967314389059305
63,d_secondary,2,-0.9203987581184814
63,d_secondary,3,0.5408528617911785
63,d_null,1,0.9896461078922506
63,d_null,2,-1.3249217365768287
63,d_null,3,0.6412664261866178
64,d_main,1,1.4052306565215247
64,d_main,2,-0.025659581270852216
64,d_main,3,-0.12259471452251756
64,d_secondary,1,-1.2750368784263824
64,d_secondary,2,0.19064888723939227
64,d_secondary,3,-1.346363966484306
64,d_null,1,0.5917250337484015
64,d_null,2,-1.9304821276248085
64,d_null,3,-0.5510815097355699
65,d_main,1,-0.16063930632899268
65,d_main,2,0.5931735911850977
65,d_main,3,2.472738157417471
65,d_secondary,1,-0.14261747024794252
65,d_secondary,2,-0.8083297040497683
65,d_secondary,3,-0.3227591027140071
65,d_null,1,0.4991562680217422
65,d_null,2,-0.3371355020557428
65,d_null,3,-0.5069636433426576
66,d_main,1,4.13245811633684
66,d_main,2,0.611812317273158
66,d_main,3,-1.0220035790946251
66,d_secondary,1,0.017166962806571262
66,d_secondary,2,0.3773226244033296
66,d_secondary,3,0.35300790631627954
66,d_null,1,2.287718919227704
66,d_null,2,-0.572608843515497
66,d_null,3,-1.2419789922460212
67,d_main,1,-1.194274469226878
67,d_main,2,-0.24549606046693379
67,d_main,3,-1.656060578800366
67,d_secondary,1,1.3758165796883888
67,d_secondary,2,-0.667027464227171
67,d_secondary,3,-0.18731441776546198
67,d_null,1,0.28985510951254184
67,d_null,2,0.04691263414188049
67,d_null,3,2.8953647849165973
68,d_main,1,0.37857505250955037
68,d_main,2,-0.6359048019943755
68,d_main,3,0.17639019713444556
68,d_secondary,1,-0.1264836466790666
68,d_secondary,2,-0.09383336065746839
68,d_secondary,3,0.24929633597780065
68,d_null,1,-0.536047445851217
68,d_null,2,-0.928676402813732
68,d_null,3,0.6933363826328256
69,d_main,1,-0.8001339947673469
69,d_main,2,-0.8397425757308306
69,d_main,3,-0.4323261106851424
69,d_secondary,1,-0.40594132418206086
69,d_secondary,2,-1.0424354580961244
69,d_secondary,3,0.6146347442036594
69,d_null,1,1.8243268079372745
69,d_null,2,-0.883872811760075
69,d_null,3,0.06291741636907722
70,d_main,1,-0.98566898817336
70,d_main,2,-1.2803906873874114
70,d_main,3,-0.046545471668588904
70,d_secondary,1,-0.25944871558185034
70,d_secondary,2,-1.4058780388812067
70,d_secondary,3,-1.9619687970053272
70,d_null,1,-0.050957700221324426
70,d_null,2,-0.3036684609526771
70,d_null,3,0.8638766820766008
71,d_main,1,-0.2501374875258022
71,d_main,2,-0.06540803722376143
71,d_main,3,1.1388645722203687
71,d_secondary,1,0.9817830563100698
71,d_secondary,2,0.038129519138774215
71,d_secondary,3,0.5011802381409622
71,d_null,1,-0.7681531817106853
71,d_null,2,0.5263550826231581
71,d_null,3,-1.7215211477300387
72,d_main,1,-0.10472615813229869
72,d_main,2,-0.6943234585038613
72,d_main,3,0.9967192931885973
72,d_secondary,1,1.0516741275412773
72,d_secondary,2,-0.10266651380908898
72,d_secondary,3,-1.2721014240349713
72,d_null,1,0.11184901851337119
72,d_null,2,-0.6937641505742906
72,d_null,3,-0.23838517476698645
73,d_main,1,-1.2630343707920502
73,d_main,2,-0.5109441291367545
73,d_main,3,2.5785070743553096
73,d_secondary,1,-0.23768329317912684
73,d_secondary,2,-0.6883372731748455
73,d_secondary,3,-0.06128356105871373
73,d_null,1,-0.21165374558282002
73,d_null,2,0.3916575727542123
73,d_null,3,0.0812412678028624
74,d_main,1,-0.22727111713895015
74,d_main,2,-0.6463307229132396
74,d_main,3,0.4328592749749225
74,d_secondary,1,0.19271663274020323
74,d_secondary,2,-0.05818172509813921
74,d_secondary,3,-0.7520296842930168
74,d_null,1,0.9293916695893601
74,d_null,2,-0.020904587771774397
74,d_null,3,-0.5996710882676052
75,d_main,1,0.9458455586077507
75,d_main,2,1.8987983472220513
75,d_main,3,1.6994304626927488
75,d_secondary,1,-1.9065157882763797
75,d_secondary,2,-1.470249298170892
75,d_secondary,3,0.6254387174843117
75,d_null,1,1.1045162434327782
75,d_null,2,-0.05377827477339825
75,d_null,3,-0.7163424555703628
76,d_main,1,-0.4222397445258175
76,d_main,2,-0.07605120365791385
76,d_main,3,-1.2223656717998985
76,d_secondary,1,-0.3105470414704223
76,d_secondary,2,0.2171933605256322
76,d_secondary,3,-0.555501897596398
76,d_null,1,1.201463962468318
76,d_null,2,-0.3248572711980216
76,d_null,3,-1.0185945851844118
77,d_main,1,1.2518871752116505
77,d_main,2,-0.1678448870303609
77,d_main,3,-0.9210747217203179
77,d_secondary,1,-1.949190106731156
77,d_secondary,2,0.6911571516983144
77,d_secondary,3,-0.29586135816811443
77,d_null,1,-0.7195353975413569
77,d_null,2,0.2866938337253402
77,d_null,3,1.5327529832042321
78,d_main,1,0.47214290515649415
78,d_main,2,-1.2447810321944353
78,d_main,3,0.3996476395909216
78,d_secondary,1,-0.4184669023486983
78,d_secondary,2,0.22440768357585927
78,d_secondary,3,0.565157309396893
78,d_null,1,0.7743003394447643
78,d_null,2,-0.7435278983509275
78,d_null,3,-1.73591309291965
79,d_main,1,0.026215934277992348
79,d_main,2,0.656110868026883
79,d_main,3,-0.6764164818557332
79,d_secondary,1,-0.9564335288774084
79,d_secondary,2,-0.6781610660362684
79,d_secondary,3,-0.036768849321694
79,d_null,1,0.22721077902537962
79,d_null,2,0.1184097623217788
79,d_null,3,-1.1414093134823364
80,d_main,1,0.12066343792136841
80,d_main,2,0.8229642116471187
80,d_main,3,2.922916087119714
80,d_secondary,1,0.980896254539855
80,d_secondary,2,-1.2225868521873806
80,d_secondary,3,-0.20875727789615062
80,d_null,1,1.376928621126443
80,d_null,2,0.8333478113520552
80,d_null,3,0.04551338257174334
81,d_main,1,0.3035452394612601
81,d_main,2,-0.3069383249616636
81,d_main,3,-0.6477920051463305
81,d_secondary,1,0.011282827550029517
81,d_secondary,2,0.41973650651151434
81,d_secondary,3,-0.25475040989619496
81,d_null,1,-1.1358183108906565
81,d_null,2,0.19078214113613157
81,d_null,3,0.16646487338372024
82,d_main,1,-1.3677503060058516
82,d_main,2,-0.27437245897841056
82,d_main,3,0.0618746583869888
82,d_secondary,1,-1.0176043086509141
82,d_secondary,2,0.132067876352993
82,d_secondary,3,1.242148301945771
82,d_null,1,-3.286049579592266
82,d_null,2,0.6749988684197453
82,d_null,3,-1.851836249778152
83,d_main,1,-0.05173240469792362
83,d_main,2,-1.765099545507568
83,d_main,3,-0.8520345042943492
83,d_secondary,1,-0.3353121708782506
83,d_secondary,2,-1.1707250399272144
83,d_secondary,3,-0.3166982362922586
83,d_null,1,-1.328402366467891
83,d_null,2,-0.6369279047883369
83,d_null,3,-0.08237922511308683
84,d_main,1,0.2032756564460274
84,d_main,2,1.2574010118659786
84,d_main,3,-2.031072684031669
84,d_secondary,1,-1.0481707705180212
84,d_secondary,2,0.21168493188506904
84,d_secondary,3,1.0223373598030832
84,d_null,1,0.4504852266660906
84,d_null,2,0.017436853025811827
84,d_null,3,0.3477001720887599
85,d_main,1,-0.9875141278759332
85,d_main,2,-0.9584507033711408
85,d_main,3,1.515469911622075
85,d_secondary,1,-1.0970807320255023
85,d_secondary,2,-0.29879252537428114
