scenario,cf_y,cf_d,rho,level,null_hypothesis,theta_hat,theta_lower,theta_upper,ci_lower,ci_upper,rv,rva,rv_percent,rva_percent,true_theta,theta_lower_below_true,ci_lower_below_true
grid,0.0,0.06,1.0,0.95,0.0,0.8920583843545278,0.8920583843545278,0.8920583843545278,0.8527383796958417,0.9313783890132139,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.0,0.065,1.0,0.95,0.0,0.8920583843545278,0.8920583843545278,0.8920583843545278,0.8527383796958417,0.9313783890132139,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.0,0.07,1.0,0.95,0.0,0.8920583843545278,0.8920583843545278,0.8920583843545278,0.8527383796958417,0.9313783890132139,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.0,0.075,1.0,0.95,0.0,0.8920583843545278,0.8920583843545278,0.8920583843545278,0.8527383796958417,0.9313783890132139,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.0,0.08,1.0,0.95,0.0,0.8920583843545278,0.8920583843545278,0.8920583843545278,0.8527383796958417,0.9313783890132139,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.0,0.085,1.0,0.95,0.0,0.8920583843545278,0.8920583843545278,0.8920583843545278,0.8527383796958417,0.9313783890132139,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.0,0.09,1.0,0.95,0.0,0.8920583843545278,0.8920583843545278,0.8920583843545278,0.8527383796958417,0.9313783890132139,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.0,0.095,1.0,0.95,0.0,0.8920583843545278,0.8920583843545278,0.8920583843545278,0.8527383796958417,0.9313783890132139,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.0,0.1,1.0,0.95,0.0,0.8920583843545278,0.8920583843545278,0.8920583843545278,0.8527383796958417,0.9313783890132139,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.0,0.105,1.0,0.95,0.0,0.8920583843545278,0.8920583843545278,0.8920583843545278,0.8527383796958417,0.9313783890132139,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.0,0.11,1.0,0.95,0.0,0.8920583843545278,0.8920583843545278,0.8920583843545278,0.8527383796958417,0.9313783890132139,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.0,0.115,1.0,0.95,0.0,0.8920583843545278,0.8920583843545278,0.8920583843545278,0.8527383796958417,0.9313783890132139,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.0,0.12,1.0,0.95,0.0,0.8920583843545278,0.8920583843545278,0.8920583843545278,0.8527383796958417,0.9313783890132139,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.005,0.0,1.0,0.95,0.0,0.8920583843545278,0.8920583843545278,0.8920583843545278,0.8527383796958417,0.9313783890132139,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.005,0.005,1.0,0.95,0.0,0.8920583843545278,0.8870399764921658,0.8970767922168897,0.8477278089678026,0.9364055286904567,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.005,0.01,1.0,0.95,0.0,0.8920583843545278,0.8849433844949834,0.8991733842140721,0.8456342260723008,0.9385060334968015,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.005,0.015,1.0,0.95,0.0,0.8920583843545278,0.8833222358602155,0.90079453284884,0.844015297023786,0.9401303145895382,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.005,0.02,1.0,0.95,0.0,0.8920583843545278,0.8819450479612964,0.9021717207477592,0.8426399212742266,0.9415102368138746,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.005,0.025,1.0,0.95,0.0,0.8920583843545278,0.8807223751563222,0.9033943935527333,0.84141880077508,0.9427353935480546,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.005,0.03,1.0,0.95,0.0,0.8920583843545278,0.8796084444998349,0.9045083242092207,0.8403062380745667,0.943851633377139,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.005,0.035,1.0,0.95,0.0,0.8920583843545278,0.878576119369789,0.9055406493392666,0.8392751412763377,0.9448861377978135,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.005,0.04,1.0,0.95,0.0,0.8920583843545278,0.8776077513275484,0.9065090173815071,0.8383078910018751,0.9458565844608766,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.005,0.045,1.0,0.95,0.0,0.8920583843545278,0.8766911022377918,0.9074256664712638,0.8373922692424636,0.94677523178348,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.005,0.05,1.0,0.95,0.0,0.8920583843545278,0.8758172749207964,0.9082994937882591,0.8365193934277011,0.947650991713155,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.005,0.055,1.0,0.95,0.0,0.8920583843545278,0.8749795615123571,0.9091372071966984,0.8356825666866157,0.9484905832691791,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.005,0.06,1.0,0.95,0.0,0.8920583843545278,0.874172756443429,0.9099440122656266,0.8348765919614702,0.9492992206971824,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.005,0.065,1.0,0.95,0.0,0.8920583843545278,0.8733927236987958,0.9107240450102597,0.8340973399808032,0.950081046924945,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.005,0.07,1.0,0.95,0.0,0.8920583843545278,0.872636112043609,0.9114806566654465,0.8333414649560578,0.9508394188060421,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.005,0.075,1.0,0.95,0.0,0.8920583843545278,0.8719001607416501,0.9122166079674054,0.8326062106205413,0.9515771017223765,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.005,0.08,1.0,0.95,0.0,0.8920583843545278,0.87118256293954,0.9129342057695156,0.8318892738391268,0.9522964064255628,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.005,0.085,1.0,0.95,0.0,0.8920583843545278,0.8704813670946798,0.9136354016143757,0.8311887061988777,0.9529992877717754,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.005,0.09,1.0,0.95,0.0,0.8920583843545278,0.8697949042561737,0.9143218644528819,0.8305028414099727,0.9536874175609344,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.005,0.095,1.0,0.95,0.0,0.8920583843545278,0.8691217333702888,0.9149950353387668,0.8298302407014072,0.9543622393215991,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.005,0.1,1.0,0.95,0.0,0.8920583843545278,0.8684605994369878,0.9156561692720677,0.8291696510465503,0.9550250102235753,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.005,0.105,1.0,0.95,0.0,0.8920583843545278,0.8678104010115848,0.9163063676974708,0.8285199727183941,0.9556768336299712,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.005,0.11,1.0,0.95,0.0,0.8920583843545278,0.8671701646222314,0.9169466040868242,0.8278802337492146,0.9563186847220092,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.005,0.115,1.0,0.95,0.0,0.8920583843545278,0.8665390243863307,0.9175777443227249,0.8272495695805742,0.9569514309163277,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.005,0.12,1.0,0.95,0.0,0.8920583843545278,0.8659162055907413,0.9182005631183142,0.826627206670568,0.9575758483119514,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.01,0.0,1.0,0.95,0.0,0.8920583843545278,0.8920583843545278,0.8920583843545278,0.8527383796958417,0.9313783890132139,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.01,0.005,1.0,0.95,0.0,0.8920583843545278,0.8849612838940557,0.8991554848149999,0.8456521004429325,0.938488100032265,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.01,0.01,1.0,0.95,0.0,0.8920583843545278,0.8819962550568775,0.902120513652178,0.842691062197211,0.9414589268451574,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.01,0.015,1.0,0.95,0.0,0.8920583843545278,0.8797036046709661,0.9044131640380895,0.8404012831091141,0.9437562742203761,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.01,0.02,1.0,0.95,0.0,0.8920583843545278,0.8777559668663786,0.906360801842677,0.8384559376209573,0.9457080486196939,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.01,0.025,1.0,0.95,0.0,0.8920583843545278,0.8760268464032392,0.9080899223058163,0.8367287391865856,0.9474409542620006,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.01,0.03,1.0,0.95,0.0,0.8920583843545278,0.8744515105612916,0.909665258147764,0.835155061811792,0.949019830884765,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.01,0.035,1.0,0.95,0.0,0.8920583843545278,0.8729915823616021,0.9111251863474534,0.8336965917289664,0.9504831189754268,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.01,0.04,1.0,0.95,0.0,0.8920583843545278,0.8716221031428969,0.9124946655661587,0.8323284113319507,0.9518558185537358,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.01,0.045,1.0,0.95,0.0,0.8920583843545278,0.8703257655682262,0.9137910031408294,0.8310332417035341,0.9531552656860782,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.01,0.05,1.0,0.95,0.0,0.8920583843545278,0.8690899871253593,0.9150267815836962,0.8297985209472597,0.9543940638166613,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.01,0.055,1.0,0.95,0.0,0.8920583843545278,0.8679052814617627,0.9162114872472928,0.8286147782111806,0.9555817151214845,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.01,0.06,1.0,0.95,0.0,0.8920583843545278,0.8667642867910932,0.9173524819179624,0.8274746636983425,0.9567255937060115,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.01,0.065,1.0,0.95,0.0,0.8920583843545278,0.8656611539045378,0.9184556148045178,0.8263723376884193,0.9578315586043111,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.01,0.07,1.0,0.95,0.0,0.8920583843545278,0.8645911434403228,0.9195256252687327,0.825303068472037,0.9589043571745501,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.01,0.075,1.0,0.95,0.0,0.8920583843545278,0.8635503511278466,0.9205664175812089,0.8242629580484356,0.9599479003085858,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.01,0.08,1.0,0.95,0.0,0.8920583843545278,0.8625355145837734,0.9215812541252821,0.8232487492404492,0.9609654559549565,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.01,0.085,1.0,0.95,0.0,0.8920583843545278,0.8615438739100925,0.9225728947989631,0.8222576865226169,0.9619597887510866,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.01,0.09,1.0,0.95,0.0,0.8920583843545278,0.860573068853812,0.9235436998552435,0.8212874133505663,0.9629332630334928,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.01,0.095,1.0,0.95,0.0,0.8920583843545278,0.8596210614571989,0.9244957072518567,0.8203358949388506,0.9638879203153652,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.01,0.1,1.0,0.95,0.0,0.8920583843545278,0.8586860768821796,0.925430691826876,0.8194013591829383,0.9648255385599832,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.01,0.105,1.0,0.95,0.0,0.8920583843545278,0.8577665574507408,0.9263502112583147,0.818482250775378,0.965747678216317,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.01,0.11,1.0,0.95,0.0,0.8920583843545278,0.8568611264657925,0.9272556422432631,0.8175771950862738,0.966655718458021,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.01,0.115,1.0,0.95,0.0,0.8920583843545278,0.8559685593844224,0.9281482093246332,0.8166849693840093,0.9675508860579007,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.01,0.12,1.0,0.95,0.0,0.8920583843545278,0.855087760596799,0.9290290081122565,0.815804479652359,0.9684342786474809,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.015,0.0,1.0,0.95,0.0,0.8920583843545278,0.8920583843545278,0.8920583843545278,0.8527383796958417,0.9313783890132139,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.015,0.005,1.0,0.95,0.0,0.8920583843545278,0.8833662469638137,0.9007505217452418,0.8440592491039314,0.9400862172141067,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.015,0.01,1.0,0.95,0.0,0.8920583843545278,0.8797348431019516,0.904381925607104,0.8404324836737387,0.9437249705379679,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.015,0.015,1.0,0.95,0.0,0.8920583843545278,0.8769269312999126,0.9071898374091429,0.837627836856667,0.946538885784312,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.015,0.02,1.0,0.95,0.0,0.8920583843545278,0.8745415718874157,0.9095751968216399,0.8352450307042147,0.948929564763593,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.015,0.025,1.0,0.95,0.0,0.8920583843545278,0.8724238404681675,0.9116929282408881,0.833129396386139,0.9510521878651006,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.015,0.03,1.0,0.95,0.0,0.8920583843545278,0.8704944559750228,0.9136223127340327,0.8312017835131442,0.9529861672695489,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.015,0.035,1.0,0.95,0.0,0.8920583843545278,0.8687064163998532,0.9154103523092023,0.8294152674580437,0.9547785828107263,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.015,0.04,1.0,0.95,0.0,0.8920583843545278,0.8670291537502666,0.917087614958789,0.8277393304718252,0.9564600531783554,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.015,0.045,1.0,0.95,0.0,0.8920583843545278,0.8654414709540965,0.918675297754959,0.8261528102490443,0.9580518106747486,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.015,0.05,1.0,0.95,0.0,0.8920583843545278,0.8639279576440189,0.9201888110650367,0.8246403216298639,0.9595692913478638,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.015,0.055,1.0,0.95,0.0,0.8920583843545278,0.8624769954584204,0.9216397732506352,0.823190265194093,0.9610241329838609,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.015,0.06,1.0,0.95,0.0,0.8920583843545278,0.8610795680872327,0.9230372006218228,0.8217936392715574,0.9624253670260693,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.015,0.065,1.0,0.95,0.0,0.8920583843545278,0.8597285117419606,0.9243882569670949,0.8204432916495153,0.9637801693426209,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.015,0.07,1.0,0.95,0.0,0.8920583843545278,0.8584180219135782,0.9256987467954774,0.8191334271448003,0.9650943542830805,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.015,0.075,1.0,0.95,0.0,0.8920583843545278,0.8571433168666889,0.9269734518423667,0.8178592716534412,0.9663727117400385,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.015,0.08,1.0,0.95,0.0,0.8920583843545278,0.8559004010140346,0.9282163676950209,0.8166168359157208,0.9676192441654499,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.015,0.085,1.0,0.95,0.0,0.8920583843545278,0.8546858941846807,0.9294308745243749,0.8154027450661081,0.9688373375845076,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.015,0.09,1.0,0.95,0.0,0.8920583843545278,0.8534969056708799,0.9306198630381757,0.8142141128879314,0.9700298877569065,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.015,0.095,1.0,0.95,0.0,0.8920583843545278,0.8523309394943511,0.9317858292147044,0.813048447235912,0.9711993950671534,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.015,0.1,1.0,0.95,0.0,0.8920583843545278,0.851185821931266,0.9329309467777895,0.8119035776806514,0.9723480371194188,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.015,0.105,1.0,0.95,0.0,0.8920583843545278,0.8500596452234667,0.9340571234855889,0.810777599312615,0.9734777251194415,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.015,0.11,1.0,0.95,0.0,0.8920583843545278,0.848950723268252,0.9351660454408035,0.8096688285049021,0.9745901482580892,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.015,0.115,1.0,0.95,0.0,0.8920583843545278,0.8478575563129711,0.9362592123960845,0.8085757676659457,0.9756868090752503,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.015,0.12,1.0,0.95,0.0,0.8920583843545278,0.8467788025151015,0.937337966193954,0.8074970768463581,0.9767690519469108,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.02,0.0,1.0,0.95,0.0,0.8920583843545278,0.8920583843545278,0.8920583843545278,0.8527383796958417,0.9313783890132139,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.02,0.005,1.0,0.95,0.0,0.8920583843545278,0.8820215686298039,0.9020952000792517,0.8427163430241147,0.94143356245257,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.02,0.01,1.0,0.95,0.0,0.8920583843545278,0.8778283846354391,0.9062883840736164,0.8385282725719786,0.9456354746348634,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.02,0.015,1.0,0.95,0.0,0.8920583843545278,0.8745860873659033,0.9095306813431523,0.8352895003880048,0.948884948165219,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.02,0.02,1.0,0.95,0.0,0.8920583843545278,0.8718317115680649,0.9122850571409906,0.8325378252902821,0.9516457129245631,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.02,0.025,1.0,0.95,0.0,0.8920583843545278,0.8693863659581165,0.9147304027509391,0.8300946510693252,0.9540969558389654,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.02,0.03,1.0,0.95,0.0,0.8920583843545278,0.8671585046451418,0.9169582640639138,0.8278685826958107,0.95633037424053,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.02,0.035,1.0,0.95,0.0,0.8920583843545278,0.86509385438505,0.9190229143240055,0.8258054362425745,0.9584003312818281,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.02,0.04,1.0,0.95,0.0,0.8920583843545278,0.8631571183005688,0.9209596504084867,0.8238699728115255,0.9603421824231323,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.02,0.045,1.0,0.95,0.0,0.8920583843545278,0.8613238201210558,0.9227929485879998,0.8220377562386773,0.9621804446581477,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.02,0.05,1.0,0.95,0.0,0.8920583843545278,0.8595761654870652,0.9245406032219904,0.8202910212317754,0.9639329420428335,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.02,0.055,1.0,0.95,0.0,0.8920583843545278,0.8579007386701865,0.9262160300388691,0.8186163738928828,0.9656131127786528,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.02,0.06,1.0,0.95,0.0,0.8920583843545278,0.8562871285323304,0.9278296401767252,0.8170034199461913,0.9672313855221617,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.02,0.065,1.0,0.95,0.0,0.8920583843545278,0.8547270630430639,0.9293897056659917,0.8154439006842129,0.9687960462968939,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.02,0.07,1.0,0.95,0.0,0.8920583843545278,0.85321383973269,0.9309029289763655,0.813931124361092,0.9703138089808854,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.02,0.075,1.0,0.95,0.0,0.8920583843545278,0.8517419371287724,0.9323748315802831,0.8124595782705318,0.9717902045119404,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.02,0.08,1.0,0.95,0.0,0.8920583843545278,0.8503067415245523,0.9338100271845032,0.8110246559651797,0.9732298545705774,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.02,0.085,1.0,0.95,0.0,0.8920583843545278,0.8489043498348319,0.9352124188742237,0.8096224604378368,0.9746366690498863,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.02,0.09,1.0,0.95,0.0,0.8920583843545278,0.8475314241578196,0.936585344551236,0.8082496589232487,0.976013991734052,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.02,0.095,1.0,0.95,0.0,0.8920583843545278,0.8461850823860497,0.9379316863230058,0.8069033736894387,0.9773647098682873,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.02,0.1,1.0,0.95,0.0,0.8920583843545278,0.8448628145194479,0.9392539541896077,0.8055810984887379,0.9786913379841866,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.02,0.105,1.0,0.95,0.0,0.8920583843545278,0.8435624176686417,0.9405543510404138,0.804280633668194,0.9799960830039789,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.02,0.11,1.0,0.95,0.0,0.8920583843545278,0.8422819448899349,0.9418348238191206,0.8030000350887909,0.9812808954902874,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.02,0.115,1.0,0.95,0.0,0.8920583843545278,0.8410196644181336,0.943097104290922,0.8017375734253466,0.9825475104808721,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
grid,0.02,0.12,1.0,0.95,0.0,0.8920583843545278,0.8397740268269549,0.9443427418821007,0.8004917013808911,0.9837974803827101,0.5784859837107122,0.5590016548684158,57.848598371071226,55.90016548684158,0.8,False,False
